序列号,名称,是否直刷（是否有触发类判断条件）,阵营,类型（0不存在 1基地 2水晶 4塔 8兵 16野怪 32策略野怪）,建筑类型（0代表无，1 塔， 2 水晶 ）,是否开启静态图标（0否）,图标ID（野怪专用，对应MinimapStaticIcon脚本控制是否显示图标）,战场ID,刷怪类型 1 正常刷兵 2 随机方式 3 时段方式 4、时段随机方式,怪物表类型ID列表,时间段,比例列表（扩大100倍）,起始时间（定时器包括刷新时间2秒检测一次）,刷新时间,同步最后刷新时间列,基础等级,升级时间,最大等级,怪物时间序列（控制是否显示显示哪个倒计时）,怪物对应战绩表位置,路径ID,触发类型（0没有1塔2影响刷兵修改是否直刷3基地保护事件4基地保护互斥事件5根据凶手刷不同阵营的怪物6三路水晶同时破掉事件）,影响序列号,影响Pam(填0不刷填1刷),死亡触发类型（0没有1塔2影响刷兵3基地保护事件4基地保护互斥事件5根据凶手刷不同阵营的怪物6三路水晶同时破掉事件）,死亡影响序列号,死亡影响Pam,路径类型上路中路下路全部路对应 1 2 4 7
836,2阵营中路水晶,1,2,2,2,0,1,9,1,807,,,3,0,-1,1,0,0,0,0,34,2;4;4;2;6,865;848;831;859;895,0;1025;1026;1;0,2;4;4;2;6,865;848;831;859;895,1;1025;1026;0;1,
838,1阵营基地塔1,1,1,4,1,0,2,9,1,809,,,2,0,-1,1,0,0,0,0,-1,3,830,1025,3,830,1025,
842,1阵营中路一塔,1,1,4,1,0,2,9,1,814,,,6,0,-1,1,0,0,0,0,34,1,844,1025,1,844,1025,
843,1阵营中路二塔(废弃),1,1,4,1,0,2,9,1,815,,,5,0,-1,1,0,0,0,0,34,1,844,1025,1,844,1025,
844,1阵营中路三塔,1,1,4,1,0,2,9,1,816,,,4,0,-1,1,0,0,0,0,34,1,833,1025,1,833,1025,
848,2阵营基地塔2,1,2,4,1,0,2,9,1,820,,,2,0,-1,1,0,0,0,0,-1,3,831,1025,3,831,1025,
852,2阵营中路一塔,1,2,4,1,0,2,9,1,825,,,6,0,-1,1,0,0,0,0,34,1,854,1025,1,854,1025,
853,2阵营中路二塔(废弃),1,2,4,1,0,2,9,1,826,,,5,0,-1,1,0,0,0,0,34,1,854,1025,1,854,1025,
854,2阵营中路三塔,1,2,4,1,0,2,9,1,827,,,4,0,-1,1,0,0,0,0,34,1,836,1025,1,836,1025,
859,1阵营中路近战小兵,1,1,8,0,0,3,9,1,841,,,55,30,165;295,1,60,60,0,0,34,0,0,0,0,0,0,2
862,2阵营中路近战小兵,1,2,8,0,0,3,9,1,844,,,55,30,168;298,1,60,60,0,0,34,0,0,0,0,0,0,2
865,1阵营超级兵中路近战小兵,0,1,8,0,0,3,9,1,847,,,0,30,259,1,60,60,0,0,34,0,0,0,0,0,0,2
868,2阵营超级兵中路近战小兵,0,2,8,0,0,3,9,1,850,,,0,30,262,1,60,60,0,0,34,0,0,0,0,0,0,2
886,1阵营泉水,1,1,2,0,0,0,9,1,868,,,0,10,-1,1,120,0,0,0,-1,0,0,0,0,0,0,
887,2阵营泉水,1,2,2,0,0,0,9,1,869,,,0,10,-1,1,120,0,0,0,-1,0,0,0,0,0,0,
888,1阵营商店NPC,1,1,32,0,0,0,9,1,881,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
889,2阵营商店NPC,1,2,32,0,0,0,9,1,882,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
890,1阵营翅膀NPC,1,1,32,0,0,0,9,1,881,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
891,2阵营翅膀NPC,1,2,32,0,0,0,9,1,882,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
903,补给点,1,0,16,0,0,0,9,1,918,,,8,180,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
904,补给点,1,0,16,0,0,0,9,1,919,,,8,180,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
913,补给点,1,0,16,0,0,0,9,1,928,,,8,180,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
914,补给点,1,0,16,0,0,0,9,1,929,,,8,180,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
915,补给点,1,0,16,0,0,0,9,1,930,,,8,180,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
916,补给点,1,0,16,0,0,0,9,1,931,,,8,180,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
927,野怪小龙,1,0,32,0,0,15,9,1,943,,,600,600,-1,1,60,10,15,6,-1,0,0,0,5;5,928;929,1;2,
928,红方驯服的小龙,0,1,8,0,0,0,9,1,944,,,0,0,-1,1,60,10,0,0,36,0,0,0,0,0,0,
929,蓝方驯服的小龙,0,2,8,0,0,0,9,1,945,,,0,0,-1,1,60,10,0,0,37,0,0,0,0,0,0,
1001,1阵营基地,1,1,1,0,0,4,10,1,1001,,,1,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1002,2阵营基地,1,2,1,0,0,4,10,1,1002,,,1,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1004,2阵营中路一塔,1,2,4,1,0,2,10,1,1004,,,2,0,-1,1,0,0,0,0,34,2;1;2,1005;1002;1006,0;1026;0,2;1;2,1005;1002;1006,1;1026;0,
1005,1阵营中路近战小兵,0,1,8,0,0,3,10,1,1005,,,0,30,-1,1,60,60,0,0,34,0,0,0,0,0,0,2
1006,2阵营中路近战小兵,0,2,8,0,0,3,10,1,1006,,,0,30,-1,1,60,60,0,0,34,0,0,0,0,0,0,2
1007,1阵营泉水,1,1,2,0,0,0,10,1,1007,,,0,10,-1,1,120,0,0,0,-1,0,0,0,0,0,0,
1008,刷怪1,1,0,2,0,0,0,10,1,1008,,,3,99999,-1,1,0,1,0,0,-1,2,1010,0,2,1010,1,
1009,刷怪2,0,0,2,0,0,0,10,1,1009,,,0,99999,-1,1,0,1,0,0,-1,2,1010,0,2,1010,1,
1010,刷怪3,0,0,2,0,0,0,10,1,1010,,,0,99999,-1,1,0,1,0,0,-1,2,1011,0,2,1011,1,
1011,刷怪4,0,0,2,0,0,0,10,1,1011,,,0,99999,-1,1,0,1,0,0,-1,2,1012,0,2,1012,1,
1012,刷怪5,0,0,2,0,0,0,10,1,1012,,,0,99999,-1,1,0,1,0,0,-1,2,1013,0,2,1013,1,
1013,轻灵蔷薇,0,2,2,0,0,0,10,1,1013,,,0,99999,-1,1,0,1,0,0,34,2;2,1005;1006,0;0,2;2,1005;1006,1;1,
1030,1阵营基地,1,1,1,0,0,4,13,1,1030,,,1,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1031,2阵营基地,1,2,1,0,0,4,13,1,1031,,,1,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1032,1阵营中路水晶,1,1,2,2,0,1,13,1,1032,,,3,0,-1,1,0,0,0,0,34,2;4;4;2;6,1043;1034;1030;1041;1048,0;1025;1026;1;0,2;4;4;2;6,1043;1034;1030;1041;1048,1;1025;1026;0;1,
1033,2阵营中路水晶,1,2,2,2,0,1,13,1,1033,,,3,0,-1,1,0,0,0,0,34,2;4;4;2;6,1042;1037;1031;1040;1047,0;1025;1026;1;0,2;4;4;2;6,1042;1037;1031;1040;1047,1;1025;1026;0;1,
1034,1阵营基地塔1,1,1,4,1,0,2,13,1,1034,,,2,0,-1,1,0,0,0,0,-1,3,1030,1025,3,1030,1025,
1035,1阵营中路一塔,1,1,4,1,0,2,13,1,1035,,,6,0,-1,1,0,0,0,0,34,1,1037,1025,1,1037,1025,
1036,1阵营中路三塔,1,1,4,1,0,2,13,1,1036,,,4,0,-1,1,0,0,0,0,34,1,1032,1025,1,1032,1025,
1037,2阵营基地塔2,1,2,4,1,0,2,13,1,1037,,,2,0,-1,1,0,0,0,0,-1,3,1031,1025,3,1031,1025,
1038,2阵营中路一塔,1,2,4,1,0,2,13,1,1038,,,6,0,-1,1,0,0,0,0,34,1,1041,1025,1,1041,1025,
1039,2阵营中路三塔,1,2,4,1,0,2,13,1,1039,,,4,0,-1,1,0,0,0,0,34,1,1033,1025,1,1033,1025,
1040,1阵营中路近战小兵,1,1,8,0,0,3,13,1,1040,,,20,30,165;295,1,60,60,0,0,34,0,0,0,0,0,0,2
1041,2阵营中路近战小兵,1,2,8,0,0,3,13,1,1041,,,20,30,168;298,1,60,60,0,0,34,0,0,0,0,0,0,2
1042,1阵营超级兵中路近战小兵,0,1,8,0,0,3,13,1,1042,,,0,30,259,1,60,60,0,0,34,0,0,0,0,0,0,2
1043,2阵营超级兵中路近战小兵,0,2,8,0,0,3,13,1,1043,,,0,30,262,1,60,60,0,0,34,0,0,0,0,0,0,2
1044,3小BOSS,1,0,32,0,0,15,13,3,853;1062,1200,,600,300,-1,1,60,10,15,6,-1,0,0,0,5;5,820;821,1;2,
1045,1阵营泉水,1,1,2,0,0,0,13,1,1044,,,0,10,-1,1,120,0,0,0,-1,0,0,0,0,0,0,
1046,2阵营泉水,1,2,2,0,0,0,13,1,1045,,,0,10,-1,1,120,0,0,0,-1,0,0,0,0,0,0,
1049,1阵营商店NPC,1,1,32,0,0,0,13,1,1048,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1050,2阵营商店NPC,1,2,32,0,0,0,13,1,1049,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1051,补给点,1,0,16,0,0,0,13,1,1050,,,8,120,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1052,补给点,1,0,16,0,0,0,13,1,1051,,,8,120,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1053,补给点,1,0,16,0,0,0,13,1,1052,,,8,120,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1054,补给点,1,0,16,0,0,0,13,1,1053,,,8,120,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1055,补给点,1,0,16,0,0,0,13,1,1054,,,8,120,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1056,补给点,1,0,16,0,0,0,13,1,1055,,,8,120,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
1057,野怪小龙,1,0,32,0,0,15,13,1,1056,,,300,300,-1,1,60,10,15,6,-1,0,0,0,5;5,1058;1059,1;2,
1058,红方驯服的小龙,0,1,8,0,0,0,13,1,1057,,,0,0,-1,1,60,10,0,0,36,0,0,0,0,0,0,
1059,蓝方驯服的小龙,0,2,8,0,0,0,13,1,1058,,,0,0,-1,1,60,10,0,0,37,0,0,0,0,0,0,
2003,治愈神符,1,0,16,0,0,0,16,1,2003,,,1,30,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2004,蛮力神符,1,0,16,0,0,0,16,1,2004,,,1,30,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2005,奥术神符,1,0,16,0,0,0,16,1,2005,,,1,30,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2006,奔袭神符,1,0,16,0,0,0,16,1,2006,,,1,30,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2007,buff怪,1,0,16,0,0,0,15,1,2007,,,1,30,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2010,吃鸡NPC（泉水复活）,1,0,32,0,0,0,15,1,2010,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
2012,随机商店,0,0,32,0,0,0,15,1,2012,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
2013,随机商店,0,0,32,0,0,0,15,1,2013,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
2014,随机商店,0,0,32,0,0,0,15,1,2014,,,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
2015,A点装备商店,1,0,32,0,0,0,15,4,2101;2102;2103,1000,33/33/34;33/33/34,120,3600,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
2016,B点装备商店,1,0,32,0,0,0,15,4,2104;2105;2106,1000,33/33/34;33/33/34,120,3600,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
2017,C点装备商店,1,0,32,0,0,0,15,4,2107;2108;2109,1000,33/33/34;33/33/34,120,3600,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
2018,D点装备商店,1,0,32,0,0,0,15,4,2110;2111;2112,1000,33/33/34;33/33/34,120,3600,-1,1,0,0,0,0,-1,0,0,0,0,0,0,
2019,深渊泰坦,1,0,16,0,0,0,15,4,2017;12017,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2020,深渊泰坦,1,0,16,0,0,0,15,4,2018;12018,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2021,深渊泰坦,1,0,16,0,0,0,15,4,2019;12019,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2022,深渊泰坦,1,0,16,0,0,0,15,4,2020;12020,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2023,深渊泰坦,1,0,16,0,0,0,15,4,2021;12021,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2024,深渊泰坦,1,0,16,0,0,0,15,4,2022;12022,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2025,深渊泰坦,1,0,16,0,0,0,15,4,2023;12023,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2026,深渊泰坦,1,0,16,0,0,0,15,4,2024;12024,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2027,红核晶魔,1,0,16,0,0,0,15,4,2025;12025,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2028,红核晶魔,1,0,16,0,0,0,15,4,2026;12026,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2029,红核晶魔,1,0,16,0,0,0,15,4,2027;12027,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2030,红核晶魔,1,0,16,0,0,0,15,4,2028;12028,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2031,红核晶魔,1,0,16,0,0,0,15,4,2029;12029,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2032,红核晶魔,1,0,16,0,0,0,15,4,2030;12030,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2033,红核晶魔,1,0,16,0,0,0,15,4,2031;12031,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2034,红核晶魔,1,0,16,0,0,0,15,4,2032;12032,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2035,红核晶魔,1,0,16,0,0,0,15,4,2033;12033,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2036,红核晶魔,1,0,16,0,0,0,15,4,2034;12034,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2037,红核晶魔,1,0,16,0,0,0,15,4,2035;12035,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2038,红核晶魔,1,0,16,0,0,0,15,4,2036;12036,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2039,红核晶魔,1,0,16,0,0,0,15,4,2037;12037,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2040,红核晶魔,1,0,16,0,0,0,15,4,2038;12038,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2041,红核晶魔,1,0,16,0,0,0,15,4,2039;12039,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2042,红核晶魔,1,0,16,0,0,0,15,4,2040;12040,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2043,红核晶魔,1,0,16,0,0,0,15,4,2041;12041,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2044,红核晶魔,1,0,16,0,0,0,15,4,2042;12042,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2045,红核晶魔,1,0,16,0,0,0,15,4,2043;12043,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2046,红核晶魔,1,0,16,0,0,0,15,4,2044;12044,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2047,红核晶魔,1,0,16,0,0,0,15,4,2045;12045,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2048,红核晶魔,1,0,16,0,0,0,15,4,2046;12046,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2049,红核晶魔,1,0,16,0,0,0,15,4,2047;12047,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2050,红核晶魔,1,0,16,0,0,0,15,4,2048;12048,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2051,红核晶魔,1,0,16,0,0,0,15,4,2049;12049,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2052,红核晶魔,1,0,16,0,0,0,15,4,2050;12050,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2053,红核晶魔,1,0,16,0,0,0,15,4,2051;12051,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2054,红核晶魔,1,0,16,0,0,0,15,4,2052;12052,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2055,红核晶魔,1,0,16,0,0,0,15,4,2053;12053,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2056,红核晶魔,1,0,16,0,0,0,15,4,2054;12054,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2057,红核晶魔,1,0,16,0,0,0,15,4,2055;12055,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2058,红核晶魔,1,0,16,0,0,0,15,4,2056;12056,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2059,红核晶魔,1,0,16,0,0,0,15,4,2057;12057,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2060,红核晶魔,1,0,16,0,0,0,15,4,2058;12058,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2061,红核晶魔,1,0,16,0,0,0,15,4,2059;12059,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2062,红核晶魔,1,0,16,0,0,0,15,4,2060;12060,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2063,红核晶魔,1,0,16,0,0,0,15,4,2061;12061,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2064,红核晶魔,1,0,16,0,0,0,15,4,2062;12062,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2065,红核晶魔,1,0,16,0,0,0,15,4,2063;12063,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2066,红核晶魔,1,0,16,0,0,0,15,4,2064;12064,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2067,红核晶魔,1,0,16,0,0,0,15,4,2065;12065,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2068,红核晶魔,1,0,16,0,0,0,15,4,2066;12066,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2069,红核晶魔,1,0,16,0,0,0,15,4,2067;12067,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2070,红核晶魔,1,0,16,0,0,0,15,4,2068;12068,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2071,红核晶魔,1,0,16,0,0,0,15,4,2069;12069,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2072,红核晶魔,1,0,16,0,0,0,15,4,2070;12070,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2073,红核晶魔,1,0,16,0,0,0,15,4,2071;12071,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2074,红核晶魔,1,0,16,0,0,0,15,4,2072;12072,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2075,红核晶魔,1,0,16,0,0,0,15,4,2073;12073,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2076,红核晶魔,1,0,16,0,0,0,15,4,2074;12074,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2077,红核晶魔,1,0,16,0,0,0,15,4,2075;12075,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2078,红核晶魔,1,0,16,0,0,0,15,4,2076;12076,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2079,红核晶魔,1,0,16,0,0,0,15,4,2077;12077,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2080,红核晶魔,1,0,16,0,0,0,15,4,2078;12078,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2081,红核晶魔,1,0,16,0,0,0,15,4,2079;12079,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2082,红核晶魔,1,0,16,0,0,0,15,4,2080;12080,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
2083,红核晶魔,1,0,16,0,0,0,15,4,2081;12081,1000,50/50;50/50,1,600,-1,1,60,30,0,0,-1,0,0,0,0,0,0,
