类型ID,怪物ID,名称,朝向x,朝向y,朝向z,x,y,z,广播类型（0不广播1死亡广播2复活广播4死亡文字广播8定时广播16首次出生广播32自杀广播）,广播所对应广播ID,广播参数,位置索引（需要保持唯一）,掉落经验类型(1单独2周围3己方全部),死亡加经验,掉落天赋类型(1单独2周围3己方全部4补刀掉落5补刀加失败分成),死亡加天赋点,补刀掉落类型衰减系数,掉落buff类型(1单独2周围3己方全部),BuffID,buff等级,掉落经验buff范围,掉落天赋范围,累积多少次数刷怪（处理三波刷怪问题）,同步累积次数索引行(读取本表位置索引),战斗信号标志位,气势掉落路径上路中路下路全部路对应 1 2 4 7,气势掉落值
1216,1006,1阵营中路三塔,0,222.95,0,73.09,-0.6,73.09,4,15,0,1150,3,50,3,250,0.8,0,0,0,20,20,0,0,1,2,2
1217,1004,1阵营下路一塔,0,261,0,-51.84,11.2,111.97,4,16,0,1151,3,50,3,150,0.8,0,0,0,20,20,0,0,1,4,0
1218,1005,1阵营下路二塔,0,272,0,12.82001,0.53,108.06,4,17,0,1152,3,50,3,100,0.8,0,0,0,20,20,0,0,1,4,2
1219,1006,1阵营下路三塔,0,270,0,66.62,4.9,110,4,18,0,1153,3,50,3,250,0.8,0,0,0,20,20,0,0,1,4,2
1220,1033,2阵营基地塔左,0,35.77,0,-101,9.3,-110,4,9,0,1154,3,50,3,100,0.8,0,0,0,20,20,0,0,0,,
1220,1033,2阵营基地塔右,0,48.38,0,-110,4.9,-101,4,9,0,1155,3,50,3,100,0.8,0,0,0,20,20,0,0,0,,
1222,1034,2阵营上路一塔,0,74.5,0,52.36,-6.22,-112.3,4,16,0,1156,3,50,3,150,0.8,0,0,0,20,20,0,0,1,1,0
1223,1035,2阵营上路二塔,0,102.4,0,-12.82001,17,-108.06,4,17,0,1157,3,50,3,100,0.8,0,0,0,20,20,0,0,1,1,2
1224,1036,2阵营上路三塔,0,91.29,0,-66.62,29,-110,4,18,0,1158,3,50,3,250,0.8,0,0,0,20,20,0,0,1,1,2
1225,1034,2阵营中路一塔,0,40.368,0,-28.36,7.2,-18.12,4,13,0,1159,3,50,3,150,0.8,0,0,0,20,20,0,0,1,2,0
1226,1035,2阵营中路二塔,0,37.51,0,-40.9,16.8,-45.54002,4,14,0,1160,3,50,3,100,0.8,0,0,0,20,20,0,0,1,2,2
1227,1036,2阵营中路三塔,0,44.39,0,-73.09,19.8,-73.09,4,15,0,1161,3,50,3,250,0.8,0,0,0,20,20,0,0,1,2,2
1228,1034,2阵营下路一塔,0,14.8,0,-110.09,-13.8,55.26,4,10,0,1162,3,50,3,150,0.8,0,0,0,20,20,0,0,1,4,0
1229,1035,2阵营下路二塔,0,355,0,-104.8,-0.84,-19.19999,4,11,0,1163,3,50,3,100,0.8,0,0,0,20,20,0,0,1,4,2
1230,1036,2阵营下路三塔,0,359,0,-110,4.9,-66.62,4,12,0,1164,3,50,3,250,0.8,0,0,0,20,20,0,0,1,4,2
1240,1010,1阵营上路近战小兵,0,180,0,105.5997286,4.9,68.10770429,0,,0,1165,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1240,1010,1阵营上路近战小兵,0,180,0,105.5106571,4.9,69.94208857,0,,0,1166,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1240,1010,1阵营上路近战小兵,0,180,0,105.4215857,4.9,71.77647286,0,,0,1167,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1240,1011,1阵营上路远程小兵,0,180,0,105.2434429,4.9,75.44524143,0,,0,1168,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1240,1011,1阵营上路远程小兵,0,180,0,105.1543714,4.9,77.27962571,0,,0,1169,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1240,1011,1阵营上路远程小兵,0,180,0,105.0653,4.9,79.11401,0,,0,1170,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1240,1012,1阵营上路头目小兵,0,180,0,105.6888,4.9,66.27332,0,,0,1171,2,75,2,55,0.8,0,0,0,24,15,3,531,0,,
1241,2049,1阵营中路近战小兵,0,223,0,69.89715286,-0.8,76.52410429,0,,0,1172,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1241,2049,1阵营中路近战小兵,0,221,0,71.02936571,-0.8,77.87070857,0,,0,1173,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1241,2049,1阵营中路近战小兵,0,223,0,72.16157857,-0.8,79.21731286,0,,0,1174,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1241,2050,1阵营中路远程小兵,0,223,0,74.42600429,-0.8,81.91052143,0,,0,1175,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1241,2050,1阵营中路远程小兵,0,223,0,75.55821714,-0.8,83.25712571,0,,0,1176,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1241,2050,1阵营中路远程小兵,0,223,0,76.69043,-0.8,84.60373,0,,0,1177,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1241,2051,1阵营中路头目小兵,0,225,0,68.76494,-0.8,75.1775,0,,0,1178,2,75,2,55,0.8,0,0,0,24,15,3,538,0,,
1242,2055,1阵营下路近战小兵,0,267,0,68.12619857,-0.8,105.7120429,0,,0,1179,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1242,2055,1阵营下路近战小兵,0,267,0,69.87012714,-0.8,105.6080857,0,,0,1180,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1242,2055,1阵营下路近战小兵,0,267,0,71.61405571,-0.8,105.5041286,0,,0,1181,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1242,2056,1阵营下路远程小兵,0,267,0,75.10191286,-0.8,105.2962143,0,,0,1182,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1242,2056,1阵营下路远程小兵,0,267,0,76.84584143,-0.8,105.1922571,0,,0,1183,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1242,2056,1阵营下路远程小兵,0,267,0,78.58977,-0.8,105.0883,0,,0,1184,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1242,2057,1阵营下路头目小兵,0,267,0,66.38227,-0.8,105.816,0,,0,1185,2,75,2,55,0.8,0,0,0,24,15,3,545,0,,
1243,1025,2阵营上路近战小兵,0,90.79,0,-68.12619857,4.900827,-105.7120429,0,,0,1186,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1243,1025,2阵营上路近战小兵,0,90.79,0,-69.87012714,4.900827,-105.6080857,0,,0,1187,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1243,1025,2阵营上路近战小兵,0,90.79,0,-71.61405571,4.900827,-105.5041286,0,,0,1188,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1243,1026,2阵营上路远程小兵,0,90.79,0,-75.10191286,4.900827,-105.2962143,0,,0,1189,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1243,1026,2阵营上路远程小兵,0,90.79,0,-76.84584143,4.900827,-105.1922571,0,,0,1190,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1243,1026,2阵营上路远程小兵,0,90.79,0,-78.58977,4.900827,-105.0883,0,,0,1191,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1243,1027,2阵营上路头目小兵,0,90.79,0,-66.38227,4.900827,-105.816,0,,0,1192,2,75,2,55,0.8,0,0,0,24,15,3,552,0,,
1244,2061,2阵营中路近战小兵,0,44.996,0,-69.89715286,4.900831,-76.52410429,0,,0,1193,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1244,2061,2阵营中路近战小兵,0,44.996,0,-71.02936571,4.900831,-77.87070857,0,,0,1194,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1244,2061,2阵营中路近战小兵,0,44.996,0,-72.16157857,4.900831,-79.21731286,0,,0,1195,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1244,2062,2阵营中路远程小兵,0,44.996,0,-74.42600429,4.900831,-81.91052143,0,,0,1196,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1244,2062,2阵营中路远程小兵,0,44.996,0,-75.55821714,4.900831,-83.25712571,0,,0,1197,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1244,2062,2阵营中路远程小兵,0,44.996,0,-76.69043,4.900831,-84.60373,0,,0,1198,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1244,2063,2阵营中路头目小兵,0,44.996,0,-68.76494,4.900831,-75.1775,0,,0,1199,2,75,2,55,0.8,0,0,0,24,15,3,559,0,,
1245,2067,2阵营下路近战小兵,0,357,0,-105.5997286,4.900832,-68.10770429,0,,0,1200,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1245,2067,2阵营下路近战小兵,0,357,0,-105.5106571,4.900832,-69.94208857,0,,0,1201,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1245,2067,2阵营下路近战小兵,0,357,0,-105.4215857,4.900832,-71.77647286,0,,0,1202,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1245,2068,2阵营下路远程小兵,0,357,0,-105.2434429,4.900832,-75.44524143,0,,0,1203,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1245,2068,2阵营下路远程小兵,0,357,0,-105.1543714,4.900832,-77.27962571,0,,0,1204,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1245,2068,2阵营下路远程小兵,0,357,0,-105.0653,4.900832,-79.11401,0,,0,1205,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1245,2069,2阵营下路头目小兵,0,357,0,-105.6888,4.900832,-66.27332,0,,0,1206,2,75,2,55,0.8,0,0,0,24,15,3,566,0,,
1246,1013,1阵营超级兵上路近战小兵,0,180,0,105.5997286,4.9,68.10770429,0,,0,1207,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1246,1013,1阵营超级兵上路近战小兵,0,180,0,105.5106571,4.9,69.94208857,0,,0,1208,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1246,1013,1阵营超级兵上路近战小兵,0,180,0,105.4215857,4.9,71.77647286,0,,0,1209,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1246,1014,1阵营超级兵上路远程小兵,0,180,0,105.2434429,4.9,75.44524143,0,,0,1210,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1246,1014,1阵营超级兵上路远程小兵,0,180,0,105.1543714,4.9,77.27962571,0,,0,1211,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1246,1014,1阵营超级兵上路远程小兵,0,180,0,105.0653,4.9,79.11401,0,,0,1212,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1246,1015,1阵营超级兵上路头目小兵,0,180,0,105.6888,4.9,66.27332,0,,0,1213,2,75,2,55,0.8,0,0,0,24,15,0,489,0,,
1247,2052,1阵营超级兵中路近战小兵,0,223,0,69.89715286,4.9,76.52410429,0,,0,1214,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1247,2052,1阵营超级兵中路近战小兵,0,221,0,71.02936571,4.9,77.87070857,0,,0,1215,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1247,2052,1阵营超级兵中路近战小兵,0,223,0,72.16157857,4.9,79.21731286,0,,0,1216,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1247,2053,1阵营超级兵中路远程小兵,0,223,0,74.42600429,4.9,81.91052143,0,,0,1217,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1247,2053,1阵营超级兵中路远程小兵,0,223,0,75.55821714,4.9,83.25712571,0,,0,1218,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1247,2053,1阵营超级兵中路远程小兵,0,223,0,76.69043,4.9,84.60373,0,,0,1219,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1247,2054,1阵营超级兵中路头目小兵,0,225,0,68.76494,4.9,75.1775,0,,0,1220,2,75,2,55,0.8,0,0,0,24,15,0,496,0,,
1248,2058,1阵营超级兵下路近战小兵,0,267,0,68.12619857,4.9,105.7120429,0,,0,1221,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1248,2058,1阵营超级兵下路近战小兵,0,267,0,69.87012714,4.9,105.6080857,0,,0,1222,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1248,2058,1阵营超级兵下路近战小兵,0,267,0,71.61405571,4.9,105.5041286,0,,0,1223,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1248,2059,1阵营超级兵下路远程小兵,0,267,0,75.10191286,4.9,105.2962143,0,,0,1224,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1248,2059,1阵营超级兵下路远程小兵,0,267,0,76.84584143,4.9,105.1922571,0,,0,1225,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1248,2059,1阵营超级兵下路远程小兵,0,267,0,78.58977,4.9,105.0883,0,,0,1226,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1248,2060,1阵营超级兵下路头目小兵,0,267,0,66.38227,4.9,105.816,0,,0,1227,2,75,2,55,0.8,0,0,0,24,15,0,503,0,,
1249,1028,2阵营超级兵上路近战小兵,0,90.79,0,-68.12619857,4.900827,-105.7120429,0,,0,1228,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1249,1028,2阵营超级兵上路近战小兵,0,90.79,0,-69.87012714,4.900827,-105.6080857,0,,0,1229,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1249,1028,2阵营超级兵上路近战小兵,0,90.79,0,-71.61405571,4.900827,-105.5041286,0,,0,1230,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1249,1029,2阵营超级兵上路远程小兵,0,90.79,0,-75.10191286,4.900827,-105.2962143,0,,0,1231,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1249,1029,2阵营超级兵上路远程小兵,0,90.79,0,-76.84584143,4.900827,-105.1922571,0,,0,1232,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1249,1029,2阵营超级兵上路远程小兵,0,90.79,0,-78.58977,4.900827,-105.0883,0,,0,1233,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1249,1030,2阵营超级兵上路头目小兵,0,90.79,0,-66.38227,4.900827,-105.816,0,,0,1234,2,75,2,55,0.8,0,0,0,24,15,0,510,0,,
1250,2064,2阵营超级兵中路近战小兵,0,44.996,0,-69.89715286,4.900831,-76.52410429,0,,0,1235,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1250,2064,2阵营超级兵中路近战小兵,0,44.996,0,-71.02936571,4.900831,-77.87070857,0,,0,1236,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1250,2064,2阵营超级兵中路近战小兵,0,44.996,0,-72.16157857,4.900831,-79.21731286,0,,0,1237,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1250,2065,2阵营超级兵中路远程小兵,0,44.996,0,-74.42600429,4.900831,-81.91052143,0,,0,1238,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1250,2065,2阵营超级兵中路远程小兵,0,44.996,0,-75.55821714,4.900831,-83.25712571,0,,0,1239,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1250,2065,2阵营超级兵中路远程小兵,0,44.996,0,-76.69043,4.900831,-84.60373,0,,0,1240,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1250,2066,2阵营超级兵中路头目小兵,0,44.996,0,-68.76494,4.900831,-75.1775,0,,0,1241,2,75,2,55,0.8,0,0,0,24,15,0,517,0,,
1251,2070,2阵营超级兵下路近战小兵,0,357,0,-105.5997286,4.900832,-68.10770429,0,,0,1242,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1251,2070,2阵营超级兵下路近战小兵,0,357,0,-105.5106571,4.900832,-69.94208857,0,,0,1243,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1251,2070,2阵营超级兵下路近战小兵,0,357,0,-105.4215857,4.900832,-71.77647286,0,,0,1244,2,34,2,25,0.8,0,0,0,24,15,0,0,0,,
1251,2071,2阵营超级兵下路远程小兵,0,357,0,-105.2434429,4.900832,-75.44524143,0,,0,1245,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1251,2071,2阵营超级兵下路远程小兵,0,357,0,-105.1543714,4.900832,-77.27962571,0,,0,1246,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1251,2071,2阵营超级兵下路远程小兵,0,357,0,-105.0653,4.900832,-79.11401,0,,0,1247,2,34,2,21,0.8,0,0,0,24,15,0,0,0,,
1251,2072,2阵营超级兵下路头目小兵,0,357,0,-105.6888,4.900832,-66.27332,0,,0,1248,2,75,2,55,0.8,0,0,0,24,15,0,524,0,,
1252,1016,大龙,0,-54.033,0,-51.4,-5.4,48.76,1;2;16,2;25;25,0,1249,3,800,3,100,0.8,0,0,1,20,20,0,0,0,,
1252,1073,大龙c,0,-54.033,0,-51.4,-5.4,48.76,0,,0,1250,3,800,3,100,0.8,0,0,1,20,20,0,0,0,,
1253,1017,小龙,0,131.21,0,47.94,10,-43.47,1;2;16,2;24;24,0,1251,3,400,3,0,0.8,0,0,1,20,20,0,0,0,,
1253,1073,小龙c,0,131.21,0,47.94,10,-43.47,0,,0,1252,3,400,3,0,0.8,0,0,1,20,20,0,0,0,,
1254,1018,31红buff,0,13,0,63,-1.03,-10,0,,0,1253,2,95,4,73,0.8,1,1045,1,20,20,0,0,0,,
1254,1073,31红buffc,0,13,0,63,-1.03,-10,0,,0,1254,2,95,4,73,0.8,1,1045,1,20,20,0,0,0,,
1254,1019,31小红buff,0,-5,0,67,-0.95,-6.6,0,,0,1255,2,25,4,19,0.8,0,0,0,20,20,0,0,0,,
1254,1019,31小红buff,0,30,0,60,-0.65,-5.51,0,,0,1256,2,25,4,19,0.8,0,0,0,20,20,0,0,0,,
1255,1020,31蓝buff,0,48.78,0,-7.59,-5.63,59.41,0,,0,1257,2,95,4,73,0.8,1,1046,1,20,20,0,0,0,,
1255,1073,31蓝buffc,0,48.78,0,-7.59,-5.63,59.41,0,,0,1258,2,95,4,73,0.8,1,1046,1,20,20,0,0,0,,
1255,1021,31小蓝buff,0,67.64,0,-9.15,-5.63,63.96,0,,0,1259,2,25,4,19,0.8,0,0,0,20,20,0,0,0,,
1255,1021,31小蓝buff,0,24.41,0,-3.14,-5.63,57.65,0,,0,1260,2,25,4,19,0.8,0,0,0,20,20,0,0,0,,
1256,1018,32红buff,0,225,0,-58.59,-0.76,8.1,0,,0,1261,2,95,4,73,0.8,1,1045,1,20,20,0,0,0,,
1256,1073,32红buffc,0,225,0,-58.59,-0.76,8.1,0,,0,1262,2,95,4,73,0.8,1,1045,1,20,20,0,0,0,,
1256,1019,32小红buff,0,233.35,0,-59.47,-0.34,3.1,0,,0,1263,2,25,4,19,0.8,0,0,0,20,20,0,0,0,,
1256,1019,32小红buff,0,197.83,0,-63.77,-1.08,8.09,0,,0,1264,2,25,4,19,0.8,0,0,0,20,20,0,0,0,,
1257,1020,32蓝buff,0,-122,0,8.47,-5.63,-58.8,0,,0,1265,2,95,4,73,0.8,1,1046,1,20,20,0,0,0,,
1257,1073,32蓝buffc,0,-122,0,8.47,-5.63,-58.8,0,,0,1266,2,95,4,73,0.8,1,1046,1,20,20,0,0,0,,
1257,1021,32小蓝buff,0,-110.62,0,8.98,-5.63,-63.18,0,,0,1267,2,25,4,19,0.8,0,0,0,20,20,0,0,0,,
1257,1021,32小蓝buff,0,-155.278,0,4.56,-5.63,-57.13,0,,0,1268,2,25,4,19,0.8,0,0,0,20,20,0,0,0,,
1258,1072,31远古石甲虫,0,-21.336,0,-20.83,-3.76,83.78,0,,0,1269,2,90,4,72,0.8,0,0,1,20,20,0,0,0,,
1258,1073,31远古石甲虫c,0,-21.336,0,-20.83,-3.76,83.78,0,,0,1270,2,90,4,72,0.8,0,0,1,20,20,0,0,0,,
1258,1024,31石甲虫,0,-33.433,0,-18.16,-3.76,84.61,0,,0,1271,2,50,4,39,0.8,0,0,0,20,20,0,0,0,,
1259,1071,314野,0,40,0,62,13.3,14,0,,0,1272,2,80,4,59,0.8,0,0,1,20,20,0,0,0,,
1259,1073,314野c,0,40,0,62,13.3,14,0,,0,1273,2,80,4,59,0.8,0,0,1,20,20,0,0,0,,
1259,1023,314野,0,40,0,63.75,13.3,16.35,0,,0,1274,2,20,4,14,0.8,0,0,0,20,20,0,0,0,,
1259,1023,314野,0,23,0,63.63,13.3,12,0,,0,1275,2,20,4,14,0.8,0,0,0,20,20,0,0,0,,
1259,1023,314野,0,60,0,59.64,13.3,15.72,0,,0,1276,2,20,4,14,0.8,0,0,0,20,20,0,0,0,,
1260,1070,313狼,0,-21.07,0,8.48,2.85,36.03,0,,0,1277,2,70,4,85,0.8,0,0,1,20,20,0,0,0,,
1260,1073,313狼c,0,-21.07,0,8.48,2.85,36.03,0,,0,1278,2,70,4,85,0.8,0,0,1,20,20,0,0,0,,
1260,2011,313狼,0,-20.16,0,5.75,2.85,36.99,0,,0,1279,2,35,4,15,0.8,0,0,0,20,20,0,0,0,,
1260,1022,313狼,0,-15.48,0,10.04,2.86,38.08,0,,0,1280,2,35,4,15,0.8,0,0,0,20,20,0,0,0,,
1261,1072,32远古石甲虫,0,145.255,0,20.1,-3.76,-84.59,0,,0,1281,2,90,4,72,0.8,0,0,1,20,20,0,0,0,,
1261,1073,32远古石甲虫c,0,145.255,0,20.1,-3.76,-84.59,0,,0,1282,2,90,4,72,0.8,0,0,1,20,20,0,0,0,,
1261,1024,32石甲虫,0,145.25,0,16.94,-3.76,-85.16,0,,0,1283,2,50,4,39,0.8,0,0,0,20,20,0,0,0,,
1262,1071,324锋啄鸟,0,-144.17,0,-61.15,-3.06,-15.18,0,,0,1284,2,80,4,59,0.8,0,0,1,20,20,0,0,0,,
1262,1073,324锋啄鸟c,0,-144.17,0,-61.15,-3.06,-15.18,0,,0,1285,2,80,4,59,0.8,0,0,1,20,20,0,0,0,,
1262,1023,324锋啄鸟,0,-144.17,0,-62.49,-3.06,-17.45,0,,0,1286,2,20,4,14,0.8,0,0,0,20,20,0,0,0,,
1262,1023,324锋啄鸟,0,-131.57,0,-59.29,-3.06,-16.52,0,,0,1287,2,20,4,14,0.8,0,0,0,20,20,0,0,0,,
1262,1023,324锋啄鸟,0,-156.4,0,-62.9,-3.06,-13.61,0,,0,1288,2,20,4,14,0.8,0,0,0,20,20,0,0,0,,
1263,1070,323暗影狼,0,164.36,0,-8.48,-2.85,-36.03,0,,0,1289,2,70,4,85,0.8,0,0,1,20,20,0,0,0,,
1263,1073,323暗影狼c,0,164.36,0,-8.48,-2.85,-36.03,0,,0,1290,2,70,4,85,0.8,0,0,1,20,20,0,0,0,,
1263,1022,323暗影狼,0,169.38,0,-5.75,-2.85,-36.99,0,,0,1291,2,35,4,15,0.8,0,0,0,20,20,0,0,0,,
1263,2011,323暗影狼,0,158.533,0,-10.04,-2.86,-38.08,0,,0,1292,2,35,4,15,0.8,0,0,0,20,20,0,0,0,,
1264,1068,31魔沼蛙,0,-112.2,0,89.1,18.39,-15.2,0,,0,1293,2,140,4,95,0.8,0,0,0,20,20,0,0,0,,
1264,1073,31魔沼蛙c,0,-112.2,0,89.1,18.39,-15.2,0,,0,1294,2,140,4,95,0.8,0,0,0,20,20,0,0,0,,
1265,1068,32魔沼蛙,0,65.245,0,-89.74,18.39,15.47,0,,0,1295,2,140,4,95,0.8,0,0,0,20,20,0,0,0,,
1265,1073,32魔沼蛙c,0,65.245,0,-89.74,18.39,15.47,0,,0,1296,2,140,4,95,0.8,0,0,0,20,20,0,0,0,,
1266,1069,31峡谷迅捷蟹,0,-44.09,0,39.73,-2.72,-35.55,0,,0,1297,2,140,4,70,0.8,0,0,0,20,20,0,0,0,,
1266,1073,31峡谷迅捷蟹c,0,-44.09,0,39.73,-2.72,-35.55,0,,0,1298,2,140,4,70,0.8,0,0,0,20,20,0,0,0,,
1267,1069,32峡谷迅捷蟹,0,131.21,0,-39.05,-2.61,38,0,,0,1299,2,140,4,70,0.8,0,0,0,20,20,0,0,0,,
1267,1073,32峡谷迅捷蟹c,0,131.21,0,-39.05,-2.61,38,0,,0,1300,2,140,4,70,0.8,0,0,0,20,20,0,0,0,,
1268,1037,1阵营泉水,0,0,0,164.3,1,170.8,0,,0,1301,1,1,1,200,0.8,0,0,0,1,1,0,0,0,,
1269,1037,2阵营泉水,0,0,0,-164.3,1,-170.8,0,,0,1302,1,1,1,200,0.8,0,0,0,1,1,0,0,0,,
1270,2002,1阵营上路围墙,0,-81,0,85,-0.5,42.5,0,,0,1303,1,1,1,0,0,0,0,0,1,1,0,0,0,,
1270,2002,1阵营下路围墙,0,-5.9,0,42.27,-0.5,85.98,0,,0,1304,1,1,1,0,0,0,0,0,1,1,0,0,0,,
1271,2002,2阵营上路围墙,0,-5.8,0,-42.5,-0.5,-86,0,,0,1305,1,1,1,0,0,0,0,0,1,1,0,0,0,,
1271,2002,2阵营下路围墙,0,96.7,0,-85,-0.5,-42.5,0,,0,1306,1,1,1,0,0,0,0,0,1,1,0,0,0,,
1272,1074,311峡谷迅捷蟹,0,131.21,0,39.73,-2.72,-35.55,0,,0,1307,2,1,1,50,0,0,0,0,1,1,0,0,0,,
1273,1074,312峡谷迅捷蟹,0,131.21,0,39.73,-2.72,-35.55,0,,0,1308,2,1,1,50,0,0,0,0,1,1,0,0,0,,
1274,1074,321峡谷迅捷蟹,0,-44.09,0,-39.05,-2.61,38,0,,0,1309,2,1,1,50,0,0,0,0,1,1,0,0,0,,
1275,1074,322峡谷迅捷蟹,0,-44.09,0,-39.05,-2.61,38,0,,0,1310,2,1,1,50,0,0,0,0,1,1,0,0,0,,
1276,2094,1阵营3水晶破上路出动坦克,0,178.977,0,105.5519,4.9,64.46198,0,,0,1311,2,75,4,66,0.8,0,0,0,24,15,0,36,0,,
1277,2095,1阵营3水晶破中路出动坦克,0,225,0,67.68038,4.9,74.03402,0,,0,1312,2,75,4,66,0.8,0,0,0,24,15,0,42,0,,
1278,2096,1阵营3水晶破下路出动坦克,0,267,0,64.4433,4.9,106.0773,0,,0,1313,2,75,4,66,0.8,0,0,0,24,15,0,48,0,,
1279,2097,2阵营3水晶破上路出动坦克,0,90.79,0,-64.4433,4.9,-106.0773,0,,0,1314,2,75,4,66,0.8,0,0,0,24,15,0,54,0,,
1280,2098,2阵营3水晶破中路出动坦克,0,44.996,0,-67.68038,4.9,-74.03402,0,,0,1315,2,75,4,66,0.8,0,0,0,24,15,0,60,0,,
1281,2099,2阵营3水晶破下路出动坦克,0,357,0,-105.5519,4.9,-64.46198,0,,0,1316,2,75,4,66,0.8,0,0,0,24,15,0,64,0,,
1282,2094,1阵营上路超级炮车,0,267,0,105.3325143,4.900832,73.61085714,2,28,0,1317,2,75,2,55,0.8,0,0,0,24,15,0,0,0,,
1283,2095,1阵营中路超级炮车,0,267,0,73.29379143,4.900831,80.56391714,2,28,0,1318,2,75,2,55,0.8,0,0,0,24,15,0,0,0,,
1284,2096,1阵营下路超级炮车,0,267,0,73.35798429,4.900827,105.4001714,2,28,0,1319,2,75,2,55,0.8,0,0,0,24,15,0,0,0,,
1285,2097,2阵营上路超级炮车,0,90.79,0,-73.35798429,4.900827,-105.4001714,2,28,0,1320,2,75,2,55,0.8,0,0,0,24,15,0,0,0,,
1286,2098,2阵营中路超级炮车,0,90.79,0,-73.29379143,4.900831,-80.56391714,2,28,0,1321,2,75,2,55,0.8,0,0,0,24,15,0,0,0,,
1287,2099,2阵营下路超级炮车,0,90.79,0,-105.3325143,4.900832,-73.61085714,2,28,0,1322,2,75,2,55,0.8,0,0,0,24,15,0,0,0,,
1315,2017,补给点1,0,0,0,111.91,-6.28,-49.4,0,,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1316,2017,补给点2,0,0,0,105.6,-0.85,11.5,0,,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,,
