技能ID,职业,备注,技能类型,技能名称,技能描述,技能图标,预备光效,施法光效,被击光效,怪物被击光效,预备动画,施法动画,被击动画,怪物被击动画,预备音效,施法音效,被击音效,击中音效,准备时间,打断标志,持续时间,僵持时间,移动僵持时间,转向僵持时间,冷却ID,消耗法力,消耗体力,消耗能量,技能威力,等级系数,攻击百分比(float),穿透百分比(float),固定仇恨值,仇恨值百分比,选择目标类型,目标类型,伤害类型,技能效果类型,命中时间,攻击类型,攻击次数,攻击时间,同目标伤害次数,最大攻击目标数量,选择范围(float),攻击范围(float),攻击衰减(float),攻击衰减上限(float),技能距离(float),飞行速度(float),使用技能高度(float),技能攻击高度(float),死亡效果类型,技能默认选择类型,技能智能选择类型,技能常规选择类型,技能快捷施法选择类型,技能使用类型,技能使用标识,技能被动事件,技能标识,技能命令优先级,技能描画类型
1343,VOCATION_SHIGUI,6_4_翻滚,SPELL_TYPE_CAST,$右闪,1,93,0,3428,0,0,0,fg04,0,0,0,3513,0,0,0,4,600,600,600,600,7418,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,INSTANT_AOE,0,0,0,0,0,0,0,100,700,700,0,1000,DeadEffect_Normal,1,176,176,176,17,4096,8,256,30,0
1344,VOCATION_SHIGUI,6_5_翻滚,SPELL_TYPE_CAST,$翻滚,$朝前后左右四个方向进行翻滚（5米）<br>[red]按双击方向键触发[/red],26,0,3428,0,0,0,roll,0,0,0,3513,0,0,0,4,600,600,600,600,7418,0,-40,0,0,0,0,0,1,0,0,0,4,4096,0,FLY_LINE,0,0,0,0,0,0,0,100,700,700,0,1000,DeadEffect_Normal,1,136,136,136,524288,4096,8,256,30,0
579,VOCATION_SHIGUI,727_技能描述,SPELL_TYPE_CAST,$墓碑诅咒,$[b][size=25][yellow]墓碑诅咒[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物召唤出一座墓碑，墓碑能感染周围[orange]10[/orange]米范围区域，生化魔物在区域内会加快普攻速度和移动速度，每秒回复[orange]2%[/orange]的已损失血量[/blue]<br>消耗法力：[orange]80[/orange]点<br>冷却时间：[orange] [CD1=5005][/orange]秒[/size],152,0,0,0,0,c01,0,0,0,3506,0,0,0,300,4,300,300,300,0,5005,-80,0,0,0,0,0,0,120,0,2719864,2719864,4,24,1500,INSTANT_AOE,1,0,1,20,0,50,0,100,1000,0,0,300,DeadEffect_Normal,2,10486658,2098050,130,2132788,4096,8,2,10,1704
586,VOCATION_SHIGUI,730_技能描述,SPELL_TYPE_CAST,$剧毒寄生,$[b][size=25][yellow]剧毒寄生【1级】[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物附身在目标身上，再次激活此技能时，生化魔物会现身给目标造成伤害（附身状态最多持续[orange]5[/orange]秒）[/blue]<br>物理伤害：[orange]135[/orange] [red]（+[PA=100]）[/red]点<br>消耗法力：[orange]150[/orange]<br>冷却时间：[orange] [CD1=5010][/orange]秒[/size],152,0,3413;3709,3709,0,0,0,R_SJ_z,SJ_jd,0,0,0,0,200,4,300,300,300,0,5015,0,0,0,135,0,100,0,120,0,0,40,1,163866,0,INSTANT_AOE,1,0,1,100,0,500,0,100,0,0,0,300,DeadEffect_Normal,1,1,1,1,21528580,4352,8,2,10,24
578,VOCATION_SHIGUI,731_技能描述,SPELL_TYPE_CAST,$墓碑诅咒,$[b][size=25][yellow]墓碑诅咒[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物召唤出一座墓碑，墓碑能感染周围[orange]10[/orange]米范围区域，生化魔物在区域内会加快普攻速度和移动速度，每秒回复[orange]2%[/orange]的已损失血量[/blue]<br>消耗法力：[orange]80[/orange]点<br>冷却时间：[orange] [CD1=5005][/orange]秒[/size],152,0,3425;3426;3427,0,0,c01,0,0,0,3506,0,0,0,300,4,300,300,300,0,5005,-80,0,0,0,0,0,0,120,0,2719864,2719864,4,24,1500,INSTANT_AOE,1,0,1,20,0,50,0,100,1000,0,0,300,DeadEffect_Normal,2,12583810,4195202,4194434,2132788,4096,8,2,10,1704
582,VOCATION_SHIGUI,733_技能描述,SPELL_TYPE_CAST,$剧毒寄生,$[b][size=25][yellow]剧毒寄生【3级】[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物附身在目标身上，再次激活此技能时，生化魔物会现身给目标造成伤害（附身状态最多持续[orange]5[/orange]秒）[/blue]<br>物理伤害：250/350/[orange]450[/orange] [red]（+[PA=100]）[/red]点<br>消耗法力：[orange]100[/orange]<br>冷却时间：[CD1=5010]/[CD2=5011]/[orange] [CD3=5012][/orange]秒[/size],153,0,0,0,0,0,d01,0,0,3509,0,0,0,200,4,300,300,300,0,5010,-100,0,0,0,0,0,0,120,0,40,40,1,163866,0,FLY_SINGLE,1,0,1,1,0,50,0,100,800,10000,0,300,DeadEffect_Normal,3,8389186,578,66,2132788,4480,8,6,10,88
576,VOCATION_SHIGUI,735_技能描述,SPELL_TYPE_CAST,$墓碑诅咒,$[b][size=25][yellow]墓碑诅咒[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物召唤出一座墓碑，墓碑能感染周围[orange]10[/orange]米范围区域，生化魔物在区域内会加快普攻速度和移动速度，每秒回复[orange]2%[/orange]的已损失血量[/blue]<br>消耗法力：[orange]80[/orange]点<br>冷却时间：[orange] [CD1=5005][/orange]秒[/size],152,0,3425;3426;3427,0,0,c01,0,0,0,3506,0,0,0,300,4,300,300,300,0,5005,-80,0,0,0,0,0,0,120,0,2719864,2719864,4,24,1500,INSTANT_AOE,1,0,1,20,0,50,0,100,1000,0,0,300,DeadEffect_Normal,2,12583810,4195202,4194434,2132788,4096,8,2,10,1704
585,VOCATION_SHIGUI,736_技能描述,SPELL_TYPE_CAST,$剧毒寄生,$[b][size=25][yellow]剧毒寄生【2级】[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物附身在目标身上，再次激活此技能时，生化魔物会现身给目标造成伤害（附身状态最多持续[orange]5[/orange]秒）[/blue]<br>物理伤害：[orange]400[/orange] [red]（+[PA=120]）[/red]点<br>消耗法力：[orange]150[/orange]<br>冷却时间：[orange] [CD1=5010][/orange]秒[/size],152,0,3413;3709,3709,0,0,0,R_SJ_z,SJ_jd,0,0,0,0,200,4,300,300,300,0,5014,0,0,0,310,0,120,0,120,0,0,40,1,163866,0,INSTANT_AOE,1,0,1,100,0,500,0,100,0,0,0,300,DeadEffect_Normal,1,1,1,1,21528580,4352,8,2,10,24
584,VOCATION_SHIGUI,737_技能描述,SPELL_TYPE_CAST,$剧毒寄生,$[b][size=25][yellow]剧毒寄生【1级】[orange]（[SKILLSLOT=2]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物附身在目标身上，再次激活此技能时，生化魔物会现身给目标造成伤害（附身状态最多持续[orange]5[/orange]秒）[/blue]<br>物理伤害：[orange]135[/orange] [red]（+[PA=100]）[/red]点<br>消耗法力：[orange]150[/orange]<br>冷却时间：[orange] [CD1=5010][/orange]秒[/size],152,0,3413;3709,3709,0,0,0,R_SJ_z,SJ_jd,0,0,0,0,200,4,300,300,300,0,5013,0,0,0,135,0,100,0,120,0,0,40,1,163866,0,INSTANT_AOE,1,0,1,100,0,500,0,100,0,0,0,300,DeadEffect_Normal,1,1,1,1,21528580,4352,8,2,10,24
571,VOCATION_SHIGUI,740_技能描述,SPELL_TYPE_CAST,$生化感染,$[b][size=25][yellow]生化感染[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物向目标投掷生化感染毒液，使目标中毒进入损血状态持续[orange]5[/orange]秒，且目标周围的人会被感染[/blue]<br>物理伤害：[orange][LEVEL=1200+50][/orange] [red]（+[PA=100]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange] [CD1=5000][/orange]秒[/size],151,3404,3406;3416;3708,3405;302,0,0,b01,R_SJ_z,SJ_z,3504,0,3505,3505,300,4,800,300,0,0,5000,-60,0,0,0,0,0,0,120,0,2719864,2719864,1,98330,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,1000,0,300,DeadEffect_Smash,3,8389186,578,66,2132900,4096,8,6,10,1024
577,VOCATION_SHIGUI,743_技能描述,SPELL_TYPE_CAST,$墓碑诅咒,$[b][size=25][yellow]墓碑诅咒[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物召唤出一座墓碑，墓碑能感染周围[orange]10[/orange]米范围区域，生化魔物在区域内会加快普攻速度和移动速度，每秒回复[orange]2%[/orange]的已损失血量[/blue]<br>消耗法力：[orange]80[/orange]点<br>冷却时间：[orange] [CD1=5005][/orange]秒[/size],152,3415,3425;3426;3427,0,0,c01,0,0,0,3506,0,3501,3501,300,4,300,300,300,0,5005,-80,0,0,0,0,0,0,120,0,2719864,2719864,4,24,1500,INSTANT_AOE,1,0,1,20,0,50,0,100,1000,0,0,300,DeadEffect_Normal,2,12583810,4195202,4194434,2132788,4096,8,2,10,1704
1059,VOCATION_SHIGUI,744_技能描述,SPELL_TYPE_CAST,$回城,1,37,225;228,0,0,0,hc01,hc03,0,0,1997;1998;21508,21506,0,0,6000,103,6000,300,500,0,1001,0,0,0,0,0,0,0,1,0,1,1,4,0,0,INSTANT_SINGLE,1,0,1,10,0,200,0,100,200,0,0,200,DeadEffect_Normal,1,1,1,1,7,0,8,0,0,0
572,VOCATION_SHIGUI,748_技能描述,SPELL_TYPE_CAST,$生化感染,$[b][size=25][yellow]生化感染[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物向目标投掷生化感染毒液，使目标中毒进入损血状态持续[orange]5[/orange]秒，且目标周围的人会被感染[/blue]<br>物理伤害：[orange][LEVEL=1200+50][/orange] [red]（+[PA=100]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange] [CD1=5000][/orange]秒[/size],151,0,3406;3416;3708,0,0,0,b01,R_SJ_z,SJ_z,3504,0,3505,3505,300,4,800,300,0,0,5000,-60,0,0,0,0,0,0,120,0,2719864,2719864,1,98330,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,1000,0,300,DeadEffect_Smash,3,8389186,578,66,2132900,4096,8,6,10,1024
573,VOCATION_SHIGUI,749_技能描述,SPELL_TYPE_CAST,$生化感染,$[b][size=25][yellow]生化感染[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物向目标投掷生化感染毒液，使目标中毒进入损血状态持续[orange]5[/orange]秒，且目标周围的人会被感染[/blue]<br>物理伤害：[orange][LEVEL=1200+50][/orange] [red]（+[PA=100]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange] [CD1=5000][/orange]秒[/size],151,0,3406;3416;3708,0,0,0,b01,R_SJ_z,SJ_z,3504,0,3505,3505,300,4,800,300,0,0,5000,-60,0,0,0,0,0,0,120,0,2719864,2719864,1,98330,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,1000,0,300,DeadEffect_Smash,3,8389186,578,66,2132900,4096,8,6,10,1024
574,VOCATION_SHIGUI,750_技能描述,SPELL_TYPE_CAST,$生化感染,$[b][size=25][yellow]生化感染[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]生化魔物向目标投掷生化感染毒液，使目标中毒进入损血状态持续[orange]5[/orange]秒，且目标周围的人会被感染[/blue]<br>物理伤害：[orange][LEVEL=1200+50][/orange] [red]（+[PA=100]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange] [CD1=5000][/orange]秒[/size],151,0,3406;3416;3708,0,0,0,b01,R_SJ_z,SJ_z,3504,0,3505,3505,300,4,800,300,0,0,5000,-60,0,0,0,0,0,0,120,0,2719864,2719864,1,98330,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,1000,0,300,DeadEffect_Smash,3,8389186,578,66,2132900,4096,8,6,10,1024
1283,VOCATION_BULANDENG,0_0_普攻范围伤害,SPELL_TYPE_INSTANT,$普通攻击,$普通攻击,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20,0,0,0,2720632,2720632,1,84496,0,INSTANT_AOE,1,0,1,5,0,150,0,0,0,0,0,1000,DeadEffect_Normal,1,130,130,130,144007,0,8,0,20,0
1262,VOCATION_BULANDENG,0_1_Q技能闪现,SPELL_TYPE_CAST,$灵界穿梭,$[b][size=25][yellow]灵界穿梭[orange]（[SKILLSLOT=0]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵进入灵界，通过灵界转移快速达到指定位置，和灵子虚化共享冷却[/blue]<br>冷却时间：[orange][CD1=5317][/orange]秒[/size],353,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,300,300,300,300,5317,0,0,0,0,0,0,0,0,0,1,1,4,136,0,INSTANT_AOE,1,0,1,1,0,100,0,100,700,0,0,200,DeadEffect_Normal,1,642,642,130,11010820,4096,8,0,0,1192
1263,VOCATION_BULANDENG,0_2_E技能无敌,SPELL_TYPE_CAST,$灵子虚化,$[b][size=25][yellow]灵子虚化[orange]（[SKILLSLOT=1]键）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵将自己灵子化，隐藏在灵界和现实的夹缝中持续[orange]2[/orange]秒，持续期间内狼灵免疫所有伤害和控制但是自身移动速度降低[orange]50%[/orange]和灵界穿梭共享冷却[/blue]<br>冷却时间：[orange][CD1=5317][/orange]秒[/size],352,0,0,0,0,0,0,0,0,3614,0,0,0,0,0,300,0,0,0,5317,0,0,0,0,0,0,0,0,0,1,1,4,136,0,INSTANT_AOE,1,0,1,1,0,100,0,100,0,0,0,200,DeadEffect_Normal,1,1,1,1,11010820,4096,8,0,0,0
623,VOCATION_BULANDENG,0_3_被动,SPELL_TYPE_CAST,$狼血之誓,$[b][size=25][yellow]狼血之誓[orange]（被动）[/orange][/yellow][/size][/b]<br>[size=20]异域狼灵只有[orange]6[/orange]点生命值，每受一次伤害损失一点生命值[/size],89,0,0,0,3514;302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
620,VOCATION_BULANDENG,0_4_被动,SPELL_TYPE_PASSIVE,$狼血之誓,$[b][size=25][yellow]狼血之誓[orange]（被动）[/orange][/yellow][/size][/b]<br>[size=20]异域狼灵只有[orange]6[/orange]点生命值，每受一次伤害损失一点生命值[/size],162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTANT_SINGLE,0,0,0,0,0,0,0,0,0,0,0,0,DeadEffect_Normal,1,0,0,0,0,0,8,0,0,0
621,VOCATION_BULANDENG,0_5_普攻人,SPELL_TYPE_CAST,$普通攻击,0,3,0,3509;3525,3515;302,3515;302,LJ_a01,0,R_q,R_q,3603,0,0,0,200,4,200,300,0,0,5399,0,0,0,1,0,55,0,120,0,2720632,2720632,1,22,0,FLY_BOMB,1,0,1,5,150,150,0,100,1300,1500,0,200,DeadEffect_Normal,1,66,66,66,151818700,2432,8,582,0,0
603,VOCATION_BULANDENG,1_1_普攻1,SPELL_TYPE_CAST,$普通攻击,0,3,3501,0,3514;302,3514;302,a01,0,R_q,R_q,3600,0,0,0,100,4,100,150,0,500,5398,0,0,0,1,0,62,0,120,0,2720632,2720632,1,3164182,0,FLY_BOMB,1,0,1,5,150,150,0,100,500,10000,0,200,DeadEffect_Normal,1,16450,16450,16450,420254156,2432,8,578,0,0
604,VOCATION_BULANDENG,1_2_普攻2,SPELL_TYPE_CAST,$普通攻击,0,3,3502,0,3514;302,3514;302,a02,0,R_q,R_q,3601,0,0,0,100,4,100,150,0,500,5397,0,0,0,1,0,59,0,120,0,2720632,2720632,1,3164182,0,FLY_BOMB,1,0,1,5,150,150,0,100,500,10000,0,200,DeadEffect_Normal,1,16450,16450,16450,420254156,2432,8,578,0,0
605,VOCATION_BULANDENG,1_3_普攻3,SPELL_TYPE_CAST,$普通攻击,0,3,3503,0,3514;302,3514;302,a03,0,R_q,R_q,3602,0,0,0,400,4,400,450,0,500,5396,0,0,0,1,0,59,0,120,0,2720632,2720632,1,3164182,0,FLY_BOMB,1,0,1,5,150,150,0,100,500,10000,0,200,DeadEffect_Normal,1,16450,16450,16450,420254156,2432,8,578,0,0
607,VOCATION_BULANDENG,2_1_Q技能1,SPELL_TYPE_CAST,$刃牙撕咬,$[b][size=25][yellow]刃牙撕咬[orange]（按[SCUT=607]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵撕咬目标，对目标造成物理伤害[/blue]<br>物理伤害：[orange][LEVEL=808+60][/orange] [red]（+[PA=80]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange][CD1=5300][/orange]秒[/size],341,0,0,3513,3513,b01,0,R_q,R_q,3605,0,0,0,0,4,300,300,300,0,5300,-60,0,0,60,808,80,0,120,0,2719864,2719864,1,163866,300,FLY_SINGLE,1,0,1,1,0,50,0,100,600,1500,0,1000,DeadEffect_Normal,2,8405698,17090,16578,2655108,4096,8,2,10,1024
608,VOCATION_BULANDENG,2_2_Q技能2,SPELL_TYPE_CAST,$刃牙撕咬,$[b][size=25][yellow]刃牙撕咬[orange]（按[SCUT=607]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵撕咬目标，对目标造成物理伤害[/blue]<br>物理伤害：[orange][LEVEL=808+60][/orange] [red]（+[PA=80]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange][CD1=5300][/orange]秒[/size],341,0,0,3513,3513,b01,0,R_q,R_q,3605,0,0,0,0,4,300,300,300,0,5300,-60,0,0,85,1111,110,0,120,0,2719864,2719864,1,163866,300,FLY_SINGLE,1,0,1,1,0,50,0,100,600,1500,0,1000,DeadEffect_Normal,2,8405698,17090,16578,2655108,4096,8,2,10,1024
609,VOCATION_BULANDENG,2_3_Q技能3,SPELL_TYPE_CAST,$刃牙撕咬,$[b][size=25][yellow]刃牙撕咬[orange]（按[SCUT=607]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵撕咬目标，对目标造成物理伤害[/blue]<br>物理伤害：[orange][LEVEL=808+60][/orange] [red]（+[PA=80]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange][CD1=5300][/orange]秒[/size],341,0,0,3513,3513,b01,0,R_q,R_q,3605,0,0,0,0,4,300,300,300,0,5300,-60,0,0,60,808,80,0,120,0,2719864,2719864,1,163866,300,FLY_SINGLE,0,0,1,1,0,50,0,100,600,1500,0,1000,DeadEffect_Normal,2,8405698,17090,16578,2655108,4096,8,2,10,1024
610,VOCATION_BULANDENG,2_4_Q技能4,SPELL_TYPE_CAST,$刃牙撕咬,$[b][size=25][yellow]刃牙撕咬[orange]（按[SCUT=607]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵撕咬目标，对目标造成物理伤害[/blue]<br>物理伤害：[orange][LEVEL=500+60][/orange] [red]（+[PA=80]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange][CD1=5300][/orange]秒[/size],341,0,0,3513,3513,b01,0,R_q,R_q,3605,0,0,0,0,4,300,300,300,0,5300,-60,0,0,60,500,80,0,120,0,2719864,2719864,1,163866,300,FLY_SINGLE,1,0,1,1,0,50,0,100,600,1500,0,1000,DeadEffect_Normal,2,8405698,17090,16578,2655108,4096,8,2,10,1024
611,VOCATION_BULANDENG,2_5_Q技能5,SPELL_TYPE_CAST,$刃牙撕咬,$[b][size=25][yellow]刃牙撕咬[orange]（按[SCUT=607]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵撕咬目标，对目标造成物理伤害[/blue]<br>物理伤害：[orange][LEVEL=500+60][/orange] [red]（+[PA=80]）[/red]点<br>消耗法力：[orange]60[/orange]点<br>冷却时间：[orange][CD1=5300][/orange]秒[/size],341,0,0,3513,3513,b01,0,R_q,R_q,3605,0,0,0,0,4,300,300,300,0,5300,-60,0,0,60,500,80,0,120,0,2719864,2719864,1,163866,300,FLY_SINGLE,1,0,1,1,0,50,0,100,600,1500,0,1000,DeadEffect_Normal,2,8405698,17090,16578,2655108,4096,8,2,10,1024
612,VOCATION_BULANDENG,3_1_E技能1,SPELL_TYPE_CAST,$狼灵冲刺,$[b][size=25][yellow]狼灵冲刺[orange]（按[SCUT=612]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵开始飞奔狼灵冲刺，移动速度每秒增加[orange]40%[/orange]，最高[orange]60%[/orange]，狼灵冲刺状态下对目标再次使用此技能会向目标冲锋[/blue]<br>物理伤害：[orange][LEVEL=606+45][/orange][red]（+[PA=60]）[/red]点<br>消耗法力：[orange]0[/orange]点<br>冷却时间：[orange][CD1=5305][/orange]秒[/size],164,0,0,0,0,0,0,0,0,3606,0,0,0,0,0,300,0,0,0,5305,0,0,0,0,0,0,0,0,0,1,1,4,136,0,INSTANT_AOE,1,0,1,1,0,100,0,100,100,1000,0,600,DeadEffect_Normal,3,1,1,1,2097281,4104,8,1,10,0
613,VOCATION_BULANDENG,3_2_E技能2,SPELL_TYPE_CAST,$狼灵冲刺,$[b][size=25][yellow]狼灵冲刺[orange]（按[SCUT=612]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵开始飞奔狼灵冲刺，移动速度每秒增加[orange]40%[/orange]，最高[orange]60%[/orange]，狼灵冲刺状态下对目标再次使用此技能会向目标冲锋[/blue]<br>物理伤害：[orange][LEVEL=606+45][/orange][red]（+[PA=60]）[/red]点<br>消耗法力：[orange]0[/orange]点<br>冷却时间：[orange][CD1=5305][/orange]秒[/size],164,0,0,0,0,0,0,0,0,3606,0,0,0,0,0,300,0,0,0,5305,0,0,0,0,0,0,0,0,0,1,1,4,136,0,INSTANT_AOE,1,0,1,1,0,100,0,100,100,1000,0,600,DeadEffect_Normal,3,1,1,1,2097281,4104,8,1,10,0
614,VOCATION_BULANDENG,3_3_E技能3,SPELL_TYPE_CAST,$狼灵冲刺,$[b][size=25][yellow]狼灵冲刺[orange]（按[SCUT=612]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵开始飞奔狼灵冲刺，移动速度每秒增加[orange]40%[/orange]，最高[orange]60%[/orange]，狼灵冲刺状态下对目标再次使用此技能会向目标冲锋[/blue]<br>物理伤害：[orange][LEVEL=606+45][/orange][red]（+[PA=60]）[/red]点<br>消耗法力：[orange]0[/orange]点<br>冷却时间：[orange][CD1=5305][/orange]秒[/size],164,0,0,0,0,0,0,0,0,3606,0,0,0,0,0,300,0,0,0,5305,0,0,0,0,0,0,0,0,0,1,1,4,136,0,INSTANT_AOE,1,0,1,1,0,100,0,100,100,1000,0,600,DeadEffect_Normal,3,1,1,1,2097281,4104,8,1,10,0
615,VOCATION_BULANDENG,3_4_E技能4,SPELL_TYPE_CAST,$狼灵冲刺,$[b][size=25][yellow]狼灵冲刺[orange]（按[SCUT=612]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵开始飞奔狼灵冲刺，移动速度每秒增加[orange]40%[/orange]，最高[orange]60%[/orange]，狼灵冲刺状态下对目标再次使用此技能会向目标冲锋[/blue]<br>物理伤害：[orange][LEVEL=606+45][/orange][red]（+[PA=60]）[/red]点<br>消耗法力：[orange]0[/orange]点<br>冷却时间：[orange][CD1=5305][/orange]秒[/size],164,0,0,0,0,0,0,0,0,3606,0,0,0,0,0,300,0,0,0,5305,0,0,0,0,0,0,0,0,0,1,1,4,136,0,INSTANT_AOE,1,0,1,1,0,100,0,100,100,1000,0,600,DeadEffect_Normal,3,1,1,1,2097281,4104,8,1,10,0
616,VOCATION_BULANDENG,3_5_E技能5,SPELL_TYPE_CAST,$狼灵冲刺,$[b][size=25][yellow]狼灵冲刺[orange]（按[SCUT=612]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵开始飞奔狼灵冲刺，移动速度每秒增加[orange]40%[/orange]，最高[orange]60%[/orange]，狼灵冲刺状态下对目标再次使用此技能会向目标冲锋[/blue]<br>物理伤害：[orange][LEVEL=606+45][/orange][red]（+[PA=60]）[/red]点<br>消耗法力：[orange]0[/orange]点<br>冷却时间：[orange][CD1=5305][/orange]秒[/size],164,0,0,0,0,0,0,0,0,3606,0,0,0,0,0,300,0,0,0,5305,0,0,0,0,0,0,0,0,0,1,1,4,136,0,INSTANT_AOE,1,0,1,1,0,100,0,100,100,1000,0,600,DeadEffect_Normal,3,1,1,1,2097281,4104,8,1,10,0
768,VOCATION_BULANDENG,3_6_E扑击1,SPELL_TYPE_CAST,$扑击,$[b][size=25][yellow]狼灵冲刺[orange]（按[SCUT=612]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵开始飞奔，移动速度每秒增加[orange]20%[/orange]，最高[orange]60%[/orange]，狼灵冲刺状态下对目标再次使用此技能会向目标冲锋[/blue]<br>物理伤害：[orange][LEVEL=606+45][/orange][red]（+[PA=60]）[/red]点<br>消耗法力：[orange]40[/orange]点<br>冷却时间：[orange][CD1=5305][/orange]秒[/size],163,0,3504,3514,3514,c02,0,R_q,R_q,3607,0,0,0,100,4,400,300,300,0,5395,0,0,0,45,606,60,0,120,0,2720632,2720632,1,24602,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,2000,0,1000,DeadEffect_Normal,3,8405698,17090,16578,33668,4480,8,2,10,1024
769,VOCATION_BULANDENG,3_7_E扑击2,SPELL_TYPE_CAST,$扑击,$[b][size=25][yellow]狼灵冲刺[orange]（按[SCUT=612]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵开始飞奔，移动速度每秒增加[orange]20%[/orange]，最高[orange]60%[/orange]，狼灵冲刺状态下对目标再次使用此技能会向目标冲锋[/blue]<br>物理伤害：[orange][LEVEL=606+45][/orange][red]（+[PA=60]）[/red]点<br>消耗法力：[orange]40[/orange]点<br>冷却时间：[orange][CD1=5305][/orange]秒[/size],163,0,3504,3514,3514,c02,0,R_q,R_q,3607,0,0,0,100,4,400,300,300,0,5395,0,0,0,70,909,90,0,120,0,2720632,2720632,1,24602,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,2000,0,1000,DeadEffect_Normal,3,8405698,17090,16578,33668,4480,8,2,10,1024
770,VOCATION_BULANDENG,3_8_E扑击3,SPELL_TYPE_CAST,$扑击,$[b][size=25][yellow]狼灵冲刺[orange]（按[SCUT=612]键释放）[/orange][/yellow][/size][/b]<br>[size=20][blue]狼灵开始飞奔，移动速度每秒增加[orange]20%[/orange]，最高[orange]60%[/orange]，狼灵冲刺状态下对目标再次使用此技能会向目标冲锋[/blue]<br>物理伤害：[orange][LEVEL=606+45][/orange][red]（+[PA=60]）[/red]点<br>消耗法力：[orange]40[/orange]点<br>冷却时间：[orange][CD1=5305][/orange]秒[/size],163,0,3504,3514,3514,c02,0,R_q,R_q,3607,0,0,0,100,4,400,300,300,0,5395,0,0,0,45,606,60,0,120,0,2720632,2720632,1,24602,0,FLY_SINGLE,1,0,1,1,0,50,0,100,1000,2000,0,1000,DeadEffect_Normal,3,8405698,17090,16578,33668,4480,8,2,10,1024
