英雄ID,星级,成长属性ID,上限等级,经验类型,可拥有专属天赋数量,专属天赋ID组,升星卡牌数,升星金币数,星级图标,星级名称,星级框体,星级光效,本命英雄升星卡牌消耗,本命英雄升星金币消耗
int,int,int,int,int,int,string,string,int,int,string,int,int,int,int
26,13,2613,50,1,0,,26;30,2000,3,核晶强化体,3,3,,
26,14,2614,50,1,0,,26;30,2000,3,核晶强化体,3,3,,
26,15,2615,50,1,0,,26;30,2000,3,核晶强化体,3,3,,
26,16,2616,50,1,0,,26;30,2000,3,核晶强化体,3,3,,
26,17,2617,50,1,0,,26;30,2000,3,核晶强化体,3,3,,
26,18,2618,50,1,0,,26;30,2000,3,核晶强化体,3,3,,
26,19,2619,50,1,0,,26;100,18000,3,核晶强化体,3,3,,
26,20,2620,50,1,0,,26;500,50000,4,星灵圣体,4,4,,
26,21,2621,50,1,0,,26;500,50000,4,星灵圣体,4,4,,
26,22,2622,50,1,0,,26;500,50000,4,星灵圣体,4,4,,
26,23,2623,50,1,0,,26;500,50000,4,星灵圣体,4,4,,
26,24,2624,50,1,0,,26;2000,200000,4,星灵圣体,4,4,,
26,25,2625,50,1,0,,26;1000,100000,5,泰坦之躯,5,5,,
26,26,2626,50,1,0,,26;1000,100000,5,泰坦之躯,5,5,,
26,27,2627,50,1,0,,26;1000,100000,5,泰坦之躯,5,5,,
26,28,2628,50,1,0,,26;1000,100000,5,泰坦之躯,5,5,,
26,29,2629,50,1,0,,26;5000,500000,5,泰坦之躯,5,5,,
26,30,2630,50,1,0,,26;5000,500000,6,星际毁灭者,6,6,,
27,1,2701,5,1,0,,27;2,500,1,基因改造体,0,0,1,100
27,2,2702,50,1,0,,27;5,500,1,基因改造体,0,0,1,100
27,3,2703,50,1,0,,27;10,500,1,基因改造体,0,0,1,100
27,4,2704,50,1,0,,27;20,5000,1,基因改造体,0,0,2,1000
27,5,2705,50,1,0,,27;10,800,2,意识觉醒体,2,2,,
27,6,2706,50,1,0,,27;10,800,2,意识觉醒体,2,2,,
27,7,2707,50,1,0,,27;10,800,2,意识觉醒体,2,2,,
27,8,2708,50,1,0,,27;10,800,2,意识觉醒体,2,2,,
27,9,2709,50,1,0,,27;50,8000,2,意识觉醒体,2,2,,
27,10,2710,50,1,0,,27;30,2000,3,核晶强化体,3,3,,
27,11,2711,50,1,0,,27;30,2000,3,核晶强化体,3,3,,
27,12,2712,50,1,0,,27;30,2000,3,核晶强化体,3,3,,
27,13,2713,50,1,0,,27;30,2000,3,核晶强化体,3,3,,
27,14,2714,50,1,0,,27;30,2000,3,核晶强化体,3,3,,
27,15,2715,50,1,0,,27;30,2000,3,核晶强化体,3,3,,
27,16,2716,50,1,0,,27;30,2000,3,核晶强化体,3,3,,
27,17,2717,50,1,0,,27;30,2000,3,核晶强化体,3,3,,
27,18,2718,50,1,0,,27;30,2000,3,核晶强化体,3,3,,
27,19,2719,50,1,0,,27;100,18000,3,核晶强化体,3,3,,
27,20,2720,50,1,0,,27;500,50000,4,星灵圣体,4,4,,
27,21,2721,50,1,0,,27;500,50000,4,星灵圣体,4,4,,
27,22,2722,50,1,0,,27;500,50000,4,星灵圣体,4,4,,
27,23,2723,50,1,0,,27;500,50000,4,星灵圣体,4,4,,
27,24,2724,50,1,0,,27;2000,200000,4,星灵圣体,4,4,,
27,25,2725,50,1,0,,27;1000,100000,5,泰坦之躯,5,5,,
27,26,2726,50,1,0,,27;1000,100000,5,泰坦之躯,5,5,,
27,27,2727,50,1,0,,27;1000,100000,5,泰坦之躯,5,5,,
27,28,2728,50,1,0,,27;1000,100000,5,泰坦之躯,5,5,,
27,29,2729,50,1,0,,27;5000,500000,5,泰坦之躯,5,5,,
27,30,2730,50,1,0,,27;5000,500000,6,星际毁灭者,6,6,,
28,1,2801,5,1,0,,28;2,500,1,基因改造体,0,0,1,100
28,2,2802,50,1,0,,28;5,500,1,基因改造体,0,0,1,100
28,3,2803,50,1,0,,28;10,500,1,基因改造体,0,0,1,100
28,4,2804,50,1,0,,28;20,5000,1,基因改造体,0,0,2,1000
28,5,2805,50,1,0,,28;10,800,2,意识觉醒体,2,2,,
28,6,2806,50,1,0,,28;10,800,2,意识觉醒体,2,2,,
28,7,2807,50,1,0,,28;10,800,2,意识觉醒体,2,2,,
28,8,2808,50,1,0,,28;10,800,2,意识觉醒体,2,2,,
28,9,2809,50,1,0,,28;50,8000,2,意识觉醒体,2,2,,
28,10,2810,50,1,0,,28;30,2000,3,核晶强化体,3,3,,
28,11,2811,50,1,0,,28;30,2000,3,核晶强化体,3,3,,
28,12,2812,50,1,0,,28;30,2000,3,核晶强化体,3,3,,
28,13,2813,50,1,0,,28;30,2000,3,核晶强化体,3,3,,
28,14,2814,50,1,0,,28;30,2000,3,核晶强化体,3,3,,
28,15,2815,50,1,0,,28;30,2000,3,核晶强化体,3,3,,
28,16,2816,50,1,0,,28;30,2000,3,核晶强化体,3,3,,
28,17,2817,50,1,0,,28;30,2000,3,核晶强化体,3,3,,
28,18,2818,50,1,0,,28;30,2000,3,核晶强化体,3,3,,
28,19,2819,50,1,0,,28;100,18000,3,核晶强化体,3,3,,
28,20,2820,50,1,0,,28;500,50000,4,星灵圣体,4,4,,
28,21,2821,50,1,0,,28;500,50000,4,星灵圣体,4,4,,
28,22,2822,50,1,0,,28;500,50000,4,星灵圣体,4,4,,
28,23,2823,50,1,0,,28;500,50000,4,星灵圣体,4,4,,
28,24,2824,50,1,0,,28;2000,200000,4,星灵圣体,4,4,,
28,25,2825,50,1,0,,28;1000,100000,5,泰坦之躯,5,5,,
28,26,2826,50,1,0,,28;1000,100000,5,泰坦之躯,5,5,,
28,27,2827,50,1,0,,28;1000,100000,5,泰坦之躯,5,5,,
28,28,2828,50,1,0,,28;1000,100000,5,泰坦之躯,5,5,,
28,29,2829,50,1,0,,28;5000,500000,5,泰坦之躯,5,5,,
28,30,2830,50,1,0,,28;5000,500000,6,星际毁灭者,6,6,,
29,1,2901,5,1,0,,29;2,500,1,基因改造体,0,0,1,100
29,2,2902,50,1,0,,29;5,500,1,基因改造体,0,0,1,100
29,3,2903,50,1,0,,29;10,500,1,基因改造体,0,0,1,100
29,4,2904,50,1,0,,29;20,5000,1,基因改造体,0,0,2,1000
29,5,2905,50,1,0,,29;10,800,2,意识觉醒体,2,2,,
29,6,2906,50,1,0,,29;10,800,2,意识觉醒体,2,2,,
29,7,2907,50,1,0,,29;10,800,2,意识觉醒体,2,2,,
29,8,2908,50,1,0,,29;10,800,2,意识觉醒体,2,2,,
29,9,2909,50,1,0,,29;50,8000,2,意识觉醒体,2,2,,
29,10,2910,50,1,0,,29;30,2000,3,核晶强化体,3,3,,
29,11,2911,50,1,0,,29;30,2000,3,核晶强化体,3,3,,
29,12,2912,50,1,0,,29;30,2000,3,核晶强化体,3,3,,
29,13,2913,50,1,0,,29;30,2000,3,核晶强化体,3,3,,
29,14,2914,50,1,0,,29;30,2000,3,核晶强化体,3,3,,
29,15,2915,50,1,0,,29;30,2000,3,核晶强化体,3,3,,
29,16,2916,50,1,0,,29;30,2000,3,核晶强化体,3,3,,
29,17,2917,50,1,0,,29;30,2000,3,核晶强化体,3,3,,
29,18,2918,50,1,0,,29;30,2000,3,核晶强化体,3,3,,
29,19,2919,50,1,0,,29;100,18000,3,核晶强化体,3,3,,
29,20,2920,50,1,0,,29;500,50000,4,星灵圣体,4,4,,
29,21,2921,50,1,0,,29;500,50000,4,星灵圣体,4,4,,
29,22,2922,50,1,0,,29;500,50000,4,星灵圣体,4,4,,
29,23,2923,50,1,0,,29;500,50000,4,星灵圣体,4,4,,
29,24,2924,50,1,0,,29;2000,200000,4,星灵圣体,4,4,,
29,25,2925,50,1,0,,29;1000,100000,5,泰坦之躯,5,5,,
29,26,2926,50,1,0,,29;1000,100000,5,泰坦之躯,5,5,,
29,27,2927,50,1,0,,29;1000,100000,5,泰坦之躯,5,5,,
29,28,2928,50,1,0,,29;1000,100000,5,泰坦之躯,5,5,,
29,29,2929,50,1,0,,29;5000,500000,5,泰坦之躯,5,5,,
29,30,2930,50,1,0,,29;5000,500000,6,星际毁灭者,6,6,,
30,1,3001,5,1,0,,30;2,500,1,基因改造体,0,0,1,100
30,2,3002,50,1,0,,30;5,500,1,基因改造体,0,0,1,100
30,3,3003,50,1,0,,30;10,500,1,基因改造体,0,0,1,100
30,4,3004,50,1,0,,30;20,5000,1,基因改造体,0,0,2,1000
30,5,3005,50,1,0,,30;10,800,2,意识觉醒体,2,2,,
30,6,3006,50,1,0,,30;10,800,2,意识觉醒体,2,2,,
30,7,3007,50,1,0,,30;10,800,2,意识觉醒体,2,2,,
30,8,3008,50,1,0,,30;10,800,2,意识觉醒体,2,2,,
30,9,3009,50,1,0,,30;50,8000,2,意识觉醒体,2,2,,
30,10,3010,50,1,0,,30;30,2000,3,核晶强化体,3,3,,
30,11,3011,50,1,0,,30;30,2000,3,核晶强化体,3,3,,
30,12,3012,50,1,0,,30;30,2000,3,核晶强化体,3,3,,
30,13,3013,50,1,0,,30;30,2000,3,核晶强化体,3,3,,
30,14,3014,50,1,0,,30;30,2000,3,核晶强化体,3,3,,
30,15,3015,50,1,0,,30;30,2000,3,核晶强化体,3,3,,
30,16,3016,50,1,0,,30;30,2000,3,核晶强化体,3,3,,
30,17,3017,50,1,0,,30;30,2000,3,核晶强化体,3,3,,
30,18,3018,50,1,0,,30;30,2000,3,核晶强化体,3,3,,
30,19,3019,50,1,0,,30;100,18000,3,核晶强化体,3,3,,
30,20,3020,50,1,0,,30;500,50000,4,星灵圣体,4,4,,
30,21,3021,50,1,0,,30;500,50000,4,星灵圣体,4,4,,
30,22,3022,50,1,0,,30;500,50000,4,星灵圣体,4,4,,
30,23,3023,50,1,0,,30;500,50000,4,星灵圣体,4,4,,
30,24,3024,50,1,0,,30;2000,200000,4,星灵圣体,4,4,,
30,25,3025,50,1,0,,30;1000,100000,5,泰坦之躯,5,5,,
30,26,3026,50,1,0,,30;1000,100000,5,泰坦之躯,5,5,,
30,27,3027,50,1,0,,30;1000,100000,5,泰坦之躯,5,5,,
30,28,3028,50,1,0,,30;1000,100000,5,泰坦之躯,5,5,,
30,29,3029,50,1,0,,30;5000,500000,5,泰坦之躯,5,5,,
30,30,3030,50,1,0,,30;5000,500000,6,星际毁灭者,6,6,,
31,1,3001,5,1,0,,31;2,500,1,基因改造体,0,0,1,100
31,2,3002,50,1,0,,31;5,500,1,基因改造体,0,0,1,100
31,3,3003,50,1,0,,31;10,500,1,基因改造体,0,0,1,100
31,4,3004,50,1,0,,31;20,5000,1,基因改造体,0,0,2,1000
31,5,3005,50,1,0,,31;10,800,2,意识觉醒体,2,2,,
31,6,3006,50,1,0,,31;10,800,2,意识觉醒体,2,2,,
31,7,3007,50,1,0,,31;10,800,2,意识觉醒体,2,2,,
31,8,3008,50,1,0,,31;10,800,2,意识觉醒体,2,2,,
31,9,3009,50,1,0,,31;50,8000,2,意识觉醒体,2,2,,
31,10,3010,50,1,0,,31;30,2000,3,核晶强化体,3,3,,
31,11,3011,50,1,0,,31;30,2000,3,核晶强化体,3,3,,
31,12,3012,50,1,0,,31;30,2000,3,核晶强化体,3,3,,
31,13,3013,50,1,0,,31;30,2000,3,核晶强化体,3,3,,
31,14,3014,50,1,0,,31;30,2000,3,核晶强化体,3,3,,
31,15,3015,50,1,0,,31;30,2000,3,核晶强化体,3,3,,
31,16,3016,50,1,0,,31;30,2000,3,核晶强化体,3,3,,
31,17,3017,50,1,0,,31;30,2000,3,核晶强化体,3,3,,
31,18,3018,50,1,0,,31;30,2000,3,核晶强化体,3,3,,
31,19,3019,50,1,0,,31;100,18000,3,核晶强化体,3,3,,
31,20,3020,50,1,0,,31;500,50000,4,星灵圣体,4,4,,
31,21,3021,50,1,0,,31;500,50000,4,星灵圣体,4,4,,
31,22,3022,50,1,0,,31;500,50000,4,星灵圣体,4,4,,
31,23,3023,50,1,0,,31;500,50000,4,星灵圣体,4,4,,
31,24,3024,50,1,0,,31;2000,200000,4,星灵圣体,4,4,,
31,25,3025,50,1,0,,31;1000,100000,5,泰坦之躯,5,5,,
31,26,3026,50,1,0,,31;1000,100000,5,泰坦之躯,5,5,,
31,27,3027,50,1,0,,31;1000,100000,5,泰坦之躯,5,5,,
31,28,3028,50,1,0,,31;1000,100000,5,泰坦之躯,5,5,,
31,29,3029,50,1,0,,31;5000,500000,5,泰坦之躯,5,5,,
31,30,3030,50,1,0,,31;5000,500000,6,星际毁灭者,6,6,,
32,1,3001,5,1,0,,32;2,500,1,基因改造体,0,0,1,100
32,2,3002,50,1,0,,32;5,500,1,基因改造体,0,0,1,100
32,3,3003,50,1,0,,32;10,500,1,基因改造体,0,0,1,100
32,4,3004,50,1,0,,32;20,5000,1,基因改造体,0,0,2,1000
32,5,3005,50,1,0,,32;10,800,2,意识觉醒体,2,2,,
32,6,3006,50,1,0,,32;10,800,2,意识觉醒体,2,2,,
32,7,3007,50,1,0,,32;10,800,2,意识觉醒体,2,2,,
32,8,3008,50,1,0,,32;10,800,2,意识觉醒体,2,2,,
32,9,3009,50,1,0,,32;50,8000,2,意识觉醒体,2,2,,
32,10,3010,50,1,0,,32;30,2000,3,核晶强化体,3,3,,
32,11,3011,50,1,0,,32;30,2000,3,核晶强化体,3,3,,
32,12,3012,50,1,0,,32;30,2000,3,核晶强化体,3,3,,
32,13,3013,50,1,0,,32;30,2000,3,核晶强化体,3,3,,
32,14,3014,50,1,0,,32;30,2000,3,核晶强化体,3,3,,
32,15,3015,50,1,0,,32;30,2000,3,核晶强化体,3,3,,
32,16,3016,50,1,0,,32;30,2000,3,核晶强化体,3,3,,
32,17,3017,50,1,0,,32;30,2000,3,核晶强化体,3,3,,
32,18,3018,50,1,0,,32;30,2000,3,核晶强化体,3,3,,
32,19,3019,50,1,0,,32;100,18000,3,核晶强化体,3,3,,
32,20,3020,50,1,0,,32;500,50000,4,星灵圣体,4,4,,
32,21,3021,50,1,0,,32;500,50000,4,星灵圣体,4,4,,
32,22,3022,50,1,0,,32;500,50000,4,星灵圣体,4,4,,
32,23,3023,50,1,0,,32;500,50000,4,星灵圣体,4,4,,
32,24,3024,50,1,0,,32;2000,200000,4,星灵圣体,4,4,,
32,25,3025,50,1,0,,32;1000,100000,5,泰坦之躯,5,5,,
32,26,3026,50,1,0,,32;1000,100000,5,泰坦之躯,5,5,,
32,27,3027,50,1,0,,32;1000,100000,5,泰坦之躯,5,5,,
32,28,3028,50,1,0,,32;1000,100000,5,泰坦之躯,5,5,,
32,29,3029,50,1,0,,32;5000,500000,5,泰坦之躯,5,5,,
32,30,3030,50,1,0,,32;5000,500000,6,星际毁灭者,6,6,,
33,1,3001,5,1,0,,33;2,500,1,基因改造体,0,0,1,100
33,2,3002,50,1,0,,33;5,500,1,基因改造体,0,0,1,100
33,3,3003,50,1,0,,33;10,500,1,基因改造体,0,0,1,100
33,4,3004,50,1,0,,33;20,5000,1,基因改造体,0,0,2,1000
33,5,3005,50,1,0,,33;10,800,2,意识觉醒体,2,2,,
33,6,3006,50,1,0,,33;10,800,2,意识觉醒体,2,2,,
33,7,3007,50,1,0,,33;10,800,2,意识觉醒体,2,2,,
33,8,3008,50,1,0,,33;10,800,2,意识觉醒体,2,2,,
33,9,3009,50,1,0,,33;50,8000,2,意识觉醒体,2,2,,
33,10,3010,50,1,0,,33;30,2000,3,核晶强化体,3,3,,
33,11,3011,50,1,0,,33;30,2000,3,核晶强化体,3,3,,
33,12,3012,50,1,0,,33;30,2000,3,核晶强化体,3,3,,
33,13,3013,50,1,0,,33;30,2000,3,核晶强化体,3,3,,
33,14,3014,50,1,0,,33;30,2000,3,核晶强化体,3,3,,
33,15,3015,50,1,0,,33;30,2000,3,核晶强化体,3,3,,
33,16,3016,50,1,0,,33;30,2000,3,核晶强化体,3,3,,
33,17,3017,50,1,0,,33;30,2000,3,核晶强化体,3,3,,
33,18,3018,50,1,0,,33;30,2000,3,核晶强化体,3,3,,
33,19,3019,50,1,0,,33;100,18000,3,核晶强化体,3,3,,
33,20,3020,50,1,0,,33;500,50000,4,星灵圣体,4,4,,
33,21,3021,50,1,0,,33;500,50000,4,星灵圣体,4,4,,
33,22,3022,50,1,0,,33;500,50000,4,星灵圣体,4,4,,
33,23,3023,50,1,0,,33;500,50000,4,星灵圣体,4,4,,
33,24,3024,50,1,0,,33;2000,200000,4,星灵圣体,4,4,,
33,25,3025,50,1,0,,33;1000,100000,5,泰坦之躯,5,5,,
33,26,3026,50,1,0,,33;1000,100000,5,泰坦之躯,5,5,,
33,27,3027,50,1,0,,33;1000,100000,5,泰坦之躯,5,5,,
33,28,3028,50,1,0,,33;1000,100000,5,泰坦之躯,5,5,,
33,29,3029,50,1,0,,33;5000,500000,5,泰坦之躯,5,5,,
33,30,3030,50,1,0,,33;5000,500000,6,星际毁灭者,6,6,,
34,1,3001,5,1,0,,34;2,500,1,基因改造体,0,0,1,100
34,2,3002,50,1,0,,34;5,500,1,基因改造体,0,0,1,100
34,3,3003,50,1,0,,34;10,500,1,基因改造体,0,0,1,100
34,4,3004,50,1,0,,34;20,5000,1,基因改造体,0,0,2,1000
34,5,3005,50,1,0,,34;10,800,2,意识觉醒体,2,2,,
34,6,3006,50,1,0,,34;10,800,2,意识觉醒体,2,2,,
34,7,3007,50,1,0,,34;10,800,2,意识觉醒体,2,2,,
34,8,3008,50,1,0,,34;10,800,2,意识觉醒体,2,2,,
34,9,3009,50,1,0,,34;50,8000,2,意识觉醒体,2,2,,
34,10,3010,50,1,0,,34;30,2000,3,核晶强化体,3,3,,
34,11,3011,50,1,0,,34;30,2000,3,核晶强化体,3,3,,
34,12,3012,50,1,0,,34;30,2000,3,核晶强化体,3,3,,
34,13,3013,50,1,0,,34;30,2000,3,核晶强化体,3,3,,
34,14,3014,50,1,0,,34;30,2000,3,核晶强化体,3,3,,
34,15,3015,50,1,0,,34;30,2000,3,核晶强化体,3,3,,
34,16,3016,50,1,0,,34;30,2000,3,核晶强化体,3,3,,
34,17,3017,50,1,0,,34;30,2000,3,核晶强化体,3,3,,
34,18,3018,50,1,0,,34;30,2000,3,核晶强化体,3,3,,
34,19,3019,50,1,0,,34;100,18000,3,核晶强化体,3,3,,
34,20,3020,50,1,0,,34;500,50000,4,星灵圣体,4,4,,
34,21,3021,50,1,0,,34;500,50000,4,星灵圣体,4,4,,
34,22,3022,50,1,0,,34;500,50000,4,星灵圣体,4,4,,
34,23,3023,50,1,0,,34;500,50000,4,星灵圣体,4,4,,
34,24,3024,50,1,0,,34;2000,200000,4,星灵圣体,4,4,,
34,25,3025,50,1,0,,34;1000,100000,5,泰坦之躯,5,5,,
34,26,3026,50,1,0,,34;1000,100000,5,泰坦之躯,5,5,,
34,27,3027,50,1,0,,34;1000,100000,5,泰坦之躯,5,5,,
34,28,3028,50,1,0,,34;1000,100000,5,泰坦之躯,5,5,,
34,29,3029,50,1,0,,34;5000,500000,5,泰坦之躯,5,5,,
34,30,3030,50,1,0,,34;5000,500000,6,星际毁灭者,6,6,,
35,1,3001,5,1,0,,35;2,500,1,基因改造体,0,0,1,100
35,2,3002,50,1,0,,35;5,500,1,基因改造体,0,0,1,100
35,3,3003,50,1,0,,35;10,500,1,基因改造体,0,0,1,100
35,4,3004,50,1,0,,35;20,5000,1,基因改造体,0,0,2,1000
35,5,3005,50,1,0,,35;10,800,2,意识觉醒体,2,2,,
35,6,3006,50,1,0,,35;10,800,2,意识觉醒体,2,2,,
35,7,3007,50,1,0,,35;10,800,2,意识觉醒体,2,2,,
35,8,3008,50,1,0,,35;10,800,2,意识觉醒体,2,2,,
35,9,3009,50,1,0,,35;50,8000,2,意识觉醒体,2,2,,
35,10,3010,50,1,0,,35;30,2000,3,核晶强化体,3,3,,
35,11,3011,50,1,0,,35;30,2000,3,核晶强化体,3,3,,
35,12,3012,50,1,0,,35;30,2000,3,核晶强化体,3,3,,
35,13,3013,50,1,0,,35;30,2000,3,核晶强化体,3,3,,
35,14,3014,50,1,0,,35;30,2000,3,核晶强化体,3,3,,
35,15,3015,50,1,0,,35;30,2000,3,核晶强化体,3,3,,
35,16,3016,50,1,0,,35;30,2000,3,核晶强化体,3,3,,
35,17,3017,50,1,0,,35;30,2000,3,核晶强化体,3,3,,
35,18,3018,50,1,0,,35;30,2000,3,核晶强化体,3,3,,
35,19,3019,50,1,0,,35;100,18000,3,核晶强化体,3,3,,
35,20,3020,50,1,0,,35;500,50000,4,星灵圣体,4,4,,
35,21,3021,50,1,0,,35;500,50000,4,星灵圣体,4,4,,
35,22,3022,50,1,0,,35;500,50000,4,星灵圣体,4,4,,
35,23,3023,50,1,0,,35;500,50000,4,星灵圣体,4,4,,
35,24,3024,50,1,0,,35;2000,200000,4,星灵圣体,4,4,,
35,25,3025,50,1,0,,35;1000,100000,5,泰坦之躯,5,5,,
35,26,3026,50,1,0,,35;1000,100000,5,泰坦之躯,5,5,,
35,27,3027,50,1,0,,35;1000,100000,5,泰坦之躯,5,5,,
35,28,3028,50,1,0,,35;1000,100000,5,泰坦之躯,5,5,,
35,29,3029,50,1,0,,35;5000,500000,5,泰坦之躯,5,5,,
35,30,3030,50,1,0,,35;5000,500000,6,星际毁灭者,6,6,,
36,1,3001,5,1,0,,36;2,500,1,基因改造体,0,0,1,100
36,2,3002,50,1,0,,36;5,500,1,基因改造体,0,0,1,100
36,3,3003,50,1,0,,36;10,500,1,基因改造体,0,0,1,100
36,4,3004,50,1,0,,36;20,5000,1,基因改造体,0,0,2,1000
36,5,3005,50,1,0,,36;10,800,2,意识觉醒体,2,2,,
36,6,3006,50,1,0,,36;10,800,2,意识觉醒体,2,2,,
36,7,3007,50,1,0,,36;10,800,2,意识觉醒体,2,2,,
36,8,3008,50,1,0,,36;10,800,2,意识觉醒体,2,2,,
36,9,3009,50,1,0,,36;50,8000,2,意识觉醒体,2,2,,
36,10,3010,50,1,0,,36;30,2000,3,核晶强化体,3,3,,
36,11,3011,50,1,0,,36;30,2000,3,核晶强化体,3,3,,
36,12,3012,50,1,0,,36;30,2000,3,核晶强化体,3,3,,
36,13,3013,50,1,0,,36;30,2000,3,核晶强化体,3,3,,
36,14,3014,50,1,0,,36;30,2000,3,核晶强化体,3,3,,
36,15,3015,50,1,0,,36;30,2000,3,核晶强化体,3,3,,
36,16,3016,50,1,0,,36;30,2000,3,核晶强化体,3,3,,
36,17,3017,50,1,0,,36;30,2000,3,核晶强化体,3,3,,
36,18,3018,50,1,0,,36;30,2000,3,核晶强化体,3,3,,
36,19,3019,50,1,0,,36;100,18000,3,核晶强化体,3,3,,
36,20,3020,50,1,0,,36;500,50000,4,星灵圣体,4,4,,
36,21,3021,50,1,0,,36;500,50000,4,星灵圣体,4,4,,
36,22,3022,50,1,0,,36;500,50000,4,星灵圣体,4,4,,
36,23,3023,50,1,0,,36;500,50000,4,星灵圣体,4,4,,
36,24,3024,50,1,0,,36;2000,200000,4,星灵圣体,4,4,,
36,25,3025,50,1,0,,36;1000,100000,5,泰坦之躯,5,5,,
36,26,3026,50,1,0,,36;1000,100000,5,泰坦之躯,5,5,,
36,27,3027,50,1,0,,36;1000,100000,5,泰坦之躯,5,5,,
36,28,3028,50,1,0,,36;1000,100000,5,泰坦之躯,5,5,,
36,29,3029,50,1,0,,36;5000,500000,5,泰坦之躯,5,5,,
36,30,3030,50,1,0,,36;5000,500000,6,星际毁灭者,6,6,,
37,1,3701,5,1,0,,37;2,500,1,基因改造体,0,0,1,100
37,2,3702,50,1,0,,37;5,500,1,基因改造体,0,0,1,100
37,3,3703,50,1,0,,37;10,500,1,基因改造体,0,0,1,100
37,4,3704,50,1,0,,37;20,5000,1,基因改造体,0,0,2,1000
37,5,3705,50,1,0,,37;10,800,2,意识觉醒体,2,2,,
37,6,3706,50,1,0,,37;10,800,2,意识觉醒体,2,2,,
37,7,3707,50,1,0,,37;10,800,2,意识觉醒体,2,2,,
37,8,3708,50,1,0,,37;10,800,2,意识觉醒体,2,2,,
37,9,3709,50,1,0,,37;50,8000,2,意识觉醒体,2,2,,
37,10,3710,50,1,0,,37;30,2000,3,核晶强化体,3,3,,
37,11,3711,50,1,0,,37;30,2000,3,核晶强化体,3,3,,
37,12,3712,50,1,0,,37;30,2000,3,核晶强化体,3,3,,
37,13,3713,50,1,0,,37;30,2000,3,核晶强化体,3,3,,
37,14,3714,50,1,0,,37;30,2000,3,核晶强化体,3,3,,
37,15,3715,50,1,0,,37;30,2000,3,核晶强化体,3,3,,
37,16,3716,50,1,0,,37;30,2000,3,核晶强化体,3,3,,
37,17,3717,50,1,0,,37;30,2000,3,核晶强化体,3,3,,
37,18,3718,50,1,0,,37;30,2000,3,核晶强化体,3,3,,
37,19,3719,50,1,0,,37;100,18000,3,核晶强化体,3,3,,
37,20,3720,50,1,0,,37;500,50000,4,星灵圣体,4,4,,
37,21,3721,50,1,0,,37;500,50000,4,星灵圣体,4,4,,
37,22,3722,50,1,0,,37;500,50000,4,星灵圣体,4,4,,
37,23,3723,50,1,0,,37;500,50000,4,星灵圣体,4,4,,
37,24,3724,50,1,0,,37;2000,200000,4,星灵圣体,4,4,,
37,25,3725,50,1,0,,37;1000,100000,5,泰坦之躯,5,5,,
37,26,3726,50,1,0,,37;1000,100000,5,泰坦之躯,5,5,,
37,27,3727,50,1,0,,37;1000,100000,5,泰坦之躯,5,5,,
37,28,3728,50,1,0,,37;1000,100000,5,泰坦之躯,5,5,,
37,29,3729,50,1,0,,37;5000,500000,5,泰坦之躯,5,5,,
37,30,3730,50,1,0,,37;5000,500000,6,星际毁灭者,6,6,,
38,1,3801,5,1,0,,38;2,500,1,基因改造体,0,0,1,100
38,2,3802,50,1,0,,38;5,500,1,基因改造体,0,0,1,100
38,3,3803,50,1,0,,38;10,500,1,基因改造体,0,0,1,100
38,4,3804,50,1,0,,38;20,5000,1,基因改造体,0,0,2,1000
38,5,3805,50,1,0,,38;10,800,2,意识觉醒体,2,2,,
38,6,3806,50,1,0,,38;10,800,2,意识觉醒体,2,2,,
38,7,3807,50,1,0,,38;10,800,2,意识觉醒体,2,2,,
38,8,3808,50,1,0,,38;10,800,2,意识觉醒体,2,2,,
38,9,3809,50,1,0,,38;50,8000,2,意识觉醒体,2,2,,
38,10,3810,50,1,0,,38;30,2000,3,核晶强化体,3,3,,
38,11,3811,50,1,0,,38;30,2000,3,核晶强化体,3,3,,
38,12,3812,50,1,0,,38;30,2000,3,核晶强化体,3,3,,
38,13,3813,50,1,0,,38;30,2000,3,核晶强化体,3,3,,
38,14,3814,50,1,0,,38;30,2000,3,核晶强化体,3,3,,
38,15,3815,50,1,0,,38;30,2000,3,核晶强化体,3,3,,
38,16,3816,50,1,0,,38;30,2000,3,核晶强化体,3,3,,
38,17,3817,50,1,0,,38;30,2000,3,核晶强化体,3,3,,
38,18,3818,50,1,0,,38;30,2000,3,核晶强化体,3,3,,
38,19,3819,50,1,0,,38;100,18000,3,核晶强化体,3,3,,
38,20,3820,50,1,0,,38;500,50000,4,星灵圣体,4,4,,
38,21,3821,50,1,0,,38;500,50000,4,星灵圣体,4,4,,
38,22,3822,50,1,0,,38;500,50000,4,星灵圣体,4,4,,
38,23,3823,50,1,0,,38;500,50000,4,星灵圣体,4,4,,
38,24,3824,50,1,0,,38;2000,200000,4,星灵圣体,4,4,,
38,25,3825,50,1,0,,38;1000,100000,5,泰坦之躯,5,5,,
38,26,3826,50,1,0,,38;1000,100000,5,泰坦之躯,5,5,,
38,27,3827,50,1,0,,38;1000,100000,5,泰坦之躯,5,5,,
38,28,3828,50,1,0,,38;1000,100000,5,泰坦之躯,5,5,,
38,29,3829,50,1,0,,38;5000,500000,5,泰坦之躯,5,5,,
38,30,3830,50,1,0,,38;5000,500000,6,星际毁灭者,6,6,,
39,1,3901,5,1,0,,39;2,500,1,基因改造体,0,0,1,100
