 ,天赋ID,天赋学习等级,天赋图标,推荐显示,激活类型（0默认自动;1系统）,升星激活等级（激活类型需为0）,场内是否等级互斥(0不互斥1互斥),显示类型（0未激活不显示1未激活显示）,影响技能槽位 ,天赋名称,天赋奖励名称,天赋描述,未激活描述,场内天赋描述,前置天赋,战场类型ID
13,11313,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
13,11314,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
14,11401,3,147,0,0,5,1,1,1,致残一击【[SKILLSLOT=1]键】,天赋：致残一击,破隐一击会降低目标50%的移动速度，持续2秒,,破隐一击会降低目标50%的移动速度，持续2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11402,3,146,0,0,5,1,1,0,游刃有余【[SKILLSLOT=0]键】,天赋：游刃有余,蜂刺变为直线突进，打中敌人能再释放一次，潜行状态下未击中目标不破隐,,蜂刺变为直线突进，打中敌人能再释放一次，潜行状态下未击中目标不破隐,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11403,3,146,1,0,0,1,1,0,水舞-启【[SKILLSLOT=0]键】,天赋：水舞-启,蜂刺击中目标后提升40%普攻伤害，持续5秒,,蜂刺击中目标后提升40%普攻伤害，持续5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11404,6,149,1,0,0,1,1,-1,剑影神域【[SKILLSLOT=2]键】,天赋：剑影神域,速度快的无法选中，随机攻击敌人，造成大量伤害,,速度快的无法选中，随机攻击敌人，造成大量伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11405,6,145,0,0,5,1,1,-1,真视透析【[SKILLSLOT=2]键】,天赋：真视透析,连续击破单个英雄四个破绽后，造成大量真实伤害,,连续击破单个英雄四个破绽后，造成大量真实伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11406,9,146,1,0,0,1,1,0,得寸进尺【[SKILLSLOT=0]键】,天赋：得寸进尺,普攻击中目标可降低蜂刺冷却1秒,,普攻击中目标可降低蜂刺冷却1秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11407,9,147,0,0,5,1,1,1,追袭者【[SKILLSLOT=1]键】,天赋：追袭者,隐身时移动速度提升，破隐一击击中敌人破绽则清除神隐冷却,,隐身时移动速度提升30%，如果破隐一击击中敌人破绽则清除神隐冷却,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11408,9,146,0,0,5,1,1,0,水舞-宁【[SKILLSLOT=0]键】,天赋：水舞-宁,蜂刺击中英雄破绽后，普攻命中敌人可回复生命,,蜂刺击中英雄破绽后，普攻命中敌人可回复生命,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11411,12,116,1,0,0,1,1,16,净化【1键】,天赋：净化,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,移除身上减益效果并在之后的3秒内降低减益效果持续时间,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
14,11412,12,162,0,0,0,1,1,16,腐蚀【1键】,天赋：腐蚀,降低范围内敌方英雄护甲,,降低范围内敌方英雄护甲,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
14,11413,12,234,0,0,0,1,1,3,法术护盾【被动】,天赋：法术护盾,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害15%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11409,15,149,1,0,0,1,1,2,剑影神域【[SKILLSLOT=2]键】,天赋：剑影神域,提升剑影神域伤害,,提升剑影神域伤害,11404,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11410,15,145,0,0,5,1,1,2,真视透析【[SKILLSLOT=2]键】,天赋：真视透析,连续击破单个英雄四个破绽后宣告目标殒命,,连续击破单个英雄四个破绽后宣告目标殒命,11405,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
14,11414,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
14,11415,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
14,11416,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
15,11501,3,151,0,0,5,1,1,0,感染强化【[SKILLSLOT=0]键】,天赋：感染强化,被生化感染目标会降低20%的护甲,,被生化感染目标会降低20%的护甲,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11502,3,151,0,0,5,1,1,0,生化领域【[SKILLSLOT=0]键】,天赋：生化领域,击杀被生化感染的英雄会生成墓碑,,击杀被生化感染的英雄会生成墓碑,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11503,3,151,1,0,0,1,1,0,尸毒爆【[SKILLSLOT=0]键】,天赋：尸毒爆,中了尸毒的单位殒命后尸体会爆炸，造成5米半径的范围伤害,,中了尸毒的单位殒命后尸体会爆炸，造成5米半径的范围伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11504,6,153,0,0,5,1,1,-1,剧毒寄生【[SKILLSLOT=2]键】,天赋：剧毒寄生,寄生在敌方英雄体内，再次使用技能或5秒后会钻出，造成范围伤害,,寄生在敌方英雄体内，再次使用技能或5秒后会钻出，造成范围伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11505,6,153,1,0,0,1,1,-1,生化魔王【[SKILLSLOT=2]键】,天赋：生化魔王,变身生化魔王，提高生命值上限,,变身生化魔王，提高生命值上限,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11506,9,152,0,0,5,1,1,1,狂暴【[SKILLSLOT=1]键】,天赋：狂暴,墓碑状态下，生化魔人的普攻对敌方英雄附带真实伤害,,墓碑状态下，生化魔人的普攻对敌方英雄附带真实伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11507,9,152,0,0,5,1,1,1,迷魂墓碑【[SKILLSLOT=1]键】,天赋：迷魂墓碑,墓碑能降低范围内敌人60%的移动速度,,墓碑能降低范围内敌人[blue]60%[/blue]的移动速度,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11508,9,152,1,0,0,1,1,1,生化回复【[SKILLSLOT=1]键】,天赋：生化回复,墓碑状态下回血能力提升,,墓碑状态下回血能力提升,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11511,12,124,1,0,0,1,1,16,激昂【1键】,天赋：激昂,增加周围我方英雄移速,,增加周围我方英雄移速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
15,11512,12,237,0,0,0,1,1,3,防御光环【被动】,天赋：防御光环,周围友方英雄双抗提升20,,周围友方英雄双抗提升20,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11513,12,162,0,0,0,1,1,16,腐蚀【1键】,天赋：腐蚀,降低范围内敌方英雄护甲,,降低范围内敌方英雄护甲,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
15,11509,15,153,0,0,5,1,1,2,剧毒寄生【[SKILLSLOT=2]键】,天赋：剧毒寄生,提升剧毒寄生伤害,,提升剧毒寄生伤害,11504,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11510,15,153,1,0,0,1,1,2,生化魔王【[SKILLSLOT=2]键】,天赋：生化魔王,提升生化魔王最大生命值,,提升生化魔王最大生命值,11505,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
15,11514,18,98,0,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
15,11515,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
15,11516,18,170,1,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
16,11601,3,163,1,0,0,1,1,0,狂暴【[SKILLSLOT=0]键】,天赋：狂暴,刃牙撕咬伤害提升30%,,刃牙撕咬伤害提升30%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11602,3,165,0,0,5,1,1,2,快速吟唱【[SKILLSLOT=2]键】,天赋：快速吟唱,人形态变为狼形态吟唱时间缩短50%,,人形态变为狼形态吟唱时间缩短50%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11603,3,163,0,0,5,1,1,0,恐惧撕咬【[SKILLSLOT=0]键】,天赋：恐惧撕咬,刃牙撕咬命中敌人后，敌人对自己造成的伤害降低20%，持续5秒,,刃牙撕咬命中敌人后，敌人对自己造成的伤害降低20%，持续5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11604,6,166,1,0,0,1,1,2,灵魂爆炸【[SKILLSLOT=2]键】,天赋：灵魂爆炸,狼变人，狼凝聚灵魂之力，5秒后对周围所有敌人造成伤害,,狼变人，狼凝聚灵魂之力，5秒后对周围所有敌人造成195+([PA=140])点物理伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11605,6,165,0,0,5,1,1,2,狼魂附体【[SKILLSLOT=2]键】,天赋：狼魂附体,狼变成人时进入无敌状态免疫一切攻击和控制1秒,,狼变成人时进入无敌状态免疫一切攻击和控制1秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11606,9,164,1,0,0,1,1,1,狂怒【[SKILLSLOT=1]键】,天赋：狂怒,狼灵冲刺开启后， 再次激活扑向目标时造成额外伤害,,狼灵冲刺开启后， 再次激活扑向目标时造成[LEVEL=909+70][red](+[PA=90])[/red]点物理伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11608,9,164,0,0,5,1,1,1,灵动【[SKILLSLOT=1]键】,天赋：灵动,狼灵冲刺释放时可以解除定身和减速效果,,狼灵冲刺释放时可以解除定身和减速效果,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11611,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：法术护盾,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害15%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11612,12,149,1,0,0,1,1,3,闪电【被动】,天赋：闪电,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11613,12,104,0,0,0,1,1,16,塔防【1键】,天赋：塔防,我方建筑8秒内免疫伤害,,我方建筑8秒内免疫伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
16,11609,15,166,1,0,0,1,1,2,灵魂爆炸【[SKILLSLOT=2]键】,天赋：灵魂爆炸,灵魂爆炸可造成[LEVEL=1500+150]+([PA=100])点物理伤害,,灵魂爆炸可造成365+([PA=140])点物理伤害,11604,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11610,15,165,0,0,5,1,1,2,快速转换【[SKILLSLOT=2]键】,天赋：快速转换,狼魂附体冷却降低10秒,,狼魂附体冷却降低10秒,11605,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
16,11614,18,98,0,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
16,11615,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
16,11616,18,170,1,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
60,11701,3,283,0,0,5,1,1,0,魔爪禁锢【[SKILLSLOT=0]键】,天赋：魔爪禁锢,邪灵魔爪经过的区域2秒后定身范围内敌人2秒,,邪灵魔爪经过的区域2秒后定身范围内敌人2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
17,11702,3,282,1,0,0,1,1,1,吸灵回复【[SKILLSLOT=1]键】,天赋：吸灵回复,偷魂转量命中敌人会回复自身生命值,,偷魂转量命中敌人会回复[LEVEL=256+35][red](+[MA=15])[/red]点生命,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
17,11703,3,284,0,0,5,1,1,3,寄生【被动】,天赋：寄生,周围有敌人殒命增加自身法术强度,,周围有敌人殒命，自身法术强度增加0.5点，最多加60点法强,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
17,11704,6,281,1,0,0,1,1,-1,凋亡领域【[SKILLSLOT=2]键】,天赋：凋亡领域,呼唤灵魂环绕自己，自己周围所有敌人每秒受到法术伤害，虚空邪镰每秒回复生命值，最多同时吸取3个目标的生命,,呼唤灵魂环绕自己，自己周围所有敌人每秒受到法术伤害，虚空邪镰每秒回复生命值，最多同时吸取3个目标的生命,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
17,11706,9,284,0,0,5,1,1,3,无限禁印【被动】,天赋：无限禁印,灵魂拾荒效果提升，击杀怪物额外回复10点法力，击杀英雄额外回复20%法力值,,灵魂拾荒效果提升，击杀怪物额外回复10点法力，击杀英雄额外回复20%法力值,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
17,11707,9,292,0,0,5,1,1,0,灵魂血印【[SKILLSLOT=0]键】,天赋：灵魂血印,邪灵魔爪击中的第一个目标会额外受到法术伤害,,邪灵魔爪击中的第一个目标会额外受到30%的法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
17,11708,9,293,1,0,0,1,1,1,无限吸灵【[SKILLSLOT=1]键】,天赋：无限吸灵,偷魂转量冷却时间减少30%,,偷魂转量冷却时间减少30%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
17,11711,12,230,1,0,0,1,1,18,金身【1键】,天赋：金身,使英雄无敌2.5秒，期间不能做任何操作,,使英雄无敌2.5秒，期间不能做任何操作,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
17,11712,12,231,0,0,0,1,1,16,冰霜冲击【1键】,天赋：冰霜冲击,对目标英雄造成一次魔法伤害并减速,,对目标英雄造成一次魔法伤害并减速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
17,11713,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：聚合,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
17,11709,15,281,1,0,0,1,1,2,凋亡领域【[SKILLSLOT=2]键】,天赋：凋亡领域,凋亡领域对敌人造成的伤害提高,,凋亡领域对敌人造成的伤害提高到[orange]190[/orange] [blue]（+[MA=35]）[/blue]点/秒,11704,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
17,11714,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
17,11715,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
17,11716,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
18,11801,3,155,0,0,5,1,1,3,养精蓄锐【被动】,天赋：养精蓄锐,身边有敌方小兵殒命时永久提升攻击力,,身边有敌方小兵殒命时永远提升攻击力，最多增加30点,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11802,3,155,0,0,5,1,1,0,飞弹训练【[SKILLSLOT=0]键】,天赋：飞弹训练,螺旋飞弹提升伤害，并且可触发暴击,,螺旋飞弹的伤害提升到[LEVEL=1314+180][red](+[PA=120])[/red]点,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11803,3,155,1,0,0,1,1,0,爆裂飞弹【[SKILLSLOT=0]键】,天赋：爆裂飞弹,子弹击中敌人后会爆炸对周围所有敌人造成伤害,,子弹击中敌人后会爆炸对周围所有敌人造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11804,6,157,1,0,0,1,1,-1,正义洗礼【[SKILLSLOT=2]键】,天赋：正义洗礼,以自身为中心朝周围射击数次，每秒对敌人造成物理伤害,,以自身为中心朝周围射击数次，每秒对敌人造成物理伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11805,9,156,1,0,0,1,1,1,快枪手步伐【[SKILLSLOT=1]键】,天赋：快枪手步伐,释放E技能期间免疫所有伤害和控制,,释放E技能期间免疫所有伤害和控制,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11806,9,156,0,0,5,1,1,1,击中要害【[SKILLSLOT=1]键】,天赋：击中要害,烈焰枪铳对周围敌人造成30%减速，持续2秒,,烈焰枪铳对周围敌人造成30%减速，持续2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11807,9,155,0,0,5,1,1,3,填装弹药【[SKILLSLOT=0]键】,天赋：填装弹药,翻滚可刷新螺旋飞弹冷却,,翻滚可刷新螺旋飞弹冷却,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11809,12,227,1,0,0,1,1,3,三环【被动】,天赋：三环,对英雄连续三次普攻可造成额外60%的普攻伤害,,对英雄连续三次普攻可造成额外60%的普攻伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11810,12,149,1,0,0,1,1,3,闪电【被动】,天赋：闪电,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,普通攻击有概率引发闪电链，对目标周围敌方单位造成伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11811,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：法术护盾,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11808,15,157,1,0,0,1,1,2,正义洗礼【[SKILLSLOT=2]键】,天赋：正义洗礼,提升正义洗礼伤害,,提升正义洗礼伤害,11804,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
18,11812,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
18,11813,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
18,11814,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
19,11901,3,295,1,0,0,1,1,0,龙母之力【[SKILLSLOT=0]键】,天赋：龙母之力,增加龙魂爆破伤害,,龙魂爆破的伤害提升到[LEVEL=1100+150][blue](+[MA=80])[/blue],,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
19,11902,3,296,0,0,5,1,1,1,龙魂之身【[SKILLSLOT=1]键】,天赋：龙魂之身,龙灵净化对自身和友方释放时，攻击力和法术强度提高,,龙灵净化对自身和友方释放时，目标的攻击力和法术强度提高30%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
19,11903,3,295,0,0,5,1,1,0,龙之震荡【[SKILLSLOT=0]键】,天赋：龙之震荡,龙魂爆破打中敌方英雄降低移动速度,,龙魂爆破打中敌方英雄能降低目标30%的移动速度2秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
19,11904,6,297,1,0,0,1,1,-1,驾驭巨龙【[SKILLSLOT=2]键】,天赋：驾驭巨龙,风暴龙灵召唤自己的黑龙向地面喷出熊熊火焰，对敌人造成法术伤害,,风暴龙灵召唤自己的黑龙向地面喷出熊熊火焰，对敌人造成法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
19,11905,6,297,0,0,5,1,1,-1,龙焰吐息【[SKILLSLOT=2]键】,天赋：龙焰吐息,风暴龙灵召唤自己的黑龙对直线范围内所有敌人造成法术伤害并定身两秒,,风暴龙灵召唤自己的黑龙对直线范围内所有敌人造成法术伤害并定身两秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
60,11906,9,295,0,0,0,1,1,0,双重湮灭【[SKILLSLOT=0]键】,天赋：双重湮灭,使用龙魂爆破后3秒内可再次使用一次，但使用后下次龙魂爆破冷却时间增加50%,,使用龙魂爆破后3秒内可再次使用一次，但使用后下次龙魂爆破冷却时间增加50%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
19,11907,9,296,1,0,0,1,1,1,极速聚能【[SKILLSLOT=1]键】,天赋：极速聚能,龙灵净化技能冷却时间降低,,龙灵净化技能冷却时间降低30%,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
19,11911,12,230,1,0,0,1,1,18,金身【1键】,天赋：金身,使英雄无敌2.5秒，期间不能做任何操作,,使英雄无敌2.5秒，期间不能做任何操作,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
19,11912,12,231,0,0,0,1,1,16,冰霜冲击【1键】,天赋：冰霜冲击,对目标英雄造成一次魔法伤害并减速,,对目标英雄造成一次魔法伤害并减速,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
19,11913,12,224,0,0,0,1,1,3,法术护盾【被动】,天赋：聚合,受到技能后触发法术护持，减免技能伤害，持续3秒，冷却60秒,,受到技能后触发法术护持，减免技能伤害10%，持续3秒，冷却60秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
19,11909,15,297,1,0,0,1,1,2,巨龙之王【[SKILLSLOT=2]键】,天赋：巨龙之王,驾驭巨龙伤害提高,,驾驭巨龙伤害提高且可以向正下方发射龙焰,11904,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
19,11910,15,297,0,0,5,1,1,2,龙焰吐息【[SKILLSLOT=2]键】,天赋：龙焰吐息,龙焰吐息伤害增加,,龙焰吐息伤害值增加,11905,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
19,11914,18,98,1,0,0,1,1,3,羽化【T键】,天赋：羽化,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,不用购买翅膀也可飞行，且降低加速飞行体力消耗,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
19,11915,18,36,0,0,0,1,1,3,治愈【被动】,天赋：治愈,没有受到攻击时，每秒回复3%的血和蓝,,没有受到攻击时，每秒回复3%的血和蓝,,0;1;2;3;4;5;6;7;8;9;11;12;13;15
19,11916,18,170,0,0,0,1,1,18,毁墙【2键】,天赋：毁墙,使敌方单个防御塔5秒内无法攻击,,使敌方单个防御塔5秒内无法攻击,,0;1;2;3;4;5;6;7;8;9;11;12;13
20,12001,3,172,1,0,0,1,1,0,一档-火箭炮【[SKILLSLOT=0]键】,天赋：一档-火箭炮,蒸汽重拳击飞前方敌人并造成1秒的眩晕,,蒸汽重拳可击飞前方敌人并造成1秒的眩晕,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
20,12002,3,172,0,0,5,1,1,0,二档-喷气弹【[SKILLSLOT=0]键】,天赋：二档-喷气弹,蒸汽重拳可往前冲锋，二档状态下可提高伤害，蓄气可提升冲锋距离,,蒸汽重拳可往前冲锋，二档状态下提高法术伤害[orange][LEVEL=684+95][/orange][red]（+[MA=40])[/red]，蓄气释放可提升冲锋距离,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
20,12003,3,171,0,0,5,1,1,3,三档-武装【被动】,天赋：三档-武装,三档身体过热，持续烧伤周围敌人,,三档身体过热，持续烧伤周围敌人，每秒[LEVEL=171+20][blue](+[MA=10])[/blue]点法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
20,12004,6,174,1,0,0,1,1,-1,蒸汽爆发【[SKILLSLOT=2]键】,天赋：蒸汽爆发,爆发出蒸汽，对周围敌人造成伤害并击飞,,爆发出蒸汽，对周围敌人造成伤害并击飞,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
20,12005,6,174,0,0,5,1,1,-1,格林机关拳【[SKILLSLOT=2]键】,天赋：格林机关拳,向前挥出无数冲拳，对直线敌人造成多次伤害,,向前挥出无数冲拳，对直线敌人造成多次伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
20,12006,9,173,1,0,0,1,1,1,一档-蛇枪【[SKILLSLOT=1]键】,天赋：一档-蛇枪,齿轮飞爪可使目标受到伤害提升,,齿轮飞爪可使目标受到伤害加深15%，持续5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
20,12007,9,173,0,0,5,1,1,1,二档-弹射【[SKILLSLOT=1]键】,天赋：二档-弹射,齿轮飞爪击中目标后把自己拉向目标，二档可造成额外范围伤害,,齿轮飞爪击中目标后冲向目标，二档下对目标区域范围造成额外[LEVEL=513+70][blue](+[MA=30])[/blue]点法术伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
80,12008,9,171,1,0,0,1,1,3,三档-象枪连弹【被动】,天赋：三档-象枪连弹,增加500%基础生命回复,,增加500%基础生命回复,,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
20,12011,12,145,0,0,0,1,1,16,真视【1键】,天赋：真视,12秒内获得永久真视效果,,12秒内获得永久真视效果,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
20,12012,12,104,0,0,0,1,1,16,塔防【1键】,天赋：塔防,我方建筑8秒内免疫伤害,,我方建筑8秒内免疫伤害,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
20,12013,12,235,1,0,0,1,1,16,庇护【1键】,天赋：庇护,给周围友方英雄增加护盾，持续5秒,,给周围友方英雄增加护盾，持续5秒,,0;1;2;3;4;5;6;7;8;9;11;12;13;14
20,12009,15,174,1,0,0,1,1,2,蒸汽爆发【[SKILLSLOT=2]键】,天赋：蒸汽爆发,提升蒸汽爆发伤害,,提升蒸汽爆发伤害,12004,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
20,12010,15,174,0,0,5,1,1,2,格林机关拳【[SKILLSLOT=2]键】,天赋：格林机关拳,提升格林机关拳伤害,,提升格林机关拳伤害,12005,0;1;2;3;4;5;6;7;8;9;11;12;13;14;15
