技能ID,事件ID,客户端条件列表,客户端效果列表,服务器条件列表,服务器效果列表
766,2,empty,empty,empty,3732
766,1,empty,3729,empty,5611;6251
767,2,empty,empty,empty,3732
767,1,empty,3729,empty,5611;6251
768,2,empty,6123,empty,2460
768,1,empty,3967,empty,empty
768,4,empty,empty,empty,4379
768,3,empty,empty,empty,3957
769,2,empty,6123,empty,2460
769,1,empty,3967,empty,empty
769,4,empty,empty,empty,4379
769,3,empty,empty,empty,3958
770,2,empty,6123,empty,2460
770,1,empty,3967,empty,empty
770,4,empty,empty,empty,4379
770,3,empty,empty,empty,3959
771,2,empty,6123,empty,2460
771,1,empty,3967,empty,empty
771,4,empty,empty,empty,4379
771,3,empty,empty,empty,3960
772,2,empty,6123,empty,2460
772,1,empty,3967,empty,empty
772,4,empty,empty,empty,4379
772,3,empty,empty,empty,3961
773,11,empty,empty,empty,4901;4900;4902;4934
774,10,empty,empty,empty,4372
774,3,empty,empty,15,1369
774,3,empty,empty,1,6409
774,11,empty,empty,empty,21378
775,3,empty,empty,15,1369
775,3,empty,empty,1,6410
776,3,empty,empty,15,1369
776,3,empty,empty,1,6411
779,2,empty,empty,empty,6291
779,2,empty,empty,508,6158;6739
779,2,empty,empty,509,6600;6735
780,2,empty,empty,empty,5358
780,3,empty,empty,empty,5359
780,4,empty,empty,empty,6158
781,2,empty,empty,empty,6291
781,2,empty,empty,508,6158;6739
781,2,empty,empty,509,6600;6735
782,2,empty,empty,empty,6291
782,2,empty,empty,508,6158;6739
782,2,empty,empty,509,6600;6735
785,3,empty,empty,empty,5367
787,3,empty,empty,empty,5369
789,3,empty,empty,empty,4913
789,1,empty,empty,empty,4914
790,3,empty,empty,empty,4952
790,1,empty,empty,empty,4914
791,3,empty,empty,260;2,5365
791,3,empty,empty,empty,5363
791,3,empty,empty,2,6848
792,2,empty,empty,empty,2425
792,4,empty,empty,empty,6946
793,2,empty,empty,empty,2425
793,4,empty,empty,empty,6946
794,2,empty,empty,empty,2425
794,4,empty,empty,empty,6946
795,2,empty,empty,empty,2425
796,2,empty,empty,empty,2425
797,10,empty,empty,empty,5609
797,3,empty,empty,15,1369
797,3,empty,empty,1,6466
797,3,518,6415,empty,empty
797,11,empty,empty,empty,21379
798,3,empty,empty,15,1369
799,3,empty,empty,111;256,4385
799,3,empty,empty,237,4386
799,3,empty,empty,112;255,empty
799,3,empty,empty,254;112,empty
799,11,empty,empty,empty,5392
800,10,empty,empty,empty,4295
800,3,empty,empty,418,20543;20545
800,3,empty,empty,1,6409
800,11,empty,empty,empty,21377
801,3,empty,empty,1,6410
801,3,empty,empty,418,20543;20545
802,3,empty,empty,418,20543;20545
802,3,empty,empty,1,3134
803,11,empty,empty,empty,4194;6014
803,11,empty,empty,empty,5918
803,11,empty,empty,empty,5921
804,2,empty,empty,317,5891
804,2,empty,empty,318,5893
804,2,empty,empty,empty,5923
804,1,empty,empty,empty,6076
804,3,empty,empty,418,20543;20545
804,3,empty,empty,421,6951
809,2,empty,empty,316,5889
809,2,empty,empty,322;609,4171;5931
809,2,empty,empty,323;609,5932;4171
809,2,empty,empty,empty,6189
809,2,empty,empty,322;610,4171;21267
809,2,empty,empty,323;610,4171;21268
810,2,empty,empty,335,5888
810,2,empty,empty,322;609,4171;5933
810,2,empty,empty,323;609,5934;4171
810,11,empty,empty,334,6102
810,2,empty,empty,empty,6189
810,2,empty,empty,322;610,4171;21269
810,2,empty,empty,323;610,4171;21270
814,2,empty,empty,empty,4396
814,3,empty,empty,empty,4500
814,1,empty,empty,empty,6076
814,3,empty,empty,418,20543;20545
815,2,empty,empty,empty,4396
815,3,empty,empty,empty,4797
815,1,empty,empty,empty,6076
815,3,empty,empty,418,20543;20545
817,3,empty,4566,empty,empty
818,2,empty,empty,empty,4502;6190;21250;20552
818,3,empty,empty,empty,4899
818,3,empty,empty,315,5884;5886
818,3,empty,empty,empty,5922
818,2,empty,empty,338,6186
818,1,empty,empty,empty,6193;6192
821,3,empty,empty,111;256,4385
821,3,empty,empty,237,4386
821,3,empty,empty,112;255,empty
821,3,empty,empty,254;112,empty
822,3,empty,empty,111;256,4385
822,3,empty,empty,237,4386
822,3,empty,empty,112;255,empty
822,3,empty,empty,254;112,empty
823,3,empty,empty,111;256,4385
823,3,empty,empty,237,4386
823,3,empty,empty,112;255,empty
823,3,empty,empty,254;112,empty
824,3,empty,empty,111;256,4385
824,3,empty,empty,237,4386
824,3,empty,empty,112;255,empty
824,3,empty,empty,254;112,empty
827,3,empty,empty,empty,4955
828,3,empty,empty,empty,4955
829,3,empty,empty,empty,4955
830,3,empty,empty,empty,5221
830,4,empty,empty,empty,empty
830,4,empty,empty,259,empty
831,3,empty,empty,empty,5221
831,4,empty,empty,empty,5370;5372;5373
832,3,empty,empty,empty,5221
832,4,empty,empty,257,empty
832,4,empty,empty,258,5370
832,4,empty,empty,259,empty
836,10,empty,empty,110,4369;6429
836,2,empty,empty,empty,4614;6240
836,1,empty,empty,empty,4459
836,3,empty,empty,106;309,3995
836,3,empty,empty,310;311,5774
837,10,empty,empty,110,4369;6429
837,2,empty,empty,empty,4614;6240
837,1,empty,empty,empty,4459
837,3,empty,empty,106;309,3995
837,3,empty,empty,310;311,5774
838,10,empty,empty,110,4369;6429
838,2,empty,empty,empty,4614;6240
838,1,empty,empty,empty,4459
838,3,empty,empty,106;309,3995
838,3,empty,empty,310;311,5774
838,3,empty,empty,empty,5332
839,10,empty,empty,110,empty
839,2,empty,empty,empty,4459
839,1,empty,empty,empty,4369
840,10,empty,empty,110,empty
840,2,empty,empty,empty,4459
840,1,empty,empty,empty,4369
841,3,empty,empty,empty,4480
842,3,empty,empty,empty,4480
844,3,empty,empty,empty,4505
845,3,empty,empty,empty,4506
846,3,empty,empty,122,4474
846,3,empty,empty,123,4475
846,3,empty,empty,124,4476
846,3,empty,empty,125,4477
846,3,empty,empty,126,4478
848,2,empty,empty,330;331,6013
848,1,empty,empty,331;330,empty
851,3,empty,empty,empty,5941
852,3,empty,empty,empty,5927
853,3,empty,empty,empty,5909;5940
854,10,empty,empty,empty,5908
854,3,empty,empty,2,5910;5940
854,3,empty,empty,135,5910;6003
855,3,empty,empty,empty,4508
855,1,empty,empty,130,empty
855,2,empty,empty,empty,4920
858,3,empty,6109,empty,5626;6111
859,3,empty,empty,empty,6121
860,3,empty,2276,empty,4561;4550
860,1,empty,empty,134,empty
860,11,empty,empty,empty,5539;6181
861,3,empty,2276,empty,4561;4550
861,1,empty,empty,134,empty
861,11,empty,empty,empty,5539
862,3,empty,empty,132,4543
863,3,empty,empty,134,4571;4572;4563;4564
863,1,empty,empty,285,empty
864,3,empty,empty,empty,4574;4002
865,3,empty,empty,empty,5919
866,3,empty,empty,empty,5920
868,2,empty,empty,empty,4661;5657
868,1,empty,empty,empty,5627
869,2,empty,empty,empty,6856;4661
869,1,empty,empty,empty,5627
870,3,empty,empty,empty,4622
871,3,empty,empty,empty,4625
874,2,empty,empty,empty,4748
875,2,empty,empty,empty,4749
876,11,empty,empty,empty,4774
877,11,empty,empty,empty,4795
878,3,empty,empty,empty,4802
879,3,empty,empty,empty,3342
880,11,empty,empty,empty,4808
883,2,empty,empty,empty,4864
883,13,empty,4868,empty,empty
884,2,empty,empty,empty,4864
884,13,empty,4869,empty,empty
885,2,empty,empty,empty,4839;4867;4887
885,2,empty,empty,empty,2923
885,2,empty,empty,185;194,4824
885,2,empty,empty,188;185,4840
885,2,empty,empty,189;185,4840
885,2,empty,empty,190;185,4840
885,2,empty,empty,191;185,4840
885,1,empty,empty,empty,4873
885,2,empty,empty,196,4823
885,2,empty,empty,195,4874
885,3,empty,empty,197,4882
885,3,empty,empty,198,4882
885,3,empty,empty,199,4882
885,2,empty,empty,200,4885
886,3,empty,empty,197,4860
886,3,empty,empty,198,4860
886,3,empty,empty,199,4860
888,3,empty,empty,247,5197
888,3,empty,empty,417,20542
888,3,empty,empty,418,20543;20545
889,4,empty,empty,empty,4905
889,12,empty,4906,empty,empty
889,3,empty,empty,empty,empty
890,11,empty,empty,empty,4511
894,3,empty,empty,empty,4978
894,1,empty,1031,empty,empty
895,3,empty,empty,empty,4658;5578
895,10,empty,empty,560,empty
895,3,empty,empty,155;30,4653
895,3,empty,empty,155;558,4653
896,3,empty,empty,empty,5577;5579
896,10,empty,empty,561,empty
896,3,empty,empty,155;30,4653
896,3,empty,empty,155;558,4653
897,14,empty,6280,empty,empty
897,11,empty,empty,empty,21380
900,10,empty,empty,empty,3075
900,3,empty,empty,67,1369
900,3,empty,empty,176;261,4801
900,3,empty,empty,178,4804
900,3,empty,empty,176;180,4817
900,3,empty,empty,1,6466
900,3,518,6415,empty,empty
900,11,empty,empty,empty,21375
901,3,empty,empty,67,1369
901,3,empty,empty,176;261,4801
901,3,empty,empty,178,4805
901,3,empty,empty,176;180,4817
901,3,empty,empty,1,6466
901,3,518,6416,empty,empty
902,3,empty,empty,67,1369
902,3,empty,empty,176;261,4801
902,3,empty,empty,178,4805
902,3,empty,empty,176;180,4817
903,11,empty,empty,empty,6283
904,3,empty,empty,empty,3342
904,3,empty,empty,175,4798
904,3,empty,empty,177,4803
904,2,empty,empty,181,4820
904,2,empty,empty,506,6593
904,2,empty,empty,507,6592
905,3,empty,empty,empty,3342
906,3,empty,empty,empty,3342
907,3,empty,empty,empty,3342
908,3,empty,empty,empty,3342
909,3,empty,empty,2,3343;6517
909,3,empty,empty,176;261;2,4801
909,3,empty,empty,177;2,4803
909,2,empty,empty,179,4816
909,3,empty,empty,176;180;2,4817
909,2,empty,empty,181,4820
909,3,empty,empty,488;491,6518
909,2,empty,empty,506,6593
909,2,empty,empty,507,6592
910,3,empty,empty,empty,3343
910,3,empty,empty,176,4801
911,3,empty,empty,empty,3343
912,3,empty,empty,empty,3343
913,3,empty,empty,empty,3343
914,3,empty,empty,314,3555;6091
914,3,empty,empty,176;261,4801
914,3,empty,empty,177,4803
914,3,empty,empty,176;180,4817
914,2,empty,empty,181,4820
914,2,empty,empty,506,6593
914,2,empty,empty,507,6592
915,3,empty,empty,314,3555;6091
915,3,empty,empty,176;261,4801
915,3,empty,empty,177,4803
915,3,empty,empty,176;180,4817
915,2,empty,empty,181,4820
915,2,empty,empty,506,6593
915,2,empty,empty,507,6592
916,3,empty,empty,empty,3555
917,10,empty,empty,empty,4956
917,3,empty,empty,15,1369
917,3,empty,empty,1,6466
917,3,518,6415,empty,empty
917,11,empty,empty,empty,21381
918,3,empty,empty,15,1369
918,3,empty,empty,1,6466
918,3,518,6416,empty,empty
919,3,empty,empty,15,1369
919,3,empty,empty,1,6411
920,11,empty,empty,empty,5345
920,1,empty,empty,empty,4964
921,8,empty,empty,empty,5312
921,1,empty,empty,103,5313;6751
921,3,empty,empty,214,4989;5069
921,2,empty,empty,empty,5072
922,1,empty,empty,103,5313;6751
922,8,empty,empty,empty,5312
922,3,empty,empty,214,5069;5444
922,2,empty,empty,empty,5072
923,10,empty,empty,228,empty
923,1,empty,empty,empty,5073
923,2,empty,empty,empty,5074;5066
924,10,empty,empty,228,empty
924,1,empty,empty,empty,5073
924,2,empty,empty,empty,5074;5066
926,3,empty,empty,206;51;265,4944
926,3,empty,empty,2,4945
926,3,empty,empty,266;206;51,5461
926,3,empty,empty,206;51;336,6278
926,2,empty,empty,empty,6670
927,3,empty,empty,206;51;265,4944
927,3,empty,empty,2,4945
927,3,empty,empty,266;206;51,5461
927,2,empty,empty,empty,6827
927,3,empty,empty,206;51;336,6278
927,3,empty,empty,556,5460
928,3,empty,empty,206;51;265,4944
928,3,empty,empty,2,4945;5458
928,3,empty,empty,266;206;51,5461
928,3,empty,empty,206;51;336,6278
928,2,empty,empty,empty,6670
928,3,empty,empty,556,5460
929,3,empty,empty,51;206,4944
929,3,empty,empty,2,4945;5460
929,3,empty,empty,266;206;51,5461
929,3,empty,empty,206;51;336,6278
929,2,empty,empty,empty,6670
929,11,empty,empty,empty,6834
931,2,empty,empty,265,4936
931,8,empty,empty,empty,4946
931,1,empty,empty,204,4947
931,2,empty,empty,266,6134
931,2,empty,empty,336,5464
932,2,empty,empty,empty,5464
932,8,empty,empty,empty,4946
932,1,empty,empty,204,4947
933,2,empty,empty,empty,4936
933,8,empty,empty,empty,4946
933,1,empty,empty,204,4947
934,3,empty,empty,216,5035
934,3,empty,empty,297,5036
934,3,empty,empty,559,5962
935,3,empty,empty,216,5035
935,3,empty,empty,217,5036;5493
936,3,empty,empty,374,20303
936,3,empty,empty,376;377,20340
936,3,empty,empty,397,20306
936,3,empty,empty,377;378,20341
936,3,empty,empty,369;377,20342
936,3,empty,empty,377;370,20343
936,3,empty,empty,377;371,20344
936,3,empty,empty,377;372,20345
936,3,empty,empty,381;382,20476
936,3,empty,empty,392,6235
936,2,empty,empty,empty,20363
940,13,empty,5559,empty,empty
941,13,empty,5553,empty,empty
942,2,empty,empty,empty,77
944,2,empty,empty,empty,77
947,2,empty,empty,empty,112
948,2,empty,empty,empty,77
949,2,empty,empty,empty,77
950,2,empty,empty,empty,77
952,10,empty,empty,empty,5050
952,2,empty,empty,empty,3660
953,2,empty,empty,empty,3660
954,2,empty,empty,empty,3660
955,3,empty,empty,empty,3468
955,2,empty,empty,empty,3661;3691;3457;3724
955,4,empty,empty,empty,3595;5033
955,2,empty,empty,empty,3684;5665
956,2,empty,empty,empty,3724;5661
956,2,empty,empty,empty,3459
956,2,empty,empty,empty,3688;5664
956,2,empty,empty,215,5032
957,11,empty,empty,empty,5309;7051
958,10,empty,empty,empty,5065
958,3,empty,empty,1,6466
958,3,518,6415,empty,empty
958,11,empty,empty,empty,21376
959,3,empty,empty,1,6466
959,3,518,6416,empty,empty
963,2,empty,empty,empty,5408;5422;5520
963,2,empty,empty,453,6083
963,2,empty,empty,454,6421
964,9,empty,empty,272,5482;5483
964,3,empty,empty,111,5482
964,2,empty,3262,268,5430
964,3,empty,empty,267,20370
964,2,empty,empty,269,6664
964,4,empty,20618,empty,empty
964,3,empty,empty,4,21260
965,2,empty,empty,empty,5480
965,4,empty,empty,empty,5522
966,4,empty,empty,empty,5413;5423;5427
968,3,empty,empty,284,5538
968,2,empty,empty,402,20380;20384
968,3,empty,empty,611;612;613;614;615,21277
973,2,empty,empty,empty,5432;6863
973,4,empty,6281,empty,empty
974,4,empty,6281,empty,empty
975,4,empty,empty,empty,5435;5427
975,9,empty,empty,279;276,5521
975,4,empty,6281,empty,empty
975,2,empty,empty,empty,6481;6864
977,3,empty,empty,220,5077
978,1,empty,empty,empty,5712
978,3,empty,empty,empty,5096
979,2,empty,empty,empty,5163
980,3,empty,empty,empty,5251;19263
980,4,empty,empty,empty,5267
981,4,empty,empty,empty,5268
981,3,empty,empty,empty,5252;19264
982,3,empty,empty,empty,5253
982,4,empty,empty,empty,5269;5551
984,3,empty,empty,empty,5270;5396
984,4,empty,empty,empty,5271
985,2,empty,empty,empty,5190
985,2,empty,empty,243,5192
986,4,empty,empty,empty,5272
987,4,empty,empty,empty,5308
987,3,empty,empty,empty,5304
988,3,empty,empty,empty,5307
989,1,empty,empty,empty,4171
989,4,empty,empty,empty,4183
989,2,empty,empty,empty,5196;6189
990,3,empty,empty,418,20543;20545
991,2,empty,empty,empty,4396
991,3,empty,empty,empty,4500
991,1,empty,empty,empty,4896
991,3,empty,empty,418,20543;20545
992,2,empty,empty,empty,5414
992,3,empty,empty,307;259,5414
993,2,empty,empty,empty,5502
993,3,empty,empty,307;259,5414
994,2,empty,empty,empty,5414
994,3,empty,empty,307;259,5414
995,3,empty,empty,308;4,5760
995,3,empty,empty,empty,6923
996,3,empty,empty,307,5762
998,2,empty,empty,empty,5370
999,2,empty,empty,empty,5503
1000,2,empty,empty,empty,5428
1001,2,empty,empty,empty,77
1002,2,empty,empty,empty,77
1003,2,empty,empty,empty,77
1004,2,empty,empty,empty,77
1005,3,empty,empty,empty,4978
1005,1,empty,1031,empty,empty
1006,2,empty,empty,empty,5154
1007,2,empty,empty,empty,5191
1007,2,empty,empty,243,5192
1008,3,empty,empty,empty,5096
1008,1,empty,empty,empty,5712
1009,8,empty,empty,empty,5312
1009,1,empty,empty,103,5313;6751
1009,3,empty,empty,214,5069;5445
1009,2,empty,empty,empty,5072
1010,1,empty,empty,103,5454;6751
1010,8,empty,empty,empty,5453
1010,3,empty,empty,214,5069;5446
1010,2,empty,empty,empty,5452
1011,10,empty,empty,228,empty
1011,1,empty,empty,empty,5073
1011,2,empty,empty,empty,5074;5066
1012,10,empty,empty,228,empty
1012,1,empty,empty,empty,5073
1012,2,empty,empty,empty,5074;5066
1015,4,empty,6281,empty,empty
1017,2,empty,empty,empty,112
1018,2,empty,empty,empty,77
1019,2,empty,empty,empty,77
1020,2,empty,empty,empty,77
1021,2,empty,empty,empty,77
1022,2,empty,3262,empty,3511;3515;3534;3536;3533;2182
1022,1,empty,empty,93,2682
1022,4,empty,empty,empty,3676
1022,1,empty,empty,empty,3372;3373
1023,3,empty,empty,19,1428;1411
1024,3,empty,empty,15,1369
1024,3,empty,empty,1,6466
1024,3,518,6416,empty,empty
1025,3,empty,empty,19,1428;1411
1026,11,empty,empty,empty,20820
1027,10,empty,empty,empty,5635
1027,11,empty,empty,empty,21382
1030,2,empty,empty,empty,20801
1032,2,empty,empty,empty,20808
1032,2,empty,empty,503,20819
1033,2,empty,empty,empty,20814
1034,1,empty,empty,empty,20830
1034,3,empty,empty,empty,23011
1034,4,empty,empty,empty,23005
1035,13,empty,5641,empty,empty
1035,2,empty,empty,empty,112
1036,13,empty,5643,empty,empty
1036,2,empty,empty,empty,112
1037,2,empty,empty,empty,112
1038,2,empty,empty,empty,112
1039,2,empty,empty,empty,20848;23005
1039,4,empty,empty,empty,20849
1039,1,empty,empty,empty,20830
1040,2,empty,empty,empty,20830;20802
1040,3,empty,empty,empty,20817
1040,10,empty,empty,573,empty
1041,10,empty,empty,empty,5666
1041,2,empty,empty,empty,3660
1042,2,empty,empty,empty,3660
1042,2,empty,empty,empty,3660
1043,2,empty,empty,empty,45
1043,1,empty,empty,empty,1509
1043,2,empty,empty,empty,6680
1044,2,empty,empty,empty,45
1044,1,empty,empty,empty,1509
1044,2,empty,empty,empty,6679
1045,2,empty,empty,empty,3660
1046,3,empty,empty,empty,3468
1046,2,empty,empty,empty,3661;3691;3457;3724
1046,4,empty,empty,empty,3595;5033
1046,2,empty,empty,empty,3684;5668
1047,2,empty,empty,empty,45
1047,1,empty,empty,empty,1509
1047,2,empty,empty,empty,6678
1048,2,empty,empty,empty,45
1048,1,empty,empty,empty,1509
1048,2,empty,empty,empty,6681
1049,2,empty,empty,empty,45
1049,1,empty,empty,empty,1509
1049,2,empty,empty,empty,6682
1050,2,empty,empty,empty,45
1050,1,empty,empty,empty,1509
1050,2,empty,empty,empty,6683
1051,2,empty,empty,empty,45
1051,1,empty,empty,empty,1509
1051,2,empty,empty,empty,6684
1052,2,empty,empty,empty,45
1052,1,empty,empty,empty,1509
1052,2,empty,empty,empty,6685
1053,2,empty,empty,empty,45
1053,1,empty,empty,empty,1509
1053,2,empty,empty,empty,6686
1054,2,empty,empty,empty,45
1054,1,empty,empty,empty,1509
1054,2,empty,empty,empty,6687
1055,2,empty,empty,empty,45
1055,1,empty,empty,empty,1509
1055,2,empty,empty,empty,6688
1056,2,empty,empty,empty,45
1056,1,empty,empty,empty,1509
1056,2,empty,empty,empty,6689
1057,2,empty,empty,empty,45
1057,1,empty,empty,empty,1509
1057,2,empty,empty,empty,6690
1058,2,empty,empty,empty,45
1058,1,empty,empty,empty,1509
1058,2,empty,empty,empty,6691
1059,2,empty,empty,empty,45
1059,1,empty,empty,empty,1509
1059,2,empty,empty,empty,6692
1060,2,empty,empty,empty,45
1060,1,empty,empty,empty,1509
1060,2,empty,empty,empty,6693
1061,2,empty,empty,empty,45
1061,1,empty,empty,empty,1509
1061,2,empty,empty,empty,6694
1062,2,empty,empty,empty,45
1062,1,empty,empty,empty,1509;20739
1062,2,empty,empty,empty,6695
1063,2,empty,empty,empty,45
1063,1,empty,empty,empty,1509
1063,2,empty,empty,empty,6696
1064,2,empty,empty,empty,45
1064,1,empty,empty,empty,1509
1064,2,empty,empty,empty,6697
1065,2,empty,empty,empty,45
1065,1,empty,empty,empty,1509
1065,2,empty,empty,empty,6698
1066,2,empty,empty,empty,45
1066,1,empty,empty,empty,1509
1066,2,empty,empty,empty,6699
1067,2,empty,empty,empty,45
1067,1,empty,empty,empty,1509
1067,2,empty,empty,empty,6700
1068,2,empty,empty,empty,45
1068,1,empty,empty,empty,1509;6192;5306
1068,2,empty,empty,empty,6701
1069,2,empty,empty,empty,45
1069,1,empty,empty,empty,1509
1069,2,empty,empty,empty,6702
1070,2,empty,empty,empty,45
1070,1,empty,empty,empty,1509
1070,2,empty,empty,empty,6703
1071,2,empty,empty,empty,45
1071,1,empty,empty,empty,1509
1071,2,empty,empty,empty,6704
1072,2,empty,empty,empty,45
1072,1,empty,empty,empty,1509
1072,2,empty,empty,empty,6705
1073,2,empty,empty,empty,45
1073,1,empty,empty,empty,1509
1073,2,empty,empty,empty,6706
1074,13,empty,5676,empty,empty
1074,6,empty,empty,empty,3404;21276
1074,4,empty,empty,empty,3404;21276
1074,1,empty,empty,90,6192;5306;21275
1075,1,empty,empty,90,5306;6192;21275
1075,4,empty,empty,empty,3404;21276
1075,6,empty,empty,empty,3404;21276
1075,2,empty,empty,empty,6037
1076,10,empty,empty,empty,5753
1076,1,empty,empty,empty,21519
1077,1,empty,empty,566,empty
1078,1,empty,empty,566,empty
1079,2,empty,empty,329,5999
1079,4,empty,21500,empty,21518
1079,2,empty,empty,empty,5723
1079,2,empty,empty,585,21528
1080,2,empty,empty,329,6000
1080,4,empty,21501,empty,empty
1081,2,empty,empty,329,6000
1081,3,empty,empty,314,6002
1082,3,empty,empty,empty,5720
1082,2,empty,empty,empty,5746
1082,3,empty,empty,empty,5735
1082,2,empty,empty,329,6000
1083,3,empty,empty,empty,5720
1083,2,empty,empty,empty,5749;6024
1083,3,empty,empty,empty,5735
1083,2,empty,empty,329,6000
1083,3,empty,empty,empty,6002
1084,2,empty,empty,empty,5740
1084,3,empty,empty,314,21506
1084,1,empty,empty,566,empty
1084,3,empty,empty,empty,6028;21510
1084,3,empty,empty,587,21531
1084,3,empty,empty,314;588,21532
1084,2,empty,empty,589,21535
1084,2,empty,empty,587,21531
1085,2,empty,empty,empty,5724;5740
1085,3,empty,empty,empty,6028
1086,2,empty,empty,empty,5723;5740;5724
1086,2,empty,empty,empty,5818
1086,3,empty,empty,empty,6028
1089,3,empty,empty,empty,6054;21515;6936
1089,1,empty,empty,empty,5906;21516;21520
1089,4,empty,empty,empty,21517;21521;6937
1090,3,empty,empty,empty,6054;21515;6936
1090,1,empty,empty,empty,5906;21516;21520
1090,4,empty,empty,empty,21517;21521;6937
1094,3,empty,empty,empty,5687
1095,1,empty,empty,90,empty
1095,2,empty,empty,empty,3404;6009
1097,10,empty,empty,empty,5736
1097,3,empty,empty,empty,5735
1098,3,empty,empty,empty,5735
1099,3,empty,empty,empty,5735
1100,2,empty,empty,empty,5781
1100,3,empty,empty,empty,5782
1101,3,empty,empty,empty,5783
1102,2,empty,empty,empty,5936;5937;5938
1103,3,empty,empty,empty,5787
1104,3,empty,empty,empty,5789
1105,3,empty,empty,empty,5791
1106,3,empty,empty,empty,5871
1107,2,empty,empty,empty,5976
1108,1,empty,empty,90,empty
1108,2,empty,empty,empty,3404;5860
1111,2,empty,empty,empty,5910
1111,3,empty,empty,2,5942
1111,3,empty,empty,135,6004
1112,3,empty,empty,empty,5912;5913
1113,3,empty,empty,327,5983
1113,3,empty,empty,326,5622
1115,3,empty,empty,empty,5719
1115,2,empty,empty,empty,5746;6022
1115,3,empty,empty,empty,5735
1115,2,empty,empty,329,5999
1116,2,empty,empty,empty,6043
1117,3,empty,empty,348,6048;6090
1117,3,empty,empty,349,6216
1117,2,empty,empty,empty,6284
1118,1,empty,empty,90,empty
1118,2,empty,empty,empty,3404
1121,2,empty,empty,empty,112
1122,2,empty,empty,empty,112
1123,2,empty,empty,empty,112
1124,2,empty,empty,empty,112
1125,2,empty,empty,empty,112
1126,2,empty,empty,empty,112
1127,2,empty,empty,empty,112
1128,2,empty,empty,empty,112
1129,2,empty,empty,empty,112
1130,2,empty,empty,empty,112
1131,2,empty,empty,empty,112
1132,2,empty,empty,empty,112
1133,3,empty,empty,4,742
1133,3,empty,empty,12,7044
1133,3,empty,empty,15,1739
1134,3,empty,empty,4,742
1134,3,empty,empty,12,7044
1134,3,empty,empty,15,1739
1135,1,empty,empty,90,empty
1135,2,empty,empty,empty,3404
1136,2,empty,empty,empty,112
1137,2,empty,empty,empty,77
1138,2,empty,empty,empty,77
1139,2,empty,empty,empty,77
1140,2,empty,empty,empty,77
1141,4,empty,empty,432,20703
1141,2,empty,empty,137,4594
1141,2,empty,empty,empty,112
1141,4,empty,empty,empty,20724
1141,1,empty,empty,empty,20739
1142,2,empty,empty,137,4594
1142,2,empty,empty,empty,112
1142,4,empty,empty,empty,20724
1142,1,empty,empty,empty,20739
1143,2,empty,empty,137,4594
1143,4,empty,empty,432,20703
1143,2,empty,empty,empty,112
1143,4,empty,empty,empty,20724
1143,1,empty,empty,empty,20739
1144,2,empty,empty,137,4594
1144,4,empty,empty,432,20703
1144,2,empty,empty,empty,112
1144,4,empty,empty,empty,20724
1144,1,empty,empty,empty,20739
1145,2,empty,empty,137,4594
1145,4,empty,empty,432,20703
1145,4,empty,empty,empty,20724
1146,1,empty,empty,empty,6108
1146,3,empty,empty,empty,6117;6111
1148,2,empty,empty,empty,6135
1149,2,empty,empty,empty,6135
1149,1,empty,empty,empty,6137
1150,2,empty,empty,empty,6136
1151,3,empty,empty,empty,6139;21255
1151,2,empty,empty,empty,6138;21255
1151,1,empty,empty,empty,6152;5749;20547;20551
1152,2,empty,empty,empty,6138;21255
1152,3,empty,empty,empty,6139
1152,1,empty,empty,empty,6152;20547;20551
1153,3,empty,empty,empty,6151
1154,2,empty,empty,empty,1657
1154,3,empty,empty,4,5839
1155,11,empty,empty,empty,5816
1155,3,empty,empty,4,5831
1155,2,empty,empty,empty,1656
1156,3,empty,empty,343,4640
1157,3,empty,empty,154,4645
1158,1,empty,empty,empty,1675
1158,2,empty,empty,empty,1676
1158,3,empty,empty,empty,6187
1159,10,empty,empty,empty,6188
1163,10,empty,empty,empty,20101
1163,3,empty,empty,15,1369
1163,3,empty,empty,1,6466
1163,3,518,6415,empty,empty
1163,11,empty,empty,empty,21385
1164,3,empty,empty,15,1369
1164,3,empty,empty,1,6466
1164,3,518,6416,empty,empty
1165,11,empty,empty,empty,empty
1166,2,empty,empty,360;451,20151
1166,1,empty,empty,103,20118
1166,8,empty,empty,empty,20117
1166,2,empty,empty,361;451,20152
1166,2,empty,empty,362;451,20153
1166,2,empty,empty,360;452,20154
1166,2,empty,empty,361;452,20155
1166,2,empty,empty,362;452,20156
1167,3,empty,empty,364,20112;20134;20143
1167,3,empty,empty,366;364,20137
1167,3,empty,empty,365;367,20138
1167,3,empty,empty,368;365,20139
1168,2,empty,empty,395,20119;20120;20121;20122
1168,2,empty,empty,393,20146;20147;20148;20149
1168,3,empty,empty,empty,20157
1169,2,empty,empty,396,20107
1169,2,empty,empty,394,20150
1170,11,empty,empty,empty,20204
1171,10,empty,empty,empty,20224
1171,11,empty,empty,empty,20512
1171,3,empty,empty,empty,20530
1171,3,empty,empty,1,6466
1171,3,518,6415,empty,empty
1171,11,empty,empty,empty,21386
1172,3,empty,empty,1,6466
1172,3,518,6416,empty,empty
1172,3,empty,empty,empty,20530
1173,3,empty,empty,empty,20530
1173,3,empty,empty,1,6411
1174,10,empty,empty,empty,20214
1174,3,empty,empty,1,6409
1175,3,empty,empty,1,6410
1176,3,empty,empty,1,6411
