宝石ID,宝石名称,宝石图标,原石ID组,最高品级,灵气上限,升级灵气条件,1级属性组,2级属性组,3级属性组,4级属性组,5级属性组,6级属性组,陈旧属性组,原石外观,开窗外观,1级外观(模型ID),2级外观,3级外观,4级外观,5级外观,6级外观,陈旧外观,出售价,增加抛光进度上限,消耗总金币,消耗总点券,增加进度值,2倍暴击率,5倍暴击率,10倍暴击率
725,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
726,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
727,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
728,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
729,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
730,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
731,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
732,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
733,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
734,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
735,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
736,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
737,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
738,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
739,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
740,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
741,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
742,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
743,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
744,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
745,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
746,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
747,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
748,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
749,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
750,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
751,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
752,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
753,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
754,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
755,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
756,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
757,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
758,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
759,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
760,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
761,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
762,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
763,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
764,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
765,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
766,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
767,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
768,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
769,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
770,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
771,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
772,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
773,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
774,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
775,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
776,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
777,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
778,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
779,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
780,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
781,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
782,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
783,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
784,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
785,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
786,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
787,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
788,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
789,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
790,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
791,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
792,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
793,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
794,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
795,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
796,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
797,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
798,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
799,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
800,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
801,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
802,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
803,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
804,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
805,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
806,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
807,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
808,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
809,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
810,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
811,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
812,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
813,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
814,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
815,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
816,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
817,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
818,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
819,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
820,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
821,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
822,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
823,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
824,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
825,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
826,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
827,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
828,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
829,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
830,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
831,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
832,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
833,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
834,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
835,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
836,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
837,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
838,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
839,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
840,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
841,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
842,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
843,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
844,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
845,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
846,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
847,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
848,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
849,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
850,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
851,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
852,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
853,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
854,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
855,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
856,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
857,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
858,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
859,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
860,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
861,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
862,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
863,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
864,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
865,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
866,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
867,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
868,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
869,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
870,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
