奖励ID,奖励名称,奖励图标,品质,奖励描述,广播标识,奖励类型(1召唤师经验2绑金3英雄4固定核晶5固定基因样本6随机基因样本7天赋8宝箱9特殊物品(例如改名卡、刷新卡牌商店)10增益卡11XP技能12皮肤13水晶14水晶模组15任务搜索次数16表情包),圆饼拖尾光效,模型底座光效,模型底座外发光光效,参数1（英雄ID）,参数2（皮肤ID）,参数3,参数4,参数5,备注
2130,基因样本：狂野紫罗兰,1,3,购买获得英雄基因样本：狂野紫罗兰,,5,13,19,25,30,1,,,,
2131,基因样本：龙猫萝莉,1,3,购买获得英雄基因样本：龙猫萝莉,,5,13,19,25,31,1,,,,
2132,基因样本：北海鱼姬,1,3,购买获得英雄基因样本：北海鱼姬,,5,13,19,25,32,1,,,,
2133,基因样本：芳野鹿灵,1,3,购买获得英雄基因样本：芳野鹿灵,,5,13,19,25,33,1,,,,
2134,基因样本：铁拳兽宝,1,3,购买获得英雄基因样本：铁拳兽宝,,5,13,19,25,34,1,,,,
2135,基因样本：蓝翼切割者,1,3,购买获得英雄基因样本：蓝翼切割者,,5,13,19,25,35,1,,,,
2136,基因样本：银河战警,1,3,购买获得英雄基因样本：银河战警,,5,13,19,25,36,1,,,,
2137,基因样本：光子跃迁者,1,3,购买获得英雄基因样本：光子跃迁者,,5,13,19,25,37,1,,,,
2138,基因样本：末日战甲,1,3,购买获得英雄基因样本：末日战甲,,5,13,19,25,38,1,,,,
2139,基因样本：邪能恶魔,1,3,购买获得英雄基因样本：邪能恶魔,,5,13,19,25,39,1,,,,
2140,基因样本：傀儡双骄,1,3,购买获得英雄基因样本：傀儡双骄,,5,13,19,25,40,1,,,,
2141,基因样本：契约者,1,3,购买获得英雄基因样本：契约者,,5,13,19,25,41,1,,,,
2142,基因样本：战争祸源,1,3,购买获得英雄基因样本：战争祸源,,5,13,19,25,42,1,,,,
2400,皮肤：绿色潜艇,1,3,购买获得皮肤：绿色潜艇,,12,13,19,25,20,47,0,,,
2401,皮肤：草莓蛋糕,1,3,购买获得皮肤：草莓蛋糕,,12,13,19,25,14,59,0,,,
2402,皮肤：越狱猛男,1,3,购买获得皮肤：越狱猛男,,12,13,19,25,5,58,0,,,
2403,皮肤：碳烤大师,1,3,购买获得皮肤：碳烤大师,,12,13,19,25,13,60,0,,,
2404,皮肤：刺身达人,1,3,购买获得绯樱剑客皮肤：刺身达人,,12,13,19,25,4,62,0,,,
2405,皮肤：合金战士,1,3,购买获得皮肤：合金战士,,12,13,19,25,8,66,0,,,
2406,皮肤：合金利刃,1,3,购买获得皮肤：合金利刃,,12,13,19,25,24,65,0,,,
2407,皮肤：糖果白兔,1,3,购买获得皮肤：糖果白兔,,12,13,19,25,7,67,0,,,
2408,皮肤：海盗船长,1,3,购买获得皮肤：海盗船长,,12,13,19,25,28,68,0,,,
3001,特殊商品_改名卡,1,1,奖励暂无,,9,11,17,23,1,,,,,
3002,特殊商品_刷新卡牌商店,1,1,奖励暂无,,9,11,17,23,1,,,,,
3003,核晶模组,1,4,增加一个核晶模组,,14,12,18,24,1,,,,,
3004,特殊商品_刷新任务,1,1,奖励暂无,,9,11,17,23,1,,,,,
3400,可爱箭灵表情包,1,3,购买获得8枚追风箭灵可爱表情,,16,11,17,23,2,,,,,
3501,2倍金币单次增益卡,3,1,奖励暂无,,10,11,17,23,1,,,,,
3502,2倍金币1天增益卡,3,1,奖励暂无,,10,11,17,23,2,,,,,
3503,2倍金币3天增益卡,3,1,奖励暂无,,10,11,17,23,3,,,,,
3504,2倍金币7天增益卡,3,1,奖励暂无,,10,11,17,23,4,,,,,
3505,2倍角色经验单次增益卡,2,1,奖励暂无,,10,11,17,23,5,,,,,
3506,2倍角色经验1天增益卡,2,1,奖励暂无,,10,11,17,23,6,,,,,
3507,2倍角色经验3天增益卡,2,1,奖励暂无,,10,11,17,23,7,,,,,
3508,2倍角色经验7天增益卡,2,1,奖励暂无,,10,11,17,23,8,,,,,
3509,2倍英雄经验单次增益卡,1,1,奖励暂无,,10,11,17,23,9,,,,,
3510,2倍英雄经验1天增益卡,1,1,奖励暂无,,10,11,17,23,10,,,,,
3511,2倍英雄经验3天增益卡,1,1,奖励暂无,,10,11,17,23,11,,,,,
3512,2倍英雄经验7天增益卡,1,1,奖励暂无,,10,11,17,23,12,,,,,
3513,100金币,1,1,购买获得100金币,,2,11,17,23,100,,,,,
3800,终结技：灭神箭,4,6,追风箭灵终结技：追风箭灵借自然之灵与先祖之魂的力量，汇聚成一发冰冷而致命的灭神箭！,,11,10,16,22,2,103,,,,
3801,终结技：炎魔灭世,10,6,绯红之焰终结技：绯红之焰召唤炎魔之力，让火焰侵袭整个大地！,,11,10,16,22,3,1135,,,,
3802,终结技：樱花绝影阵,9,6,绯樱剑客终结技：传承自东方的秘术，以樱之力束缚敌人，对其造成致命伤害！,,11,10,16,22,4,1095,,,,
3803,终结技：又见飞鹰,14,6,蛮族之刃终结技：飞鹰！又见飞鹰！用迅捷凶猛的弯刀对区域内所有敌人造成致命伤害！,,11,10,16,22,8,381,,,,
3804,终结技：帝国审判,6,6,帝国之剑终结技：正义与荣耀，审判与毁灭。帝国之剑搅动起天地的怒意，共同惩灭眼前的敌人！,,11,10,16,22,9,274,,,,
3805,终结技：破军枪阵,5,6,灭世枪神终结技：一枪在手，纵千万人在前亦无惧矣。以破军之势消灭前方敌人！,,11,10,16,22,10,526,,,,
3806,终结技：魔法之源,12,6,暗裔魔法师终结技：凝聚强大而纯粹的暗裔魔法毁灭一切！,,11,10,16,22,11,1118,,,,
3807,终结技：火神降临,13,6,圣焰之手终结技：觉醒体内的火凤之力，燎原破天,,11,10,16,22,12,760,,,,
3808,终结技：钢铁重组,11,6,钢铁纪元终结技：钢铁纪元从人型机甲变为更令人畏惧的人间兵器——坦克！,,11,10,16,22,20,1108,,,,
4001,终结技：最终天堂,2,4,风月游侠终结技：最终天堂,,11,12,18,24,1,1075,,,,
4002,终结技：终焉之歌,7,5,风月游侠终结技：终焉之歌,,11,14,20,26,1,1074,,,,
4003,终结技：最终天堂,2,4,追风箭灵终结技：最终天堂,,11,12,18,24,2,1075,,,,
4004,终结技：终焉之歌,7,5,追风箭灵终结技：终焉之歌,,11,14,20,26,2,1074,,,,
4005,终结技：最终天堂,2,4,绯红之焰终结技：最终天堂,,11,12,18,24,3,1075,,,,
4006,终结技：终焉之歌,7,5,绯红之焰终结技：终焉之歌,,11,14,20,26,3,1074,,,,
4007,终结技：最终天堂,2,4,绯樱剑客终结技：最终天堂,,11,12,18,24,4,1075,,,,
4008,终结技：终焉之歌,7,5,绯樱剑客终结技：终焉之歌,,11,14,20,26,4,1074,,,,
4009,终结技：最终天堂,2,4,狂野巨盾终结技：最终天堂,,11,12,18,24,5,1075,,,,
4010,终结技：终焉之歌,7,5,狂野巨盾终结技：终焉之歌,,11,14,20,26,5,1074,,,,
4011,终结技：最终天堂,2,4,深海蛙王终结技：最终天堂,,11,12,18,24,6,1075,,,,
4012,终结技：终焉之歌,7,5,深海蛙王终结技：终焉之歌,,11,14,20,26,6,1074,,,,
4013,终结技：最终天堂,2,4,花仙子终结技：最终天堂,,11,12,18,24,7,1075,,,,
4014,终结技：终焉之歌,7,5,花仙子终结技：终焉之歌,,11,14,20,26,7,1074,,,,
4015,终结技：最终天堂,2,4,蛮族之刃终结技：最终天堂,,11,12,18,24,8,1075,,,,
4016,终结技：终焉之歌,7,5,蛮族之刃终结技：终焉之歌,,11,14,20,26,8,1074,,,,
4017,终结技：最终天堂,2,4,帝国之剑终结技：最终天堂,,11,12,18,24,9,1075,,,,
4018,终结技：终焉之歌,7,5,帝国之剑终结技：终焉之歌,,11,14,20,26,9,1074,,,,
4019,终结技：最终天堂,2,4,灭世枪神终结技：最终天堂,,11,12,18,24,10,1075,,,,
4020,终结技：终焉之歌,7,5,灭世枪神终结技：终焉之歌,,11,14,20,26,10,1074,,,,
4021,终结技：最终天堂,2,4,暗裔魔法师终结技：最终天堂,,11,12,18,24,11,1075,,,,
4022,终结技：终焉之歌,7,5,暗裔魔法师终结技：终焉之歌,,11,14,20,26,11,1074,,,,
4023,终结技：最终天堂,2,4,圣焰之手终结技：最终天堂,,11,12,18,24,12,1075,,,,
4024,终结技：终焉之歌,7,5,圣焰之手终结技：终焉之歌,,11,14,20,26,12,1074,,,,
4025,终结技：最终天堂,2,4,中土之王终结技：最终天堂,,11,12,18,24,13,1075,,,,
4026,终结技：终焉之歌,7,5,中土之王终结技：终焉之歌,,11,14,20,26,13,1074,,,,
4027,终结技：最终天堂,2,4,轻灵蔷薇终结技：最终天堂,,11,12,18,24,14,1075,,,,
4028,终结技：终焉之歌,7,5,轻灵蔷薇终结技：终焉之歌,,11,14,20,26,14,1074,,,,
4029,终结技：最终天堂,2,4,生化魔人终结技：最终天堂,,11,12,18,24,15,1075,,,,
4030,终结技：终焉之歌,7,5,生化魔人终结技：终焉之歌,,11,14,20,26,15,1074,,,,
4031,终结技：最终天堂,2,4,异域狼灵终结技：最终天堂,,11,12,18,24,16,1075,,,,
4032,终结技：终焉之歌,7,5,异域狼灵终结技：终焉之歌,,11,14,20,26,16,1074,,,,
4033,终结技：最终天堂,2,4,虚空邪镰终结技：最终天堂,,11,12,18,24,17,1075,,,,
4034,终结技：终焉之歌,7,5,虚空邪镰终结技：终焉之歌,,11,14,20,26,17,1074,,,,
4035,终结技：最终天堂,2,4,圣枪战姬终结技：最终天堂,,11,12,18,24,18,1075,,,,
4036,终结技：终焉之歌,7,5,圣枪战姬终结技：终焉之歌,,11,14,20,26,18,1074,,,,
4037,终结技：最终天堂,2,4,风暴龙灵终结技：最终天堂,,11,12,18,24,19,1075,,,,
4038,终结技：终焉之歌,7,5,风暴龙灵终结技：终焉之歌,,11,14,20,26,19,1074,,,,
4039,终结技：最终天堂,2,4,钢铁纪元终结技：最终天堂,,11,12,18,24,20,1075,,,,
4040,终结技：终焉之歌,7,5,钢铁纪元终结技：终焉之歌,,11,14,20,26,20,1074,,,,
4041,终结技：最终天堂,2,4,深渊领主终结技：最终天堂,,11,12,18,24,21,1075,,,,
4042,终结技：终焉之歌,7,5,深渊领主终结技：终焉之歌,,11,14,20,26,21,1074,,,,
4043,终结技：最终天堂,2,4,唤潮小鱼人终结技：最终天堂,,11,12,18,24,22,1075,,,,
4044,终结技：终焉之歌,7,5,唤潮小鱼人终结技：终焉之歌,,11,14,20,26,22,1074,,,,
4045,终结技：最终天堂,2,4,魅眼神狙终结技：最终天堂,,11,12,18,24,23,1075,,,,
4046,终结技：终焉之歌,7,5,魅眼神狙终结技：终焉之歌,,11,14,20,26,23,1074,,,,
4047,终结技：最终天堂,2,4,幻影利刃终结技：最终天堂,,11,12,18,24,24,1075,,,,
4048,终结技：终焉之歌,7,5,幻影利刃终结技：终焉之歌,,11,14,20,26,24,1074,,,,
4049,终结技：最终天堂,2,4,时空幻象终结技：最终天堂,,11,12,18,24,25,1075,,,,
4050,终结技：终焉之歌,7,5,时空幻象终结技：终焉之歌,,11,14,20,26,25,1074,,,,
4051,终结技：最终天堂,2,4,凛冬战魂终结技：最终天堂,,11,12,18,24,26,1075,,,,
4052,终结技：终焉之歌,7,5,凛冬战魂终结技：终焉之歌,,11,14,20,26,26,1074,,,,
4053,终结技：最终天堂,2,4,傲世神拳终结技：最终天堂,,11,12,18,24,27,1075,,,,
4054,终结技：终焉之歌,7,5,傲世神拳终结技：终焉之歌,,11,14,20,26,27,1074,,,,
4055,终结技：最终天堂,2,4,火炮男爵终结技：最终天堂,,11,12,18,24,28,1075,,,,
4056,终结技：终焉之歌,7,5,火炮男爵终结技：终焉之歌,,11,14,20,26,28,1074,,,,
4057,终结技：最终天堂,2,4,电竞小子终结技：最终天堂,,11,12,18,24,29,1075,,,,
4058,终结技：终焉之歌,7,5,电竞小子终结技：终焉之歌,,11,14,20,26,29,1074,,,,
4059,终结技：最终天堂,2,4,火炮男爵终结技：最终天堂,,11,12,18,24,30,1075,,,,
4060,终结技：终焉之歌,7,5,火炮男爵终结技：终焉之歌,,11,14,20,26,30,1074,,,,
4061,终结技：终焉之歌,7,5,风月游侠终结技：流星火雨,,11,14,20,26,1,298,,,,
4062,终结技：流星火雨,3,3,追风箭灵终结技：流星火雨,,11,13,19,25,2,298,,,,
4063,终结技：流星火雨,3,3,绯红之焰终结技：流星火雨,,11,13,19,25,3,298,,,,
4064,终结技：流星火雨,3,3,绯樱剑客终结技：流星火雨,,11,13,19,25,4,298,,,,
4065,终结技：流星火雨,3,3,狂野巨盾终结技：流星火雨,,11,13,19,25,5,298,,,,
4066,终结技：流星火雨,3,3,深海蛙王终结技：流星火雨,,11,13,19,25,6,298,,,,
4067,终结技：流星火雨,3,3,花仙子终结技：流星火雨,,11,13,19,25,7,298,,,,
4068,终结技：流星火雨,3,3,蛮族之刃终结技：流星火雨,,11,13,19,25,8,298,,,,
4069,终结技：流星火雨,3,3,帝国之剑终结技：流星火雨,,11,13,19,25,9,298,,,,
4070,终结技：流星火雨,3,3,灭世枪神终结技：流星火雨,,11,13,19,25,10,298,,,,
4071,终结技：流星火雨,3,3,暗裔魔法师终结技：流星火雨,,11,13,19,25,11,298,,,,
4072,终结技：流星火雨,3,3,圣焰之手终结技：流星火雨,,11,13,19,25,12,298,,,,
4073,终结技：流星火雨,3,3,中土之王终结技：流星火雨,,11,13,19,25,13,298,,,,
4074,终结技：流星火雨,3,3,轻灵蔷薇终结技：流星火雨,,11,13,19,25,14,298,,,,
4075,终结技：流星火雨,3,3,生化魔人终结技：流星火雨,,11,13,19,25,15,298,,,,
4076,终结技：流星火雨,3,3,异域狼灵终结技：流星火雨,,11,13,19,25,16,298,,,,
4077,终结技：流星火雨,3,3,虚空邪镰终结技：流星火雨,,11,13,19,25,17,298,,,,
4078,终结技：流星火雨,3,3,圣枪战姬终结技：流星火雨,,11,13,19,25,18,298,,,,
4079,终结技：流星火雨,3,3,风暴龙灵终结技：流星火雨,,11,13,19,25,19,298,,,,
4080,终结技：流星火雨,3,3,钢铁纪元终结技：流星火雨,,11,13,19,25,20,298,,,,
4081,终结技：流星火雨,3,3,深渊领主终结技：流星火雨,,11,13,19,25,21,298,,,,
4082,终结技：流星火雨,3,3,唤潮小鱼人终结技：流星火雨,,11,13,19,25,22,298,,,,
4083,终结技：流星火雨,3,3,魅眼神狙终结技：流星火雨,,11,13,19,25,23,298,,,,
4084,终结技：流星火雨,3,3,幻影利刃终结技：流星火雨,,11,13,19,25,24,298,,,,
4085,终结技：流星火雨,3,3,时空幻象终结技：流星火雨,,11,13,19,25,25,298,,,,
4086,终结技：流星火雨,3,3,凛冬战魂终结技：流星火雨,,11,13,19,25,26,298,,,,
4087,终结技：流星火雨,3,3,傲世神拳终结技：流星火雨,,11,13,19,25,27,298,,,,
4088,终结技：流星火雨,3,3,火炮男爵终结技：流星火雨,,11,13,19,25,28,298,,,,
4089,终结技：流星火雨,3,3,电竞小子终结技：流星火雨,,11,13,19,25,29,298,,,,
4090,终结技：流星火雨,3,3,火炮射手终结技：流星火雨,,11,13,19,25,30,298,,,,
4091,终结技：流星火雨,3,3,新手英雄终结技：流星火雨,,11,13,19,25,31,298,,,,
4092,终结技：流星火雨,3,3,御魂游神终结技：流星火雨,,11,13,19,25,32,298,,,,
4093,终结技：流星火雨,3,3,芳野鹿灵终结技：流星火雨,,11,13,19,25,33,298,,,,
4094,终结技：流星火雨,3,3,兽王终结技：流星火雨,,11,13,19,25,34,298,,,,
4095,终结技：流星火雨,3,3,蓝翼切割者终结技：流星火雨,,11,13,19,25,35,298,,,,
4096,终结技：流星火雨,3,3,火炮男爵终结技：流星火雨,,11,13,19,25,36,298,,,,
4097,终结技：最终天堂,2,4,新手英雄终结技：最终天堂,,11,12,18,24,31,1075,,,,
4098,终结技：最终天堂,2,4,御魂游神终结技：最终天堂,,11,12,18,24,32,1075,,,,
4099,终结技：最终天堂,2,4,芳野鹿灵终结技：最终天堂,,11,12,18,24,33,1075,,,,
4100,终结技：最终天堂,2,4,兽王终结技：最终天堂,,11,12,18,24,34,1075,,,,
4101,终结技：最终天堂,2,4,蓝翼切割者终结技：最终天堂,,11,12,18,24,35,1075,,,,
4102,终结技：最终天堂,2,4,火炮男爵终结技：最终天堂,,11,12,18,24,36,1075,,,,
4103,终结技：终焉之歌,7,5,新手英雄终结技：终焉之歌,,11,14,20,26,31,1074,,,,
4104,终结技：终焉之歌,7,5,御魂游神终结技：终焉之歌,,11,14,20,26,32,1074,,,,
4105,终结技：终焉之歌,7,5,芳野鹿灵终结技：终焉之歌,,11,14,20,26,33,1074,,,,
4106,终结技：终焉之歌,7,5,兽王终结技：终焉之歌,,11,14,20,26,34,1074,,,,
4107,终结技：终焉之歌,7,5,蓝翼切割者终结技：终焉之歌,,11,14,20,26,35,1074,,,,
4108,终结技：终焉之歌,7,5,火炮男爵终结技：终焉之歌,,11,14,20,26,36,1074,,,,
4109,终结技：最终天堂,2,4,光子跃迁者终结技：最终天堂,,11,12,18,24,37,1075,,,,
4110,终结技：最终天堂,2,4,末日战甲终结技：最终天堂,,11,12,18,24,38,1075,,,,
4111,终结技：最终天堂,2,4,邪能恶魔终结技：最终天堂,,11,12,18,24,39,1075,,,,
4112,终结技：最终天堂,2,4,傀儡双骄终结技：最终天堂,,11,12,18,24,40,1075,,,,
4113,终结技：最终天堂,2,4,契约者终结技：最终天堂,,11,12,18,24,41,1075,,,,
4114,终结技：最终天堂,2,4,战争祸源终结技：最终天堂,,11,12,18,24,42,1075,,,,
4115,终结技：流星火雨,3,3,光子跃迁者终结技：流星火雨,,11,13,19,25,37,298,,,,
4116,终结技：流星火雨,3,3,末日战甲终结技：流星火雨,,11,13,19,25,38,298,,,,
4117,终结技：流星火雨,3,3,邪能恶魔终结技：流星火雨,,11,13,19,25,39,298,,,,
4118,终结技：流星火雨,3,3,傀儡双骄终结技：流星火雨,,11,13,19,25,40,298,,,,
4119,终结技：流星火雨,3,3,契约者终结技：流星火雨,,11,13,19,25,41,298,,,,
4120,终结技：流星火雨,3,3,战争祸源终结技：流星火雨,,11,13,19,25,42,298,,,,
4121,终结技：终焉之歌,3,3,光子跃迁者终结技：终焉之歌,,11,14,20,26,37,1074,,,,
4122,终结技：终焉之歌,3,3,末日战甲终结技：终焉之歌,,11,14,20,26,38,1074,,,,
4123,终结技：终焉之歌,3,3,邪能恶魔终结技：终焉之歌,,11,14,20,26,39,1074,,,,
4124,终结技：终焉之歌,3,3,傀儡双骄终结技：终焉之歌,,11,14,20,26,40,1074,,,,
4125,终结技：终焉之歌,3,3,契约者终结技：终焉之歌,,11,14,20,26,41,1074,,,,
4126,终结技：终焉之歌,3,3,战争祸源终结技：终焉之歌,,11,14,20,26,42,1074,,,,
4501,[普通]生命核晶,186,2,生命值+0.9%,,13,9,15,21,1,2,0,1,,
4502,[普通]智慧核晶,186,2,法穿+1.1,,13,9,15,21,2,2,0,1,,
4503,[普通]智慧核晶,186,2,法强+2.8,,13,9,15,21,3,2,0,1,,
4504,[普通]智慧核晶,186,2,法术吸血+1.5%,,13,9,15,21,4,2,0,1,,
4505,[普通]英勇核晶,186,2,攻击+1.7,,13,9,15,21,5,2,0,1,,
4506,[普通]大地核晶,186,2,护甲+3,,13,9,15,21,6,2,0,1,,
4507,[普通]庇护核晶,186,2,受法术伤害-1.2%,,13,9,15,21,7,2,0,1,,
4508,[普通]庇护核晶,186,2,魔抗+3,,13,9,15,21,8,2,0,1,,
4509,[普通]大地核晶,186,2,受物理伤害-2%,,13,9,15,21,9,2,0,1,,
4510,[普通]生命核晶,186,2,生命值+22.5,,13,9,15,21,10,2,0,1,,
4511,[普通]英勇核晶,186,2,物穿+1.1,,13,9,15,21,11,2,0,1,,
4512,[普通]英勇核晶,186,2,物理吸血+0.8%,,13,9,15,21,12,2,0,1,,
4513,[优质]生命核晶,187,3,生命值+26.3<br>攻击+1%,,13,13,19,25,13,3,0,1,,
4514,[优质]大地核晶,187,3,护甲+3.5<br>生命值+1.1%,,13,13,19,25,14,3,0,1,,
4515,[优质]庇护核晶,187,3,魔抗+3.5<br>生命值+1.1%,,13,13,19,25,15,3,0,1,,
4516,[优质]智慧核晶,187,3,法强+3.2<br>法穿+2%,,13,13,19,25,16,3,0,1,,
4517,[优质]英勇核晶,187,3,攻击+2<br>物穿+1.6%,,13,13,19,25,17,3,0,1,,
4518,[优质]智慧核晶,187,3,法强+3.2<br>法穿+1.3,,13,13,19,25,18,3,0,1,,
4519,[优质]智慧核晶,187,3,法强+3.2<br>法术吸血+1.8%,,13,13,19,25,19,3,0,1,,
4520,[优质]英勇核晶,187,3,攻击+2<br>护甲+3.5,,13,13,19,25,20,3,0,1,,
4521,[优质]智慧核晶,187,3,法强+3.2<br>技能伤害+1.8%,,13,13,19,25,21,3,0,1,,
4522,[优质]英勇核晶,187,3,攻击+2<br>技能伤害+1.8%,,13,13,19,25,22,3,0,1,,
4523,[优质]庇护核晶,187,3,魔抗+3.5<br>受法术伤害-1.4%,,13,13,19,25,23,3,0,1,,
4524,[优质]智慧核晶,187,3,法强+3.2<br>魔抗+3.5,,13,13,19,25,24,3,0,1,,
4525,[优质]大地核晶,187,3,护甲+3.5<br>魔抗+3.5,,13,13,19,25,25,3,0,1,,
4526,[优质]大地核晶,187,3,护甲+3.5<br>受物理伤害-2.3%,,13,13,19,25,26,3,0,1,,
4527,[优质]大地核晶,187,3,护甲+3.5<br>生命值+26.3,,13,13,19,25,27,3,0,1,,
4528,[优质]庇护核晶,187,3,魔抗+3.5<br>生命值+26.3,,13,13,19,25,28,3,0,1,,
4529,[优质]英勇核晶,187,3,攻击+2<br>物穿+1.3,,13,13,19,25,29,3,0,1,,
4530,[优质]英勇核晶,187,3,攻击+2<br>物理吸血+0.9%,,13,13,19,25,30,3,0,1,,
4531,[完美]生命核晶,188,4,生命值+30<br>攻击+1.1%,,13,12,18,24,31,4,0,1,,
4532,[完美]大地核晶,188,4,护甲+4<br>生命值+1.2%,,13,12,18,24,32,4,0,1,,
4533,[完美]庇护核晶,188,4,魔抗+4<br>生命值+1.2%,,13,12,18,24,33,4,0,1,,
4534,[完美]智慧核晶,188,4,法强+3.7<br>法穿+2.3%,,13,12,18,24,34,4,0,1,,
4535,[完美]智慧核晶,188,4,法强+3.7<br>法穿+1.5,,13,12,18,24,35,4,0,1,,
4536,[完美]智慧核晶,188,4,法强+3.7<br>法术吸血+2%,,13,12,18,24,36,4,0,1,,
4537,[完美]智慧核晶,188,4,法强+3.7<br>技能伤害+2%,,13,12,18,24,37,4,0,1,,
4538,[完美]英勇核晶,188,4,攻击+2.3<br>技能伤害+2%,,13,12,18,24,38,4,0,1,,
4539,[完美]庇护核晶,188,4,魔抗+4<br>受法术伤害-1.6%,,13,12,18,24,39,4,0,1,,
4540,[完美]英勇核晶,188,4,攻击+2.3<br>普攻系数+3.2%,,13,12,18,24,40,4,0,1,,
4541,[完美]大地核晶,188,4,护甲+4<br>受物理伤害-2.7%,,13,12,18,24,41,4,0,1,,
4542,[完美]英勇核晶,188,4,攻击+2.3<br>物穿+1.5,,13,12,18,24,42,4,0,1,,
4543,[完美]英勇核晶,188,4,攻击+2.3<br>物理吸血+1.1%,,13,12,18,24,43,4,0,1,,
4544,[史诗]生命核晶,189,5,生命值+33.8<br>攻击+1.3%<br>法力回复+2%,,13,14,20,26,44,5,0,1,,
4545,[史诗]生命核晶,189,5,生命值+33.8<br>攻击+1.3%<br>生命回复+2%,,13,14,20,26,45,5,0,1,,
4546,[史诗]生命核晶,189,5,生命值+33.8<br>攻击+1.3%<br>移动速度+0.2%,,13,14,20,26,46,5,0,1,,
4547,[史诗]生命核晶,189,5,生命值+33.8<br>攻击+1.3%<br>最大体力+2,,13,14,20,26,47,5,0,1,,
4548,[史诗]大地核晶,189,5,护甲+4.5<br>生命值+1.4%<br>法力回复+2%,,13,14,20,26,48,5,0,1,,
4549,[史诗]庇护核晶,189,5,魔抗+4.5<br>生命值+1.4%<br>法力回复+2%,,13,14,20,26,49,5,0,1,,
4550,[史诗]大地核晶,189,5,护甲+4.5<br>生命值+1.4%<br>生命回复+2%,,13,14,20,26,50,5,0,1,,
4551,[史诗]庇护核晶,189,5,魔抗+4.5<br>生命值+1.4%<br>生命回复+2%,,13,14,20,26,51,5,0,1,,
4552,[史诗]大地核晶,189,5,护甲+4.5<br>生命值+1.4%<br>移动速度+0.2%,,13,14,20,26,52,5,0,1,,
4553,[史诗]庇护核晶,189,5,魔抗+4.5<br>生命值+1.4%<br>移动速度+0.2%,,13,14,20,26,53,5,0,1,,
4554,[史诗]大地核晶,189,5,护甲+4.5<br>生命值+1.4%<br>最大体力+2,,13,14,20,26,54,5,0,1,,
4555,[史诗]庇护核晶,189,5,魔抗+4.5<br>生命值+1.4%<br>最大体力+2,,13,14,20,26,55,5,0,1,,
4556,[史诗]智慧核晶,189,5,法强+4.1<br>法穿+2.6%<br>法力回复+2%,,13,14,20,26,56,5,0,1,,
4557,[史诗]智慧核晶,189,5,法强+4.1<br>法穿+2.6%<br>生命回复+2%,,13,14,20,26,57,5,0,1,,
4558,[史诗]智慧核晶,189,5,法强+4.1<br>法穿+2.6%<br>移动速度+0.2%,,13,14,20,26,58,5,0,1,,
4559,[史诗]智慧核晶,189,5,法强+4.1<br>法穿+2.6%<br>最大体力+2,,13,14,20,26,59,5,0,1,,
4560,[史诗]生命核晶,189,5,生命值+33.8<br>物穿+2%<br>法力回复+2%,,13,14,20,26,60,5,0,1,,
4561,[史诗]生命核晶,189,5,生命值+33.8<br>物穿+2%<br>生命回复+2%,,13,14,20,26,61,5,0,1,,
4562,[史诗]生命核晶,189,5,生命值+33.8<br>物穿+2%<br>移动速度+0.2%,,13,14,20,26,62,5,0,1,,
4563,[史诗]生命核晶,189,5,生命值+33.8<br>物穿+2%<br>最大体力+2,,13,14,20,26,63,5,0,1,,
4564,[史诗]智慧核晶,189,5,法强+4.1<br>法穿+1.6<br>法力回复+2%,,13,14,20,26,64,5,0,1,,
4565,[史诗]智慧核晶,189,5,法强+4.1<br>法穿+1.6<br>生命回复+2%,,13,14,20,26,65,5,0,1,,
4566,[史诗]智慧核晶,189,5,法强+4.1<br>法穿+1.6<br>移动速度+0.2%,,13,14,20,26,66,5,0,1,,
4567,[史诗]智慧核晶,189,5,法强+4.1<br>法穿+1.6<br>最大体力+2,,13,14,20,26,67,5,0,1,,
4568,[史诗]智慧核晶,189,5,法强+4.1<br>法术吸血+2.3%<br>法力回复+2%,,13,14,20,26,68,5,0,1,,
4569,[史诗]智慧核晶,189,5,法强+4.1<br>法术吸血+2.3%<br>生命回复+2%,,13,14,20,26,69,5,0,1,,
4570,[史诗]智慧核晶,189,5,法强+4.1<br>法术吸血+2.3%<br>移动速度+0.2%,,13,14,20,26,70,5,0,1,,
4571,[史诗]智慧核晶,189,5,法强+4.1<br>法术吸血+2.3%<br>最大体力+2,,13,14,20,26,71,5,0,1,,
4572,[史诗]智慧核晶,189,5,法强+4.1<br>技能伤害+2.3%<br>法力回复+2%,,13,14,20,26,72,5,0,1,,
4573,[史诗]英勇核晶,189,5,攻击+2.6<br>技能伤害+2.3%<br>法力回复+2%,,13,14,20,26,73,5,0,1,,
4574,[史诗]智慧核晶,189,5,法强+4.1<br>技能伤害+2.3%<br>生命回复+2%,,13,14,20,26,74,5,0,1,,
4575,[史诗]英勇核晶,189,5,攻击+2.6<br>技能伤害+2.3%<br>生命回复+2%,,13,14,20,26,75,5,0,1,,
4576,[史诗]智慧核晶,189,5,法强+4.1<br>技能伤害+2.3%<br>移动速度+0.2%,,13,14,20,26,76,5,0,1,,
4577,[史诗]英勇核晶,189,5,攻击+2.6<br>技能伤害+2.3%<br>移动速度+0.2%,,13,14,20,26,77,5,0,1,,
