成长属性ID,星级血量,星级血量成长,星级血量成长率,星级血量成长率成长,星级魔法,星级魔法成长,星级魔法成长率,星级魔法成长率成长,星级物理攻击,星级物理攻击成长,星级物理攻击成长率,星级物理攻击成长率成长,星级法术攻击,星级法术攻击成长,星级法术攻击成长率,星级法术攻击成长率成长,星级物理防御,星级物理防御成长,星级物理防御成长率,星级物理防御成长率成长,星级法术防御,星级法术防御成长,星级法术防御成长率,星级法术防御成长率成长
1808,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
1809,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
1810,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
1811,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
1812,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
1813,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
1814,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
1815,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
1816,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
1817,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
1818,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
1819,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
1820,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
1821,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
1822,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
1823,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
1824,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
1825,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
1826,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
1827,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
1828,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
1829,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
1830,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
1901,0,0,30,0,0,0,20,0,0,0,0,0,0,0,9.22,0,0,0,2,0,0,0,2,0
1902,0,0,60,0,0,0,40,0,0,0,0,0,0,0,18.43,0,0,0,4,0,0,0,4,0
1903,0,0,90,0,0,0,60,0,0,0,0,0,0,0,27.65,0,0,0,6,0,0,0,6,0
1904,0,0,120,0,0,0,80,0,0,0,0,0,0,0,36.87,0,0,0,8,0,0,0,8,0
1905,0,0,150,0,0,0,100,0,0,0,0,0,0,0,46.08,0,0,0,10,0,0,0,10,0
1906,0,0,180,0,0,0,120,0,0,0,0,0,0,0,55.3,0,0,0,12,0,0,0,12,0
1907,0,0,210,0,0,0,140,0,0,0,0,0,0,0,64.52,0,0,0,14,0,0,0,14,0
1908,0,0,240,0,0,0,160,0,0,0,0,0,0,0,73.73,0,0,0,16,0,0,0,16,0
1909,0,0,270,0,0,0,180,0,0,0,0,0,0,0,82.95,0,0,0,18,0,0,0,18,0
1910,0,0,300,0,0,0,200,0,0,0,0,0,0,0,92.17,0,0,0,20,0,0,0,20,0
1911,0,0,330,0,0,0,220,0,0,0,0,0,0,0,101.38,0,0,0,22,0,0,0,22,0
1912,0,0,360,0,0,0,240,0,0,0,0,0,0,0,110.6,0,0,0,24,0,0,0,24,0
1913,0,0,390,0,0,0,260,0,0,0,0,0,0,0,119.82,0,0,0,26,0,0,0,26,0
1914,0,0,419,0,0,0,280,0,0,0,0,0,0,0,129.03,0,0,0,28,0,0,0,28,0
1915,0,0,449,0,0,0,300,0,0,0,0,0,0,0,138.25,0,0,0,30,0,0,0,30,0
1916,0,0,479,0,0,0,320,0,0,0,0,0,0,0,147.47,0,0,0,32,0,0,0,32,0
1917,0,0,509,0,0,0,340,0,0,0,0,0,0,0,156.68,0,0,0,34,0,0,0,34,0
1918,0,0,539,0,0,0,360,0,0,0,0,0,0,0,165.9,0,0,0,36,0,0,0,36,0
1919,0,0,569,0,0,0,380,0,0,0,0,0,0,0,175.12,0,0,0,38,0,0,0,38,0
1920,0,0,599,0,0,0,400,0,0,0,0,0,0,0,184.33,0,0,0,40,0,0,0,40,0
1921,0,0,629,0,0,0,420,0,0,0,0,0,0,0,193.55,0,0,0,42,0,0,0,42,0
1922,0,0,659,0,0,0,440,0,0,0,0,0,0,0,202.76,0,0,0,44,0,0,0,44,0
1923,0,0,689,0,0,0,460,0,0,0,0,0,0,0,211.98,0,0,0,46,0,0,0,46,0
1924,0,0,719,0,0,0,480,0,0,0,0,0,0,0,221.2,0,0,0,48,0,0,0,48,0
1925,0,0,749,0,0,0,500,0,0,0,0,0,0,0,230.41,0,0,0,50,0,0,0,50,0
1926,0,0,779,0,0,0,520,0,0,0,0,0,0,0,239.63,0,0,0,52,0,0,0,52,0
1927,0,0,809,0,0,0,540,0,0,0,0,0,0,0,248.85,0,0,0,54,0,0,0,54,0
1928,0,0,839,0,0,0,560,0,0,0,0,0,0,0,258.06,0,0,0,56,0,0,0,56,0
1929,0,0,869,0,0,0,580,0,0,0,0,0,0,0,267.28,0,0,0,58,0,0,0,58,0
1930,0,0,899,0,0,0,600,0,0,0,0,0,0,0,276.5,0,0,0,60,0,0,0,60,0
2001,0,0,60,0,0,0,20,0,0,0,0,0,0,0,3.69,0,0,0,3,0,0,0,3,0
2002,0,0,120,0,0,0,40,0,0,0,0,0,0,0,7.37,0,0,0,6,0,0,0,6,0
2003,0,0,180,0,0,0,60,0,0,0,0,0,0,0,11.06,0,0,0,9,0,0,0,9,0
2004,0,0,240,0,0,0,80,0,0,0,0,0,0,0,14.75,0,0,0,12,0,0,0,12,0
2005,0,0,300,0,0,0,100,0,0,0,0,0,0,0,18.43,0,0,0,15,0,0,0,15,0
2006,0,0,360,0,0,0,120,0,0,0,0,0,0,0,22.12,0,0,0,18,0,0,0,18,0
2007,0,0,419,0,0,0,140,0,0,0,0,0,0,0,25.81,0,0,0,21,0,0,0,21,0
2008,0,0,479,0,0,0,160,0,0,0,0,0,0,0,29.49,0,0,0,24,0,0,0,24,0
2009,0,0,539,0,0,0,180,0,0,0,0,0,0,0,33.18,0,0,0,27,0,0,0,27,0
2010,0,0,599,0,0,0,200,0,0,0,0,0,0,0,36.87,0,0,0,30,0,0,0,30,0
2011,0,0,659,0,0,0,220,0,0,0,0,0,0,0,40.55,0,0,0,33,0,0,0,33,0
2012,0,0,719,0,0,0,240,0,0,0,0,0,0,0,44.24,0,0,0,36,0,0,0,36,0
2013,0,0,779,0,0,0,260,0,0,0,0,0,0,0,47.93,0,0,0,39,0,0,0,39,0
2014,0,0,839,0,0,0,280,0,0,0,0,0,0,0,51.61,0,0,0,42,0,0,0,42,0
2015,0,0,899,0,0,0,300,0,0,0,0,0,0,0,55.3,0,0,0,45,0,0,0,45,0
2016,0,0,959,0,0,0,320,0,0,0,0,0,0,0,58.99,0,0,0,48,0,0,0,48,0
2017,0,0,1019,0,0,0,340,0,0,0,0,0,0,0,62.67,0,0,0,51,0,0,0,51,0
2018,0,0,1079,0,0,0,360,0,0,0,0,0,0,0,66.36,0,0,0,54,0,0,0,54,0
2019,0,0,1139,0,0,0,380,0,0,0,0,0,0,0,70.05,0,0,0,57,0,0,0,57,0
2020,0,0,1199,0,0,0,400,0,0,0,0,0,0,0,73.73,0,0,0,60,0,0,0,60,0
2021,0,0,1258,0,0,0,420,0,0,0,0,0,0,0,77.42,0,0,0,63,0,0,0,63,0
2022,0,0,1318,0,0,0,440,0,0,0,0,0,0,0,81.11,0,0,0,66,0,0,0,66,0
2023,0,0,1378,0,0,0,460,0,0,0,0,0,0,0,84.79,0,0,0,69,0,0,0,69,0
2024,0,0,1438,0,0,0,480,0,0,0,0,0,0,0,88.48,0,0,0,72,0,0,0,72,0
2025,0,0,1498,0,0,0,500,0,0,0,0,0,0,0,92.17,0,0,0,75,0,0,0,75,0
2026,0,0,1558,0,0,0,520,0,0,0,0,0,0,0,95.85,0,0,0,78,0,0,0,78,0
2027,0,0,1618,0,0,0,540,0,0,0,0,0,0,0,99.54,0,0,0,81,0,0,0,81,0
2028,0,0,1678,0,0,0,560,0,0,0,0,0,0,0,103.23,0,0,0,84,0,0,0,84,0
2029,0,0,1738,0,0,0,580,0,0,0,0,0,0,0,106.91,0,0,0,87,0,0,0,87,0
2030,0,0,1798,0,0,0,600,0,0,0,0,0,0,0,110.6,0,0,0,90,0,0,0,90,0
2101,0,0,60,0,0,0,20,0,0,0,0,0,0,0,3.69,0,0,0,3,0,0,0,3,0
2102,0,0,120,0,0,0,40,0,0,0,0,0,0,0,7.37,0,0,0,6,0,0,0,6,0
2103,0,0,180,0,0,0,60,0,0,0,0,0,0,0,11.06,0,0,0,9,0,0,0,9,0
2104,0,0,240,0,0,0,80,0,0,0,0,0,0,0,14.75,0,0,0,12,0,0,0,12,0
2105,0,0,300,0,0,0,100,0,0,0,0,0,0,0,18.43,0,0,0,15,0,0,0,15,0
2106,0,0,360,0,0,0,120,0,0,0,0,0,0,0,22.12,0,0,0,18,0,0,0,18,0
2107,0,0,419,0,0,0,140,0,0,0,0,0,0,0,25.81,0,0,0,21,0,0,0,21,0
2108,0,0,479,0,0,0,160,0,0,0,0,0,0,0,29.49,0,0,0,24,0,0,0,24,0
2109,0,0,539,0,0,0,180,0,0,0,0,0,0,0,33.18,0,0,0,27,0,0,0,27,0
2110,0,0,599,0,0,0,200,0,0,0,0,0,0,0,36.87,0,0,0,30,0,0,0,30,0
2111,0,0,659,0,0,0,220,0,0,0,0,0,0,0,40.55,0,0,0,33,0,0,0,33,0
2112,0,0,719,0,0,0,240,0,0,0,0,0,0,0,44.24,0,0,0,36,0,0,0,36,0
2113,0,0,779,0,0,0,260,0,0,0,0,0,0,0,47.93,0,0,0,39,0,0,0,39,0
2114,0,0,839,0,0,0,280,0,0,0,0,0,0,0,51.61,0,0,0,42,0,0,0,42,0
2115,0,0,899,0,0,0,300,0,0,0,0,0,0,0,55.3,0,0,0,45,0,0,0,45,0
2116,0,0,959,0,0,0,320,0,0,0,0,0,0,0,58.99,0,0,0,48,0,0,0,48,0
2117,0,0,1019,0,0,0,340,0,0,0,0,0,0,0,62.67,0,0,0,51,0,0,0,51,0
2118,0,0,1079,0,0,0,360,0,0,0,0,0,0,0,66.36,0,0,0,54,0,0,0,54,0
2119,0,0,1139,0,0,0,380,0,0,0,0,0,0,0,70.05,0,0,0,57,0,0,0,57,0
2120,0,0,1199,0,0,0,400,0,0,0,0,0,0,0,73.73,0,0,0,60,0,0,0,60,0
2121,0,0,1258,0,0,0,420,0,0,0,0,0,0,0,77.42,0,0,0,63,0,0,0,63,0
2122,0,0,1318,0,0,0,440,0,0,0,0,0,0,0,81.11,0,0,0,66,0,0,0,66,0
2123,0,0,1378,0,0,0,460,0,0,0,0,0,0,0,84.79,0,0,0,69,0,0,0,69,0
2124,0,0,1438,0,0,0,480,0,0,0,0,0,0,0,88.48,0,0,0,72,0,0,0,72,0
2125,0,0,1498,0,0,0,500,0,0,0,0,0,0,0,92.17,0,0,0,75,0,0,0,75,0
2126,0,0,1558,0,0,0,520,0,0,0,0,0,0,0,95.85,0,0,0,78,0,0,0,78,0
2127,0,0,1618,0,0,0,540,0,0,0,0,0,0,0,99.54,0,0,0,81,0,0,0,81,0
2128,0,0,1678,0,0,0,560,0,0,0,0,0,0,0,103.23,0,0,0,84,0,0,0,84,0
2129,0,0,1738,0,0,0,580,0,0,0,0,0,0,0,106.91,0,0,0,87,0,0,0,87,0
2130,0,0,1798,0,0,0,600,0,0,0,0,0,0,0,110.6,0,0,0,90,0,0,0,90,0
2201,0,0,30,0,0,0,20,0,0,0,0,0,0,0,9.22,0,0,0,2,0,0,0,2,0
2202,0,0,60,0,0,0,40,0,0,0,0,0,0,0,18.43,0,0,0,4,0,0,0,4,0
2203,0,0,90,0,0,0,60,0,0,0,0,0,0,0,27.65,0,0,0,6,0,0,0,6,0
2204,0,0,120,0,0,0,80,0,0,0,0,0,0,0,36.87,0,0,0,8,0,0,0,8,0
2205,0,0,150,0,0,0,100,0,0,0,0,0,0,0,46.08,0,0,0,10,0,0,0,10,0
2206,0,0,180,0,0,0,120,0,0,0,0,0,0,0,55.3,0,0,0,12,0,0,0,12,0
2207,0,0,210,0,0,0,140,0,0,0,0,0,0,0,64.52,0,0,0,14,0,0,0,14,0
2208,0,0,240,0,0,0,160,0,0,0,0,0,0,0,73.73,0,0,0,16,0,0,0,16,0
2209,0,0,270,0,0,0,180,0,0,0,0,0,0,0,82.95,0,0,0,18,0,0,0,18,0
2210,0,0,300,0,0,0,200,0,0,0,0,0,0,0,92.17,0,0,0,20,0,0,0,20,0
2211,0,0,330,0,0,0,220,0,0,0,0,0,0,0,101.38,0,0,0,22,0,0,0,22,0
2212,0,0,360,0,0,0,240,0,0,0,0,0,0,0,110.6,0,0,0,24,0,0,0,24,0
2213,0,0,390,0,0,0,260,0,0,0,0,0,0,0,119.82,0,0,0,26,0,0,0,26,0
2214,0,0,419,0,0,0,280,0,0,0,0,0,0,0,129.03,0,0,0,28,0,0,0,28,0
2215,0,0,449,0,0,0,300,0,0,0,0,0,0,0,138.25,0,0,0,30,0,0,0,30,0
2216,0,0,479,0,0,0,320,0,0,0,0,0,0,0,147.47,0,0,0,32,0,0,0,32,0
2217,0,0,509,0,0,0,340,0,0,0,0,0,0,0,156.68,0,0,0,34,0,0,0,34,0
2218,0,0,539,0,0,0,360,0,0,0,0,0,0,0,165.9,0,0,0,36,0,0,0,36,0
2219,0,0,569,0,0,0,380,0,0,0,0,0,0,0,175.12,0,0,0,38,0,0,0,38,0
2220,0,0,599,0,0,0,400,0,0,0,0,0,0,0,184.33,0,0,0,40,0,0,0,40,0
2221,0,0,629,0,0,0,420,0,0,0,0,0,0,0,193.55,0,0,0,42,0,0,0,42,0
2222,0,0,659,0,0,0,440,0,0,0,0,0,0,0,202.76,0,0,0,44,0,0,0,44,0
2223,0,0,689,0,0,0,460,0,0,0,0,0,0,0,211.98,0,0,0,46,0,0,0,46,0
2224,0,0,719,0,0,0,480,0,0,0,0,0,0,0,221.2,0,0,0,48,0,0,0,48,0
2225,0,0,749,0,0,0,500,0,0,0,0,0,0,0,230.41,0,0,0,50,0,0,0,50,0
2226,0,0,779,0,0,0,520,0,0,0,0,0,0,0,239.63,0,0,0,52,0,0,0,52,0
2227,0,0,809,0,0,0,540,0,0,0,0,0,0,0,248.85,0,0,0,54,0,0,0,54,0
2228,0,0,839,0,0,0,560,0,0,0,0,0,0,0,258.06,0,0,0,56,0,0,0,56,0
2229,0,0,869,0,0,0,580,0,0,0,0,0,0,0,267.28,0,0,0,58,0,0,0,58,0
2230,0,0,899,0,0,0,600,0,0,0,0,0,0,0,276.5,0,0,0,60,0,0,0,60,0
2301,0,0,30,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
2302,0,0,60,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
2303,0,0,90,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
2304,0,0,120,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
2305,0,0,150,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
2306,0,0,180,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
2307,0,0,210,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
2308,0,0,240,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
2309,0,0,270,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
2310,0,0,300,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
2311,0,0,330,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
2312,0,0,360,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
2313,0,0,390,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
2314,0,0,419,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
2315,0,0,449,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
2316,0,0,479,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
2317,0,0,509,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
2318,0,0,539,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
2319,0,0,569,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
2320,0,0,599,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
2321,0,0,629,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
2322,0,0,659,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
2323,0,0,689,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
2324,0,0,719,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
2325,0,0,749,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
2326,0,0,779,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
2327,0,0,809,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
2328,0,0,839,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
2329,0,0,869,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
2330,0,0,899,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
2401,0,0,60,0,0,0,20,0,0,0,5.56,0,0,0,0,0,0,0,2,0,0,0,2,0
2402,0,0,120,0,0,0,40,0,0,0,11.11,0,0,0,0,0,0,0,4,0,0,0,4,0
2403,0,0,180,0,0,0,60,0,0,0,16.67,0,0,0,0,0,0,0,6,0,0,0,6,0
2404,0,0,240,0,0,0,80,0,0,0,22.22,0,0,0,0,0,0,0,8,0,0,0,8,0
2405,0,0,300,0,0,0,100,0,0,0,27.78,0,0,0,0,0,0,0,10,0,0,0,10,0
2406,0,0,360,0,0,0,120,0,0,0,33.33,0,0,0,0,0,0,0,12,0,0,0,12,0
2407,0,0,419,0,0,0,140,0,0,0,38.89,0,0,0,0,0,0,0,14,0,0,0,14,0
2408,0,0,479,0,0,0,160,0,0,0,44.44,0,0,0,0,0,0,0,16,0,0,0,16,0
2409,0,0,539,0,0,0,180,0,0,0,50,0,0,0,0,0,0,0,18,0,0,0,18,0
2410,0,0,599,0,0,0,200,0,0,0,55.56,0,0,0,0,0,0,0,20,0,0,0,20,0
2411,0,0,659,0,0,0,220,0,0,0,61.11,0,0,0,0,0,0,0,22,0,0,0,22,0
2412,0,0,719,0,0,0,240,0,0,0,66.67,0,0,0,0,0,0,0,24,0,0,0,24,0
2413,0,0,779,0,0,0,260,0,0,0,72.22,0,0,0,0,0,0,0,26,0,0,0,26,0
2414,0,0,839,0,0,0,280,0,0,0,77.78,0,0,0,0,0,0,0,28,0,0,0,28,0
2415,0,0,899,0,0,0,300,0,0,0,83.33,0,0,0,0,0,0,0,30,0,0,0,30,0
2416,0,0,959,0,0,0,320,0,0,0,88.89,0,0,0,0,0,0,0,32,0,0,0,32,0
2417,0,0,1019,0,0,0,340,0,0,0,94.44,0,0,0,0,0,0,0,34,0,0,0,34,0
2418,0,0,1079,0,0,0,360,0,0,0,100,0,0,0,0,0,0,0,36,0,0,0,36,0
2419,0,0,1139,0,0,0,380,0,0,0,105.56,0,0,0,0,0,0,0,38,0,0,0,38,0
2420,0,0,1199,0,0,0,400,0,0,0,111.11,0,0,0,0,0,0,0,40,0,0,0,40,0
2421,0,0,1258,0,0,0,420,0,0,0,116.67,0,0,0,0,0,0,0,42,0,0,0,42,0
2422,0,0,1318,0,0,0,440,0,0,0,122.22,0,0,0,0,0,0,0,44,0,0,0,44,0
2423,0,0,1378,0,0,0,460,0,0,0,127.78,0,0,0,0,0,0,0,46,0,0,0,46,0
2424,0,0,1438,0,0,0,480,0,0,0,133.33,0,0,0,0,0,0,0,48,0,0,0,48,0
2425,0,0,1498,0,0,0,500,0,0,0,138.89,0,0,0,0,0,0,0,50,0,0,0,50,0
2426,0,0,1558,0,0,0,520,0,0,0,144.44,0,0,0,0,0,0,0,52,0,0,0,52,0
2427,0,0,1618,0,0,0,540,0,0,0,150,0,0,0,0,0,0,0,54,0,0,0,54,0
2428,0,0,1678,0,0,0,560,0,0,0,155.56,0,0,0,0,0,0,0,56,0,0,0,56,0
2429,0,0,1738,0,0,0,580,0,0,0,161.11,0,0,0,0,0,0,0,58,0,0,0,58,0
2430,0,0,1798,0,0,0,600,0,0,0,166.67,0,0,0,0,0,0,0,60,0,0,0,60,0
2501,0,0,30,0,0,0,20,0,0,0,0,0,0,0,9.22,0,0,0,2,0,0,0,2,0
2502,0,0,60,0,0,0,40,0,0,0,0,0,0,0,18.43,0,0,0,4,0,0,0,4,0
2503,0,0,90,0,0,0,60,0,0,0,0,0,0,0,27.65,0,0,0,6,0,0,0,6,0
2504,0,0,120,0,0,0,80,0,0,0,0,0,0,0,36.87,0,0,0,8,0,0,0,8,0
2505,0,0,150,0,0,0,100,0,0,0,0,0,0,0,46.08,0,0,0,10,0,0,0,10,0
2506,0,0,180,0,0,0,120,0,0,0,0,0,0,0,55.3,0,0,0,12,0,0,0,12,0
2507,0,0,210,0,0,0,140,0,0,0,0,0,0,0,64.52,0,0,0,14,0,0,0,14,0
2508,0,0,240,0,0,0,160,0,0,0,0,0,0,0,73.73,0,0,0,16,0,0,0,16,0
2509,0,0,270,0,0,0,180,0,0,0,0,0,0,0,82.95,0,0,0,18,0,0,0,18,0
2510,0,0,300,0,0,0,200,0,0,0,0,0,0,0,92.17,0,0,0,20,0,0,0,20,0
2511,0,0,330,0,0,0,220,0,0,0,0,0,0,0,101.38,0,0,0,22,0,0,0,22,0
2512,0,0,360,0,0,0,240,0,0,0,0,0,0,0,110.6,0,0,0,24,0,0,0,24,0
2513,0,0,390,0,0,0,260,0,0,0,0,0,0,0,119.82,0,0,0,26,0,0,0,26,0
2514,0,0,419,0,0,0,280,0,0,0,0,0,0,0,129.03,0,0,0,28,0,0,0,28,0
2515,0,0,449,0,0,0,300,0,0,0,0,0,0,0,138.25,0,0,0,30,0,0,0,30,0
2516,0,0,479,0,0,0,320,0,0,0,0,0,0,0,147.47,0,0,0,32,0,0,0,32,0
2517,0,0,509,0,0,0,340,0,0,0,0,0,0,0,156.68,0,0,0,34,0,0,0,34,0
2518,0,0,539,0,0,0,360,0,0,0,0,0,0,0,165.9,0,0,0,36,0,0,0,36,0
2519,0,0,569,0,0,0,380,0,0,0,0,0,0,0,175.12,0,0,0,38,0,0,0,38,0
2520,0,0,599,0,0,0,400,0,0,0,0,0,0,0,184.33,0,0,0,40,0,0,0,40,0
2521,0,0,629,0,0,0,420,0,0,0,0,0,0,0,193.55,0,0,0,42,0,0,0,42,0
2522,0,0,659,0,0,0,440,0,0,0,0,0,0,0,202.76,0,0,0,44,0,0,0,44,0
2523,0,0,689,0,0,0,460,0,0,0,0,0,0,0,211.98,0,0,0,46,0,0,0,46,0
2524,0,0,719,0,0,0,480,0,0,0,0,0,0,0,221.2,0,0,0,48,0,0,0,48,0
2525,0,0,749,0,0,0,500,0,0,0,0,0,0,0,230.41,0,0,0,50,0,0,0,50,0
2526,0,0,779,0,0,0,520,0,0,0,0,0,0,0,239.63,0,0,0,52,0,0,0,52,0
2527,0,0,809,0,0,0,540,0,0,0,0,0,0,0,248.85,0,0,0,54,0,0,0,54,0
2528,0,0,839,0,0,0,560,0,0,0,0,0,0,0,258.06,0,0,0,56,0,0,0,56,0
2529,0,0,869,0,0,0,580,0,0,0,0,0,0,0,267.28,0,0,0,58,0,0,0,58,0
2530,0,0,899,0,0,0,600,0,0,0,0,0,0,0,276.5,0,0,0,60,0,0,0,60,0
2601,0,0,30,0,0,0,20,0,0,0,0,0,0,0,9.22,0,0,0,2,0,0,0,2,0
2602,0,0,60,0,0,0,40,0,0,0,0,0,0,0,18.43,0,0,0,4,0,0,0,4,0
2603,0,0,90,0,0,0,60,0,0,0,0,0,0,0,27.65,0,0,0,6,0,0,0,6,0
2604,0,0,120,0,0,0,80,0,0,0,0,0,0,0,36.87,0,0,0,8,0,0,0,8,0
2605,0,0,150,0,0,0,100,0,0,0,0,0,0,0,46.08,0,0,0,10,0,0,0,10,0
2606,0,0,180,0,0,0,120,0,0,0,0,0,0,0,55.3,0,0,0,12,0,0,0,12,0
2607,0,0,210,0,0,0,140,0,0,0,0,0,0,0,64.52,0,0,0,14,0,0,0,14,0
2608,0,0,240,0,0,0,160,0,0,0,0,0,0,0,73.73,0,0,0,16,0,0,0,16,0
2609,0,0,270,0,0,0,180,0,0,0,0,0,0,0,82.95,0,0,0,18,0,0,0,18,0
2610,0,0,300,0,0,0,200,0,0,0,0,0,0,0,92.17,0,0,0,20,0,0,0,20,0
2611,0,0,330,0,0,0,220,0,0,0,0,0,0,0,101.38,0,0,0,22,0,0,0,22,0
2612,0,0,360,0,0,0,240,0,0,0,0,0,0,0,110.6,0,0,0,24,0,0,0,24,0
2613,0,0,390,0,0,0,260,0,0,0,0,0,0,0,119.82,0,0,0,26,0,0,0,26,0
2614,0,0,419,0,0,0,280,0,0,0,0,0,0,0,129.03,0,0,0,28,0,0,0,28,0
2615,0,0,449,0,0,0,300,0,0,0,0,0,0,0,138.25,0,0,0,30,0,0,0,30,0
2616,0,0,479,0,0,0,320,0,0,0,0,0,0,0,147.47,0,0,0,32,0,0,0,32,0
2617,0,0,509,0,0,0,340,0,0,0,0,0,0,0,156.68,0,0,0,34,0,0,0,34,0
2618,0,0,539,0,0,0,360,0,0,0,0,0,0,0,165.9,0,0,0,36,0,0,0,36,0
2619,0,0,569,0,0,0,380,0,0,0,0,0,0,0,175.12,0,0,0,38,0,0,0,38,0
2620,0,0,599,0,0,0,400,0,0,0,0,0,0,0,184.33,0,0,0,40,0,0,0,40,0
2621,0,0,629,0,0,0,420,0,0,0,0,0,0,0,193.55,0,0,0,42,0,0,0,42,0
2622,0,0,659,0,0,0,440,0,0,0,0,0,0,0,202.76,0,0,0,44,0,0,0,44,0
2623,0,0,689,0,0,0,460,0,0,0,0,0,0,0,211.98,0,0,0,46,0,0,0,46,0
2624,0,0,719,0,0,0,480,0,0,0,0,0,0,0,221.2,0,0,0,48,0,0,0,48,0
2625,0,0,749,0,0,0,500,0,0,0,0,0,0,0,230.41,0,0,0,50,0,0,0,50,0
2626,0,0,779,0,0,0,520,0,0,0,0,0,0,0,239.63,0,0,0,52,0,0,0,52,0
