天赋ID,比赛类型,地图ID,职业,等级,前置天赋,激活类型,消耗点数,天赋效果,天赋名称,天赋图标ID,天赋描述,,,,,,,,,,,,
12206,1;2;3;4;5;6;7;8;9;11;12;13;14,1,22,9,0,1,0,12206,海洋空间,,,,,,,,,,,,,,
12207,1;2;3;4;5;6;7;8;9;11;12;13;14,1,22,9,0,1,0,12207,御水,,,,,,,,,,,,,,
12208,1;2;3;4;5;6;7;8;9;11;12;13;14,1,22,15,0,1,0,12208,潮汐大波浪,,,,,,,,,,,,,,
12209,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,12,0,1,0,10031,真视,,,,,,,,,,,,,,
12210,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,12,0,1,0,10027,塔防,,,,,,,,,,,,,,
12211,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,12,0,1,0,10006,庇护,,,,,,,,,,,,,,
12212,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12213,1;2;3;4;5;6;7;8;9;10;11;12;13,1,22,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12214,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,22,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12301,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,3,0,1,0,12301,能量子弹,,,,,,,,,,,,,,
12302,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,3,0,1,0,12302,一击殒命,,,,,,,,,,,,,,
12306,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,3,0,1,0,12306,眩光手雷,,,,,,,,,,,,,,
12304,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,6,0,1,0,12304,殒命一狙,,,,,,,,,,,,,,
12305,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,6,0,1,0,12305,终极射线,,,,,,,,,,,,,,
12303,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,9,0,1,0,12303,穿甲弹,,,,,,,,,,,,,,
12307,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,9,0,1,0,12307,出其不意,,,,,,,,,,,,,,
12308,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,9,0,1,0,12308,燃烧弹,,,,,,,,,,,,,,
12309,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,15,0,1,0,12309,补充弹药,,,,,,,,,,,,,,
12310,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,15,0,1,0,12310,能量爆发,,,,,,,,,,,,,,
12311,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,12,0,1,0,10001,净化,,,,,,,,,,,,,,
12312,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
12313,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
12314,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12315,1;2;3;4;5;6;7;8;9;11;12;13,1,23,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12316,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12401,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,3,0,1,0,12401,隐匿恐惧,,,,,,,,,,,,,,
12402,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,3,0,1,0,12402,隐匿自由,,,,,,,,,,,,,,
12403,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,3,0,1,0,12403,替身攻击,,,,,,,,,,,,,,
12404,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,6,0,1,0,12404,极意之刃,,,,,,,,,,,,,,
12405,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,9,0,1,0,12405,会心一击,,,,,,,,,,,,,,
12406,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,9,0,1,0,12414,毁墙,,,,,,,,,,,,,,
12407,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,9,0,1,0,12415,延时分身,,,,,,,,,,,,,,
12416,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,15,0,1,0,12416,猛刺,,,,,,,,,,,,,,
12409,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,12,0,1,0,10001,净化,,,,,,,,,,,,,,
12410,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
12411,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
12412,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12413,1;2;3;4;5;6;7;8;9;11;12;13,1,24,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12414,1;2;3;4;5;6;7;8;9;11;12;13;14,1,24,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12502,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,3,0,1,0,12502,能量负载,,,,,,,,,,,,,,
12503,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,3,0,1,0,12503,空间切割,,,,,,,,,,,,,,
12517,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,3,0,1,0,12513,养精蓄锐,,,,,,,,,,,,,,
12504,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,6,0,1,0,12504,次元塌陷,,,,,,,,,,,,,,
12505,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,6,0,1,0,12505,时空静止,,,,,,,,,,,,,,
12506,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,9,0,1,0,12506,空间束缚,,,,,,,,,,,,,,
12507,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,9,0,1,0,12507,泯灭,,,,,,,,,,,,,,
12518,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,9,0,1,0,12514,时空裂缝,,,,,,,,,,,,,,
12509,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,15,0,1,0,12509,次元塌陷二级,,,,,,,,,,,,,,
12510,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,15,0,1,0,12510,时空静止二级,,,,,,,,,,,,,,
12511,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,12,0,1,0,10004,金身,,,,,,,,,,,,,,
12512,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
12513,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
12514,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12515,1;2;3;4;5;6;7;8;9;11;12;13,1,25,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12516,1;2;3;4;5;6;7;8;9;11;12;13;14,1,25,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12601,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,3,0,1,0,12601,恶灵陨灭,,,,,,,,,,,,,,
12602,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,3,0,1,0,12602,献祭唤灵,,,,,,,,,,,,,,
12603,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,3,0,1,0,12603,领主加持,,,,,,,,,,,,,,
12604,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,6,0,1,0,12604,幽冥异鬼,,,,,,,,,,,,,,
12605,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,9,0,1,0,12605,鬼影森森,,,,,,,,,,,,,,
12606,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,9,0,1,0,12606,鬼影闪,,,,,,,,,,,,,,
12607,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,9,0,1,0,12607,领主智谋,,,,,,,,,,,,,,
12608,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,15,0,1,0,12608,幽冥夜叉,,,,,,,,,,,,,,
12609,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,12,0,1,0,10004,金身,,,,,,,,,,,,,,
12610,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
12611,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
12612,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12613,1;2;3;4;5;6;7;8;9;11;12;13,1,26,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12614,1;2;3;4;5;6;7;8;9;11;12;13;14,1,26,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12701,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,3,0,1,0,12701,双闪,,,,,,,,,,,,,,
12702,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,3,0,1,0,12702,神行,,,,,,,,,,,,,,
12703,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,3,0,1,0,12703,强身,,,,,,,,,,,,,,
12704,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,6,0,1,0,12717;12723,腐蚀,,,,,,,,,,,,,,
12705,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,9,0,1,0,12705,连动,,,,,,,,,,,,,,
12706,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,9,0,1,0,12706,飞跃,,,,,,,,,,,,,,
12707,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,9,0,1,0,12707,气势,,,,,,,,,,,,,,
12708,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,1,0,0,0,12711,李小龙普攻1,,,,,,,,,,,,,,
12709,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,1,0,0,0,12712,李小龙普攻2,,,,,,,,,,,,,,
12710,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,1,0,0,0,12713,李小龙普攻3,,,,,,,,,,,,,,
12711,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,1,0,0,0,12714,降龙九式,,,,,,,,,,,,,,
12712,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,1,0,0,0,12715,激昂,,,,,,,,,,,,,,
12713,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,1,0,0,0,12716,防御光环,,,,,,,,,,,,,,
12714,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,15,0,1,0,12718;12724,李小龙二级大,,,,,,,,,,,,,,
12715,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,12,0,1,0,10025,激昂,,,,,,,,,,,,,,
12716,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,12,0,1,0,10020,防御光环,,,,,,,,,,,,,,
12717,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
12719,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12720,1;2;3;4;5;6;7;8;9;11;12;13,1,27,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12721,1;2;3;4;5;6;7;8;9;11;12;13;14,1,27,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12803,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,3,0,1,0,12803,养精蓄锐,,,,,,,,,,,,,,
12804,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,6,0,1,0,12804,火力强袭,,,,,,,,,,,,,,
12805,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,3,0,1,0,12805,疯狂扫射,,,,,,,,,,,,,,
12806,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,9,0,1,0,12806,火力全开,,,,,,,,,,,,,,
12807,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,9,0,1,0,12807,以战养战,,,,,,,,,,,,,,
12808,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,15,0,1,0,12808,真火力强袭,,,,,,,,,,,,,,
12809,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,12,0,1,0,10018,三环,,,,,,,,,,,,,,
12810,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,12,0,1,0,10024,闪电,,,,,,,,,,,,,,
12811,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
12812,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12813,1;2;3;4;5;6;7;8;9;10;11;12;13,1,28,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12814,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,28,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12815,1;2;3;4;5;6;7;8;9;11;12;13;14,1,28,9,0,0,0,12813,火炮9级加长射程,,,,,,,,,,,,,,
12901,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,3,0,1,0,12901,危险炸弹,,,,,,,,,,,,,,
12902,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,3,0,1,0,12902,昏睡迷药,,,,,,,,,,,,,,
12903,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,9,0,1,0,12903,死亡葬礼,,,,,,,,,,,,,,
12904,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,6,0,1,0,12904,狂野火药桶,,,,,,,,,,,,,,
12905,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,9,0,1,0,12905,黑色火药,,,,,,,,,,,,,,
12906,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,9,0,1,0,12906,灼伤,,,,,,,,,,,,,,
12907,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,3,0,1,0,12907,持续燃烧,,,,,,,,,,,,,,
12908,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,15,0,1,0,12908,高爆炸弹,,,,,,,,,,,,,,
12909,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,15,0,1,0,12909,伪装,,,,,,,,,,,,,,
12910,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,12,0,1,0,10004,金身,,,,,,,,,,,,,,
12911,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
12912,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
12913,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
12914,1;2;3;4;5;6;7;8;9;11;12;13,1,29,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
12915,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
12930,1;2;3;4;5;6;7;8;9;11;12;13;14,1,29,1,0,0,0,12910,金身,,,,,,,,,,,,,,
13001,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,3,0,1,0,13002,养精蓄锐,,,,,,,,,,,,,,
13004,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,6,0,1,0,13005,狂袭飞车,,,,,,,,,,,,,,
13005,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,9,0,1,0,13006,精湛车技,,,,,,,,,,,,,,
13006,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,9,0,1,0,13007,狂野突袭,,,,,,,,,,,,,,
13008,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,15,0,1,0,13008,超级狂袭飞车,,,,,,,,,,,,,,
13009,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,12,0,1,0,10001,净化,,,,,,,,,,,,,,
13010,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,12,0,1,0,10018,三环,,,,,,,,,,,,,,
13011,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,12,0,1,0,10023,闪烁,,,,,,,,,,,,,,
13012,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
13013,1;2;3;4;5;6;7;8;9;11;12;13,1,30,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
13014,1;2;3;4;5;6;7;8;9;11;12;13;14,1,30,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
13115,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,3,0,1,0,13115,元神积累,,,,,,,,,,,,,,
13116,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,3,0,1,0,13116,妖术扩散,,,,,,,,,,,,,,
13117,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,3,0,1,0,13117,妖术精进,,,,,,,,,,,,,,
13118,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,9,0,1,0,13118,续命术,,,,,,,,,,,,,,
13119,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,9,0,1,0,13119,绝命业火,,,,,,,,,,,,,,
13120,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,,,,,,龙猫备用,,,,,,,,,,,,,,
13106,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,6,0,1,0,13106,灵射,,,,,,,,,,,,,,
13111,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,6,0,1,0,13111,高级灵射,,,,,,,,,,,,,,
13121,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,12,0,1,0,10004,金身,,,,,,,,,,,,,,
13122,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
13123,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
13124,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
13125,1;2;3;4;5;6;7;8;9;11;12;13,1,31,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
13126,1;2;3;4;5;6;7;8;9;11;12;13;14,1,31,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
13201,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,3,0,1,0,13201,漩涡,,,,,,,,,,,,,,
13202,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,3,0,1,0,13202,澎湃,,,,,,,,,,,,,,
13203,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,3,0,1,0,13205,浩瀚,,,,,,,,,,,,,,
13204,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,6,0,1,0,13204,灵魂庇护,,,,,,,,,,,,,,
13205,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,9,0,1,0,13203,波澜,,,,,,,,,,,,,,
13206,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,9,0,1,0,13206,汹涌,,,,,,,,,,,,,,
13207,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,9,0,1,0,13207,沧海,,,,,,,,,,,,,,
13208,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,15,0,1,0,13208,灵魂庇护,,,,,,,,,,,,,,
13209,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,12,0,1,0,10031,真视,,,,,,,,,,,,,,
13210,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,12,0,1,0,10027,塔防,,,,,,,,,,,,,,
13211,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,12,0,1,0,10006,庇护,,,,,,,,,,,,,,
13212,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
13213,1;2;3;4;5;6;7;8;9;11;12;13,1,32,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
13214,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
13215,1;2;3;4;5;6;7;8;9;11;12;13;14,1,32,1,0,1,0,13211,庇护,,,,,,,,,,,,,,
13301,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,3,0,1,0,13301,强力射击,,,,,,,,,,,,,,
13302,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,3,0,1,0,13302,藤缚,,,,,,,,,,,,,,
13303,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,3,0,1,0,13303,障碍,,,,,,,,,,,,,,
13304,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,6,0,1,0,13304,植株结界,,,,,,,,,,,,,,
13305,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,6,0,1,0,13305,花王召唤,,,,,,,,,,,,,,
13306,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,9,0,1,0,13306,强化,,,,,,,,,,,,,,
13307,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,9,0,1,0,13307,蔓延,,,,,,,,,,,,,,
13308,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,9,0,1,0,13308,坚韧,,,,,,,,,,,,,,
13313,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,12,0,1,0,10004,金身,,,,,,,,,,,,,,
13314,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,12,0,1,0,10005,冰霜冲击,,,,,,,,,,,,,,
13315,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,12,0,1,0,10021,法术护盾,,,,,,,,,,,,,,
13309,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,15,0,1,0,13309,植株结界,,,,,,,,,,,,,,
13310,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,15,0,1,0,13310,花王召唤,,,,,,,,,,,,,,
13316,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
13317,1;2;3;4;5;6;7;8;9;11;12;13,1,33,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
13318,1;2;3;4;5;6;7;8;9;11;12;13;14,1,33,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
13401,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13401,兽王普攻小1,,,,,,,,,,,,,,
13402,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13402,兽王普攻小2,,,,,,,,,,,,,,
13403,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13403,兽王普攻小3,,,,,,,,,,,,,,
13404,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13404,兽王普攻大1,,,,,,,,,,,,,,
13405,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13405,兽王普攻大2,,,,,,,,,,,,,,
13406,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13406,兽王普攻大3,,,,,,,,,,,,,,
13407,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,,,,,13407,兽王Q技能小,,,,,,,,,,,,,,
13408,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,,,,,13408,兽王Q技能大,,,,,,,,,,,,,,
13409,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,,,,,13409,兽王E技能小,,,,,,,,,,,,,,
13410,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,,,,,13410,兽王E技能大,,,,,,,,,,,,,,
13411,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13411,兽王R小,,,,,,,,,,,,,,
13412,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,6,0,1,0,13412,兽王勾拳,,,,,,,,,,,,,,
13413,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,3,0,1,0,13413,持久力增加,,,,,,,,,,,,,,
13414,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13414,兽王天赋备用,,,,,,,,,,,,,,
13415,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13415,兽王天赋备用,,,,,,,,,,,,,,
13416,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,3,0,1,0,13416,热血灌注,,,,,,,,,,,,,,
13417,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,3,0,1,0,13417,兽王霸气,,,,,,,,,,,,,,
13418,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,9,0,1,0,13418,兽王穿透,,,,,,,,,,,,,,
13419,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,9,0,1,0,13419,兽宝之怒,,,,,,,,,,,,,,
13420,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,9,0,1,0,13420,感觉很帅,,,,,,,,,,,,,,
13421,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,6,0,1,0,13421,兽王勾拳,,,,,,,,,,,,,,
13422,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,15,0,1,0,13422,兽王勾拳,,,,,,,,,,,,,,
13423,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,12,0,1,0,10025,激昂,,,,,,,,,,,,,,
13424,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,12,0,1,0,10020,防御光环,,,,,,,,,,,,,,
13425,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,12,0,1,0,10029,腐蚀,,,,,,,,,,,,,,
13426,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,18,0,1,0,10035,羽化,,,,,,,,,,,,,,
13427,1;2;3;4;5;6;7;8;9;11;12;13,1,34,18,0,1,0,10009,治愈,,,,,,,,,,,,,,
13428,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,18,0,1,0,10034,毁墙,,,,,,,,,,,,,,
13429,1;2;3;4;5;6;7;8;9;11;12;13;14,1,34,1,0,0,0,13429,兽王R小（空壳）,,,,,,,,,,,,,,
13501,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,1,0,0,0,13501,战姬普攻1,,,,,,,,,,,,,,
13502,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,1,0,0,0,13502,战姬普攻2,,,,,,,,,,,,,,
13503,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,1,0,0,0,13503,战姬普攻3,,,,,,,,,,,,,,
13504,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1,35,1,0,0,0,13504,战姬被动,,,,,,,,,,,,,,
13505,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,,,,,13505,,,,,,,,,,,,,,,
13506,1;2;3;4;5;6;7;8;9;11;12;13;14,1,23,1,0,0,0,13506,Efangun,,,,,,,,,,,,,,
13508,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,,,,,13508,战姬Q技能2,,,,,,,,,,,,,,
13510,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,,,,,13510,战姬E技能2,,,,,,,,,,,,,,
13514,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,3,0,1,0,13514,堡垒阵列,,,,,,,,,,,,,,
13515,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,3,0,1,0,13515,晶体激活,,,,,,,,,,,,,,
13516,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,3,0,1,0,13516,不卸之力,,,,,,,,,,,,,,
13511,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,6,0,1,0,13511,脉冲撞击,,,,,,,,,,,,,,
13517,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,9,0,1,0,13517,续命游戏,,,,,,,,,,,,,,
13518,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,9,0,1,0,13518,风暴耀火,,,,,,,,,,,,,,
13526,1;2;3;4;5;6;7;8;9;11;12;13;14,1,35,9,0,1,0,13525,离子冲击,,,,,,,,,,,,,,
