召唤师等级,比赛类型,日次数,周次数,胜利数量1,胜利1概率,胜利数量2,胜利2概率,胜利数量3,胜利3概率
20,13,0,0,4,300000,5,400000,7,300000
21,13,0,0,4,300000,5,400000,7,300000
22,13,0,0,4,300000,5,400000,7,300000
23,13,0,0,4,300000,5,400000,7,300000
24,13,0,0,4,300000,5,400000,7,300000
25,13,0,0,4,300000,5,400000,7,300000
26,13,0,0,4,300000,5,400000,7,300000
27,13,0,0,4,300000,5,400000,7,300000
28,13,0,0,4,300000,5,400000,7,300000
29,13,0,0,4,300000,5,400000,7,300000
30,13,0,0,4,300000,5,400000,7,300000
31,13,0,0,4,300000,5,400000,7,300000
32,13,0,0,4,300000,5,400000,7,300000
33,13,0,0,4,300000,5,400000,7,300000
34,13,0,0,4,300000,5,400000,7,300000
35,13,0,0,4,300000,5,400000,7,300000
36,13,0,0,4,300000,5,400000,7,300000
37,13,0,0,4,300000,5,400000,7,300000
38,13,0,0,4,300000,5,400000,7,300000
39,13,0,0,4,300000,5,400000,7,300000
40,13,0,0,4,300000,5,400000,7,300000
41,13,0,0,4,300000,5,400000,7,300000
42,13,0,0,4,300000,5,400000,7,300000
43,13,0,0,4,300000,5,400000,7,300000
44,13,0,0,4,300000,5,400000,7,300000
45,13,0,0,4,300000,5,400000,7,300000
46,13,0,0,4,300000,5,400000,7,300000
47,13,0,0,4,300000,5,400000,7,300000
48,13,0,0,4,300000,5,400000,7,300000
49,13,0,0,4,300000,5,400000,7,300000
50,13,0,0,4,300000,5,400000,7,300000
51,13,0,0,4,300000,5,400000,7,300000
52,13,0,0,4,300000,5,400000,7,300000
53,13,0,0,4,300000,5,400000,7,300000
54,13,0,0,4,300000,5,400000,7,300000
55,13,0,0,4,300000,5,400000,7,300000
56,13,0,0,4,300000,5,400000,7,300000
57,13,0,0,4,300000,5,400000,7,300000
58,13,0,0,4,300000,5,400000,7,300000
59,13,0,0,4,300000,5,400000,7,300000
60,13,0,0,4,300000,5,400000,7,300000
61,13,0,0,4,300000,5,400000,7,300000
62,13,0,0,4,300000,5,400000,7,300000
63,13,0,0,4,300000,5,400000,7,300000
64,13,0,0,4,300000,5,400000,7,300000
65,13,0,0,4,300000,5,400000,7,300000
66,13,0,0,4,300000,5,400000,7,300000
67,13,0,0,4,300000,5,400000,7,300000
68,13,0,0,4,300000,5,400000,7,300000
69,13,0,0,4,300000,5,400000,7,300000
70,13,0,0,4,300000,5,400000,7,300000
71,13,0,0,4,300000,5,400000,7,300000
72,13,0,0,4,300000,5,400000,7,300000
73,13,0,0,4,300000,5,400000,7,300000
74,13,0,0,4,300000,5,400000,7,300000
75,13,0,0,4,300000,5,400000,7,300000
76,13,0,0,4,300000,5,400000,7,300000
77,13,0,0,4,300000,5,400000,7,300000
78,13,0,0,4,300000,5,400000,7,300000
79,13,0,0,4,300000,5,400000,7,300000
80,13,0,0,4,300000,5,400000,7,300000
81,13,0,0,4,300000,5,400000,7,300000
82,13,0,0,4,300000,5,400000,7,300000
83,13,0,0,4,300000,5,400000,7,300000
84,13,0,0,4,300000,5,400000,7,300000
85,13,0,0,4,300000,5,400000,7,300000
86,13,0,0,4,300000,5,400000,7,300000
87,13,0,0,4,300000,5,400000,7,300000
88,13,0,0,4,300000,5,400000,7,300000
89,13,0,0,4,300000,5,400000,7,300000
90,13,0,0,4,300000,5,400000,7,300000
91,13,0,0,4,300000,5,400000,7,300000
92,13,0,0,4,300000,5,400000,7,300000
93,13,0,0,4,300000,5,400000,7,300000
94,13,0,0,4,300000,5,400000,7,300000
95,13,0,0,4,300000,5,400000,7,300000
96,13,0,0,4,300000,5,400000,7,300000
97,13,0,0,4,300000,5,400000,7,300000
98,13,0,0,4,300000,5,400000,7,300000
99,13,0,0,4,300000,5,400000,7,300000
1,14,0,0,2,300000,3,400000,4,300000
2,14,0,0,2,300000,3,400000,4,300000
3,14,0,0,2,300000,3,400000,4,300000
4,14,0,0,2,300000,3,400000,4,300000
5,14,0,0,2,300000,3,400000,4,300000
6,14,0,0,2,300000,3,400000,4,300000
7,14,0,0,2,300000,3,400000,4,300000
8,14,0,0,2,300000,3,400000,4,300000
9,14,0,0,2,300000,3,400000,4,300000
10,14,0,0,2,300000,3,400000,4,300000
11,14,0,0,2,300000,3,400000,4,300000
12,14,0,0,2,300000,3,400000,4,300000
13,14,0,0,2,300000,3,400000,4,300000
14,14,0,0,2,300000,3,400000,4,300000
15,14,0,0,2,300000,3,400000,4,300000
16,14,0,0,2,300000,3,400000,4,300000
17,14,0,0,2,300000,3,400000,4,300000
18,14,0,0,2,300000,3,400000,4,300000
19,14,0,0,2,300000,3,400000,4,300000
20,14,0,0,2,300000,3,400000,4,300000
21,14,0,0,2,300000,3,400000,4,300000
22,14,0,0,2,300000,3,400000,4,300000
23,14,0,0,2,300000,3,400000,4,300000
24,14,0,0,2,300000,3,400000,4,300000
25,14,0,0,2,300000,3,400000,4,300000
26,14,0,0,2,300000,3,400000,4,300000
27,14,0,0,2,300000,3,400000,4,300000
28,14,0,0,2,300000,3,400000,4,300000
29,14,0,0,2,300000,3,400000,4,300000
30,14,0,0,2,300000,3,400000,4,300000
31,14,0,0,2,300000,3,400000,4,300000
32,14,0,0,2,300000,3,400000,4,300000
33,14,0,0,2,300000,3,400000,4,300000
34,14,0,0,2,300000,3,400000,4,300000
35,14,0,0,2,300000,3,400000,4,300000
36,14,0,0,2,300000,3,400000,4,300000
37,14,0,0,2,300000,3,400000,4,300000
38,14,0,0,2,300000,3,400000,4,300000
39,14,0,0,2,300000,3,400000,4,300000
40,14,0,0,2,300000,3,400000,4,300000
41,14,0,0,2,300000,3,400000,4,300000
42,14,0,0,2,300000,3,400000,4,300000
43,14,0,0,2,300000,3,400000,4,300000
44,14,0,0,2,300000,3,400000,4,300000
45,14,0,0,2,300000,3,400000,4,300000
46,14,0,0,2,300000,3,400000,4,300000
47,14,0,0,2,300000,3,400000,4,300000
48,14,0,0,2,300000,3,400000,4,300000
49,14,0,0,2,300000,3,400000,4,300000
50,14,0,0,2,300000,3,400000,4,300000
51,14,0,0,2,300000,3,400000,4,300000
52,14,0,0,2,300000,3,400000,4,300000
53,14,0,0,2,300000,3,400000,4,300000
54,14,0,0,2,300000,3,400000,4,300000
55,14,0,0,2,300000,3,400000,4,300000
56,14,0,0,2,300000,3,400000,4,300000
57,14,0,0,2,300000,3,400000,4,300000
58,14,0,0,2,300000,3,400000,4,300000
59,14,0,0,2,300000,3,400000,4,300000
60,14,0,0,2,300000,3,400000,4,300000
61,14,0,0,2,300000,3,400000,4,300000
62,14,0,0,2,300000,3,400000,4,300000
63,14,0,0,2,300000,3,400000,4,300000
64,14,0,0,2,300000,3,400000,4,300000
65,14,0,0,2,300000,3,400000,4,300000
66,14,0,0,2,300000,3,400000,4,300000
67,14,0,0,2,300000,3,400000,4,300000
68,14,0,0,2,300000,3,400000,4,300000
69,14,0,0,2,300000,3,400000,4,300000
70,14,0,0,2,300000,3,400000,4,300000
71,14,0,0,2,300000,3,400000,4,300000
72,14,0,0,2,300000,3,400000,4,300000
73,14,0,0,2,300000,3,400000,4,300000
74,14,0,0,2,300000,3,400000,4,300000
75,14,0,0,2,300000,3,400000,4,300000
76,14,0,0,2,300000,3,400000,4,300000
77,14,0,0,2,300000,3,400000,4,300000
78,14,0,0,2,300000,3,400000,4,300000
79,14,0,0,2,300000,3,400000,4,300000
80,14,0,0,2,300000,3,400000,4,300000
81,14,0,0,2,300000,3,400000,4,300000
82,14,0,0,2,300000,3,400000,4,300000
83,14,0,0,2,300000,3,400000,4,300000
84,14,0,0,2,300000,3,400000,4,300000
85,14,0,0,2,300000,3,400000,4,300000
86,14,0,0,2,300000,3,400000,4,300000
87,14,0,0,2,300000,3,400000,4,300000
88,14,0,0,2,300000,3,400000,4,300000
89,14,0,0,2,300000,3,400000,4,300000
90,14,0,0,2,300000,3,400000,4,300000
91,14,0,0,2,300000,3,400000,4,300000
92,14,0,0,2,300000,3,400000,4,300000
93,14,0,0,2,300000,3,400000,4,300000
94,14,0,0,2,300000,3,400000,4,300000
95,14,0,0,2,300000,3,400000,4,300000
96,14,0,0,2,300000,3,400000,4,300000
97,14,0,0,2,300000,3,400000,4,300000
98,14,0,0,2,300000,3,400000,4,300000
99,14,0,0,2,300000,3,400000,4,300000
