编号,名称,任务脚本,任务类型（1首胜任务2帮会任务3循环任务4主线5交互6日常7排位）,任务追踪显示位置（1任务系统2帮会任务界面）,优先级排序（0为不处理，数字越大写的越前）,任务描述,提示类型（0接受不提示1接受提示2完成提示）,下线保存（0保存1不保存）,是否允许删除（0不可删除1可删除）,循环类型（1按小时刷新2每日固定时间刷新3每周刷新）,小时刷新间隔,每日重复次数,每周重复次数,任务数据清除条件（0不清除1每日清除2每周清除）,前置任务,后置任务,接受条件：最低最高等级,完成条件：组队类型（-1不组队1需要联盟组队2师徒组队）,完成条件：胜利次数,完成条件：完成次数,完成条件：使用英雄类型,完成条件：拥有X个英雄,完成条件：拥有X个英雄皮肤类型,完成条件：角色等级达到X级,完成条件：角色总场次达到X场,完成条件：打开宝箱个数,完成条件：联盟捐献次数,显示奖励类型（0绑金1角色经验2第一个奖励ID）,奖励绑定金钱,奖励角色经验,奖励ID（奖励id;间隔）,任务客户端引导类型ID（1联盟首胜2联盟组队3参与比赛4开宝箱5宝石6联盟7师徒8英雄晋升）,子类（1炫耀、2互助、3交友、4心情、5一起玩）,子类名称,具体类型,具体类型名称,发布说明,心情话语,任务星级
425,独孤求败,Task_314_PlayPK,5,1,0,与信号发送人两次决斗后完成任务,2,1,1,-1,-1,-1,-1,0,-1,-1,5;120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1512,,5,一起玩,15,邀请决斗,发送信号，找个人一起来主城决斗！,今天好无聊，要不你来主城玩两把决斗？,1
426,独孤求败,Task_314_PlayPK,5,1,0,与信号发送人两次决斗后完成任务,2,1,1,-1,-1,-1,-1,0,-1,-1,5;120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1512,,5,一起玩,15,邀请决斗,发送信号，找个人一起来主城决斗！,今天好无聊，要不你来主城玩两把决斗？,1
427,独孤求败,Task_314_PlayPK,5,1,0,与信号发送人两次决斗后完成任务,2,1,1,-1,-1,-1,-1,0,-1,-1,5;120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1512,,5,一起玩,15,邀请决斗,发送信号，找个人一起来主城决斗！,今天好无聊，要不你来主城玩两把决斗？,1
428,独孤求败,Task_314_PlayPK,5,1,0,与信号发送人两次决斗后完成任务,2,1,1,-1,-1,-1,-1,0,-1,-1,5;120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1512,,5,一起玩,15,邀请决斗,发送信号，找个人一起来主城决斗！,今天好无聊，要不你来主城玩两把决斗？,1
429,独孤求败,Task_314_PlayPK,5,1,0,与信号发送人两次决斗后完成任务,2,1,1,-1,-1,-1,-1,0,-1,-1,5;120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1512,,5,一起玩,15,邀请决斗,发送信号，找个人一起来主城决斗！,今天好无聊，要不你来主城玩两把决斗？,1
2,连续比赛,Task2_MoreGame,3,1,0,完成2场比赛,2,1,1,2,-1,2,0,0,-1,-1,0;120,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,100,0,,3,,,,,,,1
600,决胜战将,Task_600_WarResult,3,1,0,在一场比赛中击败敌人的数量达到5,2,1,1,2,-1,2,-1,0,-1,-1,0;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1538,3,,,,,,,2
608,推土机,Task_608_WarResult,3,1,0,在一场比赛中拆塔数量达到1次,2,1,1,2,-1,2,-1,0,-1,-1,0;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,100,0,,3,,,,,,,1
602,全能高手,Task_602_WarResult,3,1,0,在一场比赛中战绩评分达到300,2,1,1,2,-1,2,-1,0,-1,-1,0;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1538,3,,,,,,,2
609,决胜控龙,Task_609_WarResult,3,1,0,在一场比赛中击败1次魔晶蓝龙,2,1,1,2,-1,2,-1,0,-1,-1,3;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,100,0,,3,,,,,,,1
603,连破高手,Task_603_WarResult,3,1,0,在一场比赛中达到2连破或更高,2,1,1,2,-1,2,-1,0,-1,-1,3;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,150,0,,3,,,,,,,1
605,经济万岁,Task_605_WarResult,3,1,0,在一场比赛中获得金钱达到8000,2,1,1,2,-1,2,-1,0,-1,-1,3;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,100,0,,3,,,,,,,1
610,泰坦觉醒,Task_610_WarResult,3,1,0,在一场比赛中击败1次深渊泰坦,2,1,1,2,-1,1,-1,0,-1,-1,5;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,100,0,,3,,,,,,,1
604,超神之旅,Task_604_WarResult,3,1,0,在一场比赛中达到超神,2,1,1,2,-1,1,-1,0,-1,-1,0;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1537,3,,,,,,,3
601,最佳队友,Task_601_WarResult,3,1,0,在一场比赛中助攻数量达到5,2,1,1,2,-1,2,-1,0,-1,-1,5;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,100,0,,3,,,,,,,1
612,全场最佳,Task_612_WarResult,3,1,0,在一场比赛中取得全场最佳,2,1,1,2,-1,1,-1,0,-1,-1,5;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1537,3,,,,,,,3
613,输出之王,Task_613_WarResult,3,1,0,在一场比赛中取得全场输出最高,2,1,1,2,-1,1,-1,0,-1,-1,5;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,180,0,,3,,,,,,,1
614,拆塔达人,Task_614_WarResult,3,1,0,在一场比赛中取得全场拆塔数最高,2,1,1,2,-1,1,-1,0,-1,-1,5;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,180,0,,3,,,,,,,1
615,助攻之王,Task_615_WarResult,3,1,0,在一场比赛中取得取得全场助最高,2,1,1,2,-1,1,-1,0,-1,-1,5;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,180,0,,3,,,,,,,1
616,爱财如命,Task_616_WarResult,3,1,0,在一场比赛中获得全场金钱最多,2,1,1,2,-1,1,-1,0,-1,-1,5;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,180,0,,3,,,,,,,1
617,独孤求败,Task_617_WarResult,3,1,0,在一场比赛中取得全场击败数量最高,2,1,1,2,-1,1,-1,0,109,-1,5;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,180,0,,3,,,,,,,1
50,联盟捐献,Task_50_ClanDonate,3,1,0,参与联盟，捐赠10个基因样本给同联盟的朋友,2,1,1,2,-1,1,0,0,16,-1,5;120,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0,400,0,,6,,,,,,,2
606,决胜控制,Task_606_WarResult,3,1,0,在一场比赛中获得2次或更多决胜控制的评价,2,1,1,2,-1,1,-1,0,-1,-1,7;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,100,0,,3,,,,,,,1
607,惊险救治,Task_607_WarResult,3,1,0,在一场比赛中获得1次或更多惊险救治的评价,2,1,1,2,-1,1,-1,0,-1,-1,7;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,100,0,,3,,,,,,,1
611,战争之王,Task_611_WarResult,3,1,0,在一场比赛中没有任何落败且击败数量大于5,2,1,1,2,-1,1,-1,0,-1,-1,7;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,180,0,,3,,,,,,,1
700,完成排位1,Task_700_RankGame,7,1,0,完成1场排位比赛,2,1,1,-1,-1,-1,-1,0,-1,701,1;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,500,0,1538,,,,,,,,2
701,完成排位2,Task_700_RankGame,7,1,0,完成1场排位比赛,2,1,1,-1,-1,-1,-1,0,700,702,1;120,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,500,0,1538,,,,,,,,2
702,完成排位3,Task_700_RankGame,7,1,0,完成2场排位比赛,2,1,1,-1,-1,-1,-1,0,701,703,1;120,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,800,0,1538,,,,,,,,2
703,完成排位4,Task_700_RankGame,7,1,0,完成2场排位比赛,2,1,1,-1,-1,-1,-1,0,702,-1,1;120,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,800,0,1538,,,,,,,,2
