area,subarea,colorr,colorg,colorb,bmp_minx,bmp_minz,bmp_maxx,bmp_maxz,minx,minz,maxx,maxz,convex
31,2,128,0,0,-129.6771,-130.6888,128.3571,130.6411,-17.79053,10.32188,-10.68466,17.41786,{916.9437|892.5026};{916.4296|892.5829};{899.8362|906.3961};{895.4777|915.3854};{895.2442|915.8715};{893.8546|919.2737};{893.9962|919.8177};{900.7158|930.1257};{901.4399|930.6061};{909.7166|933.6188};{910.7396|933.7734};{916.8389|932.5409};{924.8972|929.2828};{934.2191|919.5045};{938.6665|914.0922};{939.8948|910.6616};{939.6295|909.7888};{933.0016|899.319};{922.106|892.4617};{920.9631|892.1904};
31,3,128,0,0,-129.6771,-130.6888,128.3571,130.6411,-20.84054,7.07188,-13.73466,14.16786,{892.7361|917.9724};{892.222|918.0526};{875.6285|931.8658};{871.2701|940.8551};{871.0365|941.3412};{869.6469|944.7434};{869.7885|945.2875};{876.5082|955.5955};{877.2323|956.0758};{885.5089|959.0885};{886.532|959.2431};{892.6313|958.0106};{900.6895|954.7526};{910.0115|944.9742};{914.4589|939.562};{915.6871|936.1313};{915.4218|935.2585};{908.7939|924.7887};{897.8983|917.9314};{896.7554|917.6602};
32,0,128,0,64,-129.6771,-130.6888,128.3571,130.6411,16.85946,-12.18812,23.96534,-5.09214,{1191.958|1068.91};{1191.444|1068.99};{1174.851|1082.803};{1170.492|1091.793};{1170.259|1092.279};{1168.869|1095.681};{1169.011|1096.225};{1175.731|1106.533};{1176.455|1107.013};{1184.731|1110.026};{1185.754|1110.181};{1191.854|1108.948};{1199.912|1105.69};{1209.234|1095.912};{1213.681|1090.499};{1214.91|1087.069};{1214.644|1086.196};{1208.016|1075.726};{1197.121|1068.869};{1195.978|1068.598};
32,1,128,0,64,-129.6771,-130.6888,128.3571,130.6411,13.65946,-15.39812,20.76534,-8.302139,{1166.56|1094.066};{1166.046|1094.146};{1149.453|1107.96};{1145.094|1116.949};{1144.861|1117.435};{1143.471|1120.837};{1143.613|1121.381};{1150.332|1131.689};{1151.057|1132.17};{1159.333|1135.182};{1160.356|1135.337};{1166.455|1134.104};{1174.514|1130.846};{1183.836|1121.068};{1188.283|1115.656};{1189.511|1112.225};{1189.246|1111.352};{1182.618|1100.882};{1171.722|1094.025};{1170.58|1093.754};
32,2,128,0,64,-129.6771,-130.6888,128.3571,130.6411,10.60946,-18.64812,17.71534,-11.55214,{1142.353|1119.536};{1141.839|1119.616};{1125.245|1133.429};{1120.887|1142.419};{1120.653|1142.905};{1119.263|1146.307};{1119.405|1146.851};{1126.125|1157.159};{1126.849|1157.639};{1135.125|1160.652};{1136.148|1160.807};{1142.248|1159.574};{1150.306|1156.316};{1159.628|1146.538};{1164.075|1141.125};{1165.304|1137.695};{1165.038|1136.822};{1158.41|1126.352};{1147.515|1119.495};{1146.372|1119.224};
32,3,128,0,64,-129.6771,-130.6888,128.3571,130.6411,7.589465,-21.33812,14.69534,-14.24214,{1118.383|1140.617};{1117.869|1140.697};{1101.276|1154.51};{1096.917|1163.5};{1096.683|1163.986};{1095.294|1167.388};{1095.435|1167.932};{1102.155|1178.24};{1102.879|1178.72};{1111.156|1181.733};{1112.179|1181.888};{1118.278|1180.655};{1126.336|1177.397};{1135.658|1167.619};{1140.106|1162.207};{1141.334|1158.776};{1141.069|1157.903};{1134.441|1147.433};{1123.545|1140.576};{1122.402|1140.305};
33,0,128,0,128,-129.6771,-130.6888,128.3571,130.6411,-10.56397,41.81292,-4.619704,46.49733,{954.2524|662.2798};{953.729|662.4298};{950.2288|663.6597};{949.9103|664.1252};{946.5553|675.9279};{946.6715|676.7816};{949.8782|684.8954};{950.4396|685.754};{955.4196|689.4432};{963.234|693.2363};{976.8284|693.6382};{983.8804|693.3343};{987.2951|691.9663};{987.7807|691.1913};{991.3193|679.3492};{989.2891|666.7498};{988.7366|665.7254};{985.8339|662.9626};{985.4321|662.6359};{963.9564|659.5376};
33,1,128,0,128,-129.6771,-130.6888,128.3571,130.6411,-14.43397,42.14291,-8.489705,46.82732,{923.5364|659.6937};{923.0131|659.8436};{919.5129|661.0735};{919.1944|661.5391};{915.8394|673.3417};{915.9556|674.1954};{919.1623|682.3093};{919.7238|683.1678};{924.7036|686.8571};{932.5181|690.6501};{946.1124|691.0521};{953.1644|690.7482};{956.5792|689.3802};{957.0648|688.6052};{960.6033|676.7631};{958.5732|664.1636};{958.0207|663.1393};{955.118|660.3764};{954.7161|660.0498};{933.2404|656.9515};
33,2,128,0,128,-129.6771,-130.6888,128.3571,130.6411,-23.38509,44.94635,-16.29888,52.0614,{866.2028|620.6815};{855.6967|627.2133};{855.2029|627.9234};{852.0694|636.0652};{851.9026|637.0738};{853.0899|643.1082};{856.309|651.0969};{866.1187|660.3984};{871.5555|664.8434};{875.0175|666.0904};{875.9042|665.8371};{886.5732|659.3976};{893.6265|648.7083};{893.9126|647.5826};{893.6365|643.611};{893.5604|643.1027};{879.7369|626.5815};{870.6768|622.1885};{870.1868|621.9531};{866.7552|620.5472};
33,3,128,0,128,-129.6771,-130.6888,128.3571,130.6411,-19.50413,42.7387,-12.68456,48.75617,{887.2178|646.5185};{886.78|646.8773};{880.2104|657.2792};{880.0798|658.1308};{880.8558|666.8069};{881.1512|667.7863};{884.8849|672.7054};{891.3102|678.5082};{904.2461|682.6546};{911.1019|684.3136};{914.7681|683.9451};{915.4541|683.3354};{922.2111|672.9464};{923.8372|660.2899};{923.5974|659.1537};{921.5948|655.6985};{921.3018|655.2739};{901.5652|646.3588};{891.4717|646.3069};{890.9268|646.3061};
34,0,128,0,192,-129.6771,-130.6888,128.3571,130.6411,-72.98013,16.23629,-65.90361,22.75134,{464.6648|857.9486};{457.8481|865.2988};{457.4815|865.697};{455.1504|868.5533};{455.1257|869.1146};{458.5206|880.9061};{459.072|881.5735};{466.1042|886.8317};{467.0376|887.2733};{473.2364|887.8445};{481.9059|887.04};{493.704|880.3596};{499.5527|876.4575};{501.7379|873.5275};{501.741|872.6161};{498.4816|860.6962};{490.0752|851.0078};{489.0616|850.4202};{485.1238|849.5652};{484.6083|849.4945};
34,1,128,0,192,-129.6771,-130.6888,128.3571,130.6411,-76.57149,13.18283,-69.53438,20.3222,{448.8364|869.9082};{448.328|870.0183};{432.5896|884.775};{428.7764|894.0027};{428.5724|894.5016};{427.3886|897.9789};{427.5625|898.5137};{434.887|908.4119};{435.6386|908.8492};{444.0809|911.374};{445.1114|911.4688};{451.1263|909.8828};{458.9756|906.1605};{467.6966|895.8557};{471.8125|890.1935};{472.8334|886.6973};{472.5164|885.8414};{465.2739|875.7764};{453.9872|869.5663};{452.8301|869.3622};
34,2,128,0,192,-129.6771,-130.6888,128.3571,130.6411,-76.75227,9.985073,-72.3549,15.72012,{426.3199|902.5845};{425.3124|903.1823};{422.6682|906.1874};{422.3586|906.6006};{420.3357|927.9374};{423.6113|937.3643};{423.79|937.8726};{425.215|941.2604};{425.7023|941.5504};{437.8132|944.2482};{438.6706|944.0894};{446.7114|940.5076};{447.5506|939.9096};{451.0244|934.8083};{454.4566|926.9065};{454.1599|913.4808};{453.4876|906.5428};{451.9274|903.2463};{451.1184|902.8076};{438.9581|899.9309};
34,3,128,0,192,-129.6771,-130.6888,128.3571,130.6411,-75.92229,0.9509296,-69.71725,7.886627,{443.7794|967.2483};{433.2156|974.5944};{432.5274|975.5352};{431.2927|979.3249};{431.1725|979.825};{437.8086|1000.229};{444.574|1007.625};{444.9408|1008.023};{447.6|1010.585};{448.1635|1010.662};{460.3734|1008.441};{461.0985|1007.962};{467.0655|1001.547};{467.599|1000.672};{468.7617|994.6328};{468.7712|986.035};{463.1524|973.8056};{459.7718|967.6873};{457.0245|965.262};{456.106|965.1727};
34,4,128,0,192,-129.6771,-130.6888,128.3571,130.6411,-76.58945,5.379906,-71.33435,11.73739,{427.6662|938.524};{426.7832|939.29};{424.7253|942.7134};{424.4955|943.1745};{426.3667|964.5247};{431.2956|973.222};{431.5634|973.6906};{433.5786|976.7725};{434.1105|976.9717};{446.5147|977.4893};{447.3296|977.1818};{454.5927|972.239};{455.3103|971.5025};{457.8048|965.8704};{459.7518|957.4902};{457.0301|944.3329};{455.1131|937.6251};{452.9814|934.657};{452.106|934.3682};{439.6208|933.6833};
35,0,128,64,0,-129.6771,-130.6888,128.3571,130.6411,-89.3846,-21.05042,-85.0018,-15.32563,{325.7204|1146.004};{324.7216|1146.616};{322.1209|1149.658};{321.8173|1150.075};{320.1019|1171.438};{323.5128|1180.818};{323.6989|1181.324};{325.1725|1184.691};{325.6639|1184.974};{337.8124|1187.502};{338.6675|1187.331};{346.6558|1183.637};{347.4864|1183.027};{350.8863|1177.878};{354.2044|1169.928};{353.7144|1156.508};{352.9424|1149.58};{351.3349|1146.306};{350.5197|1145.879};{338.3191|1143.173};
35,1,128,64,0,-129.6771,-130.6888,128.3571,130.6411,-89.1046,-16.77866,-84.7218,-11.05387,{327.9427|1112.527};{326.9439|1113.139};{324.3433|1116.181};{324.0396|1116.598};{322.3242|1137.961};{325.7351|1147.341};{325.9211|1147.847};{327.3948|1151.214};{327.8862|1151.497};{340.0347|1154.025};{340.8898|1153.854};{348.8781|1150.16};{349.7087|1149.55};{353.1086|1144.401};{356.4267|1136.451};{355.9368|1123.031};{355.1648|1116.103};{353.5572|1112.829};{352.742|1112.402};{340.5414|1109.696};
36,0,128,64,64,-129.6771,-130.6888,128.3571,130.6411,-79.18563,-25.82279,-73.42886,-21.39602,{414.9611|1191.354};{407.931|1191.981};{404.5844|1193.505};{404.1359|1194.301};{401.1592|1206.293};{403.7809|1218.785};{404.3811|1219.783};{407.4109|1222.41};{407.8277|1222.718};{429.4261|1224.826};{438.9904|1221.641};{439.5062|1221.467};{442.9446|1220.077};{443.2408|1219.598};{446.036|1207.654};{445.8796|1206.806};{442.294|1198.849};{441.6928|1198.017};{436.5444|1194.56};{428.5596|1191.13};
37,0,128,64,128,-129.6771,-130.6888,128.3571,130.6411,66.31963,-22.49956,73.4045,-15.96271,{1579.778|1156.556};{1568.031|1163.323};{1562.212|1167.268};{1560.048|1170.214};{1560.052|1171.125};{1563.401|1183.021};{1571.88|1192.647};{1572.898|1193.227};{1576.842|1194.054};{1577.358|1194.121};{1597.237|1185.521};{1603.999|1178.121};{1604.362|1177.72};{1606.672|1174.847};{1606.693|1174.285};{1603.209|1162.519};{1602.653|1161.855};{1595.581|1156.649};{1594.645|1156.214};{1588.442|1155.688};
37,1,128,64,128,-129.6771,-130.6888,128.3571,130.6411,69.70107,-20.70346,76.69078,-13.55102,{1607.893|1138.743};{1600.168|1142.711};{1591.784|1153.286};{1587.854|1159.075};{1586.946|1162.601};{1587.291|1163.447};{1594.855|1173.278};{1606.337|1179.13};{1607.5|1179.297};{1611.474|1178.625};{1611.978|1178.499};{1627.232|1163.254};{1630.745|1153.911};{1630.932|1153.406};{1632.003|1149.893};{1631.812|1149.364};{1624.171|1139.702};{1623.406|1139.288};{1614.886|1137.031};{1613.853|1136.969};
37,2,128,64,128,-129.6771,-130.6888,128.3571,130.6411,71.98582,-16.82506,77.3713,-10.3953,{1616.436|1109.674};{1615.498|1110.106};{1611.113|1114.469};{1606.235|1121.591};{1603.964|1134.832};{1603.301|1141.771};{1604.204|1145.298};{1604.915|1145.88};{1616.309|1150.967};{1629.227|1150.712};{1630.33|1150.312};{1633.501|1147.852};{1633.884|1147.504};{1639.941|1126.926};{1638.523|1117.058};{1638.444|1116.526};{1637.691|1112.934};{1637.268|1112.558};{1625.889|1107.656};{1625.016|1107.652};
37,3,128,64,128,-129.6771,-130.6888,128.3571,130.6411,70.04929,-8.73826,75.98946,-1.946631,{1601.145|1043.845};{1600.388|1044.273};{1593.981|1050.26};{1593.387|1051.096};{1591.799|1057.04};{1591.181|1065.616};{1595.919|1078.204};{1598.858|1084.541};{1601.427|1087.15};{1602.337|1087.302};{1614.78|1086.083};{1625.839|1079.484};{1626.592|1078.594};{1628.092|1074.898};{1628.247|1074.408};{1623.073|1053.596};{1616.848|1045.75};{1616.51|1045.328};{1614.039|1042.589};{1613.482|1042.473};
37,4,128,64,128,-129.6771,-130.6888,128.3571,130.6411,71.57484,-12.70729,77.14417,-6.141781,{1613.65|1075.257};{1612.858|1075.618};{1605.947|1081.031};{1605.281|1081.813};{1603.175|1087.598};{1601.802|1096.088};{1605.411|1109.035};{1607.779|1115.601};{1610.108|1118.421};{1611.001|1118.652};{1623.504|1118.508};{1635.103|1112.886};{1635.932|1112.064};{1637.753|1108.512};{1637.951|1108.036};{1634.633|1086.858};{1629.125|1078.507};{1628.826|1078.057};{1626.606|1075.116};{1626.061|1074.952};
38,0,128,64,192,-129.6771,-130.6888,128.3571,130.6411,72.83856,21.16569,78.72046,25.76355,{1615.734|824.6601};{1615.214|824.8182};{1611.734|826.1027};{1611.422|826.5731};{1608.257|838.4268};{1608.387|839.2785};{1611.724|847.3413};{1612.299|848.1909};{1617.337|851.8018};{1625.211|855.4722};{1638.811|855.6614};{1645.857|855.2473};{1649.249|853.8261};{1649.722|853.0435};{1653.07|841.1476};{1650.839|828.5815};{1650.27|827.5659};{1647.323|824.8488};{1646.916|824.5285};{1625.393|821.7664};
39,0,128,128,0,-129.6771,-130.6888,128.3571,130.6411,84.65427,14.87002,89.07181,20.62126,{1717.052|861.7715};{1709.087|865.5142};{1708.26|866.129};{1704.892|871.2991};{1701.624|879.2683};{1702.197|892.6853};{1703.012|899.6083};{1704.64|902.8727};{1705.458|903.2951};{1717.675|905.9266};{1730.256|903.0195};{1731.251|902.4016};{1733.833|899.3438};{1734.134|898.9245};{1735.716|877.5515};{1732.247|868.1923};{1732.058|867.6877};{1730.563|864.3293};{1730.07|864.0492};{1717.906|861.5955};
39,1,128,128,0,-129.6771,-130.6888,128.3571,130.6411,84.59427,10.59002,89.01181,16.34126,{1716.576|895.3132};{1708.611|899.0559};{1707.784|899.6707};{1704.416|904.8408};{1701.148|912.81};{1701.721|926.227};{1702.536|933.15};{1704.164|936.4144};{1704.982|936.8367};{1717.199|939.4683};{1729.78|936.5611};{1730.775|935.9432};{1733.357|932.8854};{1733.658|932.4661};{1735.24|911.0931};{1731.771|901.734};{1731.582|901.2294};{1730.087|897.871};{1729.594|897.5909};{1717.43|895.1372};
40,0,128,128,64,-129.6771,-130.6888,128.3571,130.6411,21.71174,81.61992,26.606,87.72426,{1207.727|341.0533};{1206.791|341.7549};{1204.491|345.0244};{1204.228|345.4681};{1204.549|366.8958};{1208.836|375.9186};{1209.069|376.4049};{1210.856|379.6211};{1211.372|379.8574};{1223.707|381.249};{1224.542|380.9997};{1232.145|376.5821};{1232.914|375.8981};{1235.81|370.4565};{1238.358|362.2351};{1236.596|348.9194};{1235.169|342.0935};{1233.258|338.9826};{1232.406|338.6326};{1220.002|337.0685};
40,1,128,128,64,-129.6771,-130.6888,128.3571,130.6411,21.79768,77.53622,27.00192,83.85886,{1208.539|373.0348};{1207.647|373.7916};{1205.554|377.1937};{1205.319|377.6524};{1206.965|399.0207};{1211.802|407.7681};{1212.065|408.2394};{1214.047|411.3418};{1214.577|411.5466};{1226.975|412.1915};{1227.793|411.8924};{1235.108|407.0245};{1235.833|406.2955};{1238.387|400.6892};{1240.422|392.3295};{1237.84|379.145};{1235.993|372.4179};{1233.893|369.428};{1233.021|369.1302};{1220.543|368.3171};
41,0,128,128,128,-129.6771,-130.6888,128.3571,130.6411,-48.00457,-18.42453,-42.71434,-12.05867,{659.2337|1120.92};{658.1384|1121.342};{655.0184|1123.863};{654.6426|1124.219};{649.0009|1144.912};{650.6177|1154.75};{650.7069|1155.28};{651.5322|1158.857};{651.963|1159.224};{663.4388|1163.902};{664.3111|1163.888};{672.8488|1161.698};{673.7783|1161.249};{678.0743|1156.8};{682.8082|1149.583};{684.8112|1136.301};{685.3348|1129.35};{684.3606|1125.841};{683.6382|1125.274};{672.1442|1120.411};
41,1,128,128,128,-129.6771,-130.6888,128.3571,130.6411,-47.79477,-14.32424,-42.14413,-7.707148,{665.6495|1088.111};{654.1568|1093.941};{653.3431|1094.779};{651.5886|1098.363};{651.3995|1098.842};{655.1085|1119.957};{660.7709|1128.207};{661.0782|1128.651};{663.3524|1131.552};{663.8995|1131.706};{676.3032|1131.177};{677.0886|1130.802};{683.8981|1125.265};{684.5494|1124.471};{686.5483|1118.649};{687.764|1110.135};{683.9155|1097.255};{681.426|1090.734};{679.0456|1087.956};{678.1484|1087.742};
41,2,128,128,128,-129.6771,-130.6888,128.3571,130.6411,-47.85806,-9.910021,-42.92445,-3.703949,{659.8104|1055.698};{658.8525|1056.095};{655.8328|1058.726};{655.4832|1059.103};{651.3015|1080.153};{653.6057|1089.836};{653.7322|1090.356};{654.7871|1094.039};{655.2426|1094.374};{667.0025|1098.403};{667.8719|1098.328};{676.2684|1095.265};{677.1653|1094.744};{681.1414|1089.996};{685.3511|1082.542};{686.4225|1069.124};{686.4322|1062.391};{685.2198|1058.908};{684.4592|1058.394};{672.6747|1054.125};
42,0,128,128,192,-129.6771,-130.6888,128.3571,130.6411,42.78673,11.73345,48.31662,18.25784,{1385.884|885.3353};{1384.932|885.7375};{1380.412|889.9648};{1375.312|896.9336};{1372.626|910.0981};{1371.745|917.0132};{1372.537|920.5668};{1373.229|921.1697};{1384.457|926.6039};{1397.377|926.7451};{1398.493|926.3795};{1401.739|924.0184};{1402.133|923.6821};{1408.835|903.2994};{1407.727|893.3932};{1407.666|892.8586};{1407.026|889.2451};{1406.615|888.8569};{1395.395|883.6079};{1394.523|883.5776};
42,1,128,128,192,-129.6771,-130.6888,128.3571,130.6411,41.90294,7.486991,47.92395,14.3244,{1377.638|916.6705};{1376.89|917.1134};{1370.609|923.2291};{1370.032|924.0776};{1368.569|930.0525};{1368.129|938.6393};{1373.128|951.1281};{1376.199|957.4039};{1378.821|959.9603};{1379.734|960.0943};{1392.149|958.6229};{1403.068|951.8013};{1403.803|950.8953};{1405.226|947.1705};{1405.371|946.6769};{1399.764|925.9742};{1393.377|918.2569};{1393.031|917.8415};{1390.503|915.153};{1389.944|915.0482};
42,2,128,128,192,-129.6771,-130.6888,128.3571,130.6411,42.92445,3.703949,47.85806,9.910021,{1390.605|947.2987};{1382.208|950.3615};{1381.312|950.8828};{1377.335|955.6306};{1373.126|963.0842};{1372.054|976.5024};{1372.045|983.2357};{1373.257|986.7181};{1374.018|987.2325};{1385.802|991.501};{1398.666|989.9285};{1399.624|989.5311};{1402.644|986.9002};{1402.994|986.5231};{1407.175|965.4731};{1404.871|955.7906};{1404.745|955.2706};{1403.69|951.5875};{1403.234|951.2523};{1391.474|947.2236};
43,0,128,192,0,-129.6771,-130.6888,128.3571,130.6411,49.77257,25.1285,56.93677,32.10396,{1454.958|777.1318};{1437.121|789.3401};{1431.924|797.884};{1431.645|798.3463};{1429.937|801.6041};{1430.026|802.1589};{1435.733|813.0461};{1436.408|813.5916};{1444.36|817.3608};{1445.364|817.6099};{1451.554|816.9502};{1459.887|814.4562};{1470.1|805.5885};{1475.044|800.614};{1476.594|797.3129};{1476.414|796.4192};{1470.814|785.3795};{1460.621|777.5392};{1459.509|777.1628};{1455.478|777.0997};
44,0,128,192,64,-129.6771,-130.6888,128.3571,130.6411,-56.71792,-32.00652,-49.63836,-24.88899,{606.0936|1227.351};{598.1211|1230.809};{589.0518|1240.816};{584.744|1246.337};{583.6036|1249.797};{583.8912|1250.663};{590.7842|1260.965};{601.8515|1267.549};{603.0009|1267.791};{607.0111|1267.379};{607.5229|1267.286};{623.7585|1253.064};{627.886|1243.969};{628.1071|1243.477};{629.4094|1240.042};{629.254|1239.501};{622.2733|1229.364};{621.537|1228.902};{613.1862|1226.096};{612.1595|1225.967};
